dataset,model,shot,seed,epoch,train_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
indian_pines,cnn3d,1,2,1,2.820535182952881,0.0625,2.7698311805725098,0.05442176870748299,0.049999999999999996,-0.014598540145985384,0.011717628481194373,0.01275388134007551
indian_pines,cnn3d,1,2,2,2.8101589679718018,0.0625,2.766725540161133,0.07482993197278912,0.06875,0.007299270072992692,0.01322684246112238,0.014396563222990348
indian_pines,cnn3d,1,2,3,2.799909830093384,0.0625,2.763489246368408,0.07482993197278912,0.06875,0.007299270072992692,0.012987621905476369,0.01413618710800149
indian_pines,cnn3d,1,2,4,2.7900586128234863,0.0625,2.7600936889648438,0.07482993197278912,0.06875,0.007299270072992692,0.012969415408439797,0.014116370512587536
indian_pines,cnn3d,1,2,5,2.780783176422119,0.0625,2.7565195560455322,0.08163265306122448,0.075,0.014598540145985384,0.0174496945742005,0.018992864842667215
indian_pines,cnn3d,1,2,6,2.772139072418213,0.0625,2.7527499198913574,0.10884353741496598,0.1,0.04379562043795615,0.02565284178187404,0.0279214604428561
indian_pines,cnn3d,1,2,7,2.7641196250915527,0.0625,2.748767852783203,0.10204081632653061,0.09375,0.03649635036496346,0.022683189655172416,0.024689186019235282
indian_pines,cnn3d,1,2,8,2.7566821575164795,0.0625,2.744631052017212,0.06802721088435375,0.0625,0.0,0.01201923076923077,0.013082155939298797
indian_pines,cnn3d,1,2,9,2.749876022338867,0.0625,2.7403833866119385,0.06802721088435375,0.0625,0.0,0.00984251968503937,0.010712946595961219
indian_pines,cnn3d,1,2,10,2.743626594543457,0.0625,2.7361185550689697,0.06802721088435375,0.0625,0.0,0.009057971014492754,0.009859016070196194
indian_pines,cnn3d,1,2,11,2.7378761768341064,0.0625,2.731910228729248,0.06802721088435375,0.0625,0.0,0.008928571428571428,0.009718172983479104
indian_pines,cnn3d,1,2,12,2.7325379848480225,0.0625,2.7277960777282715,0.06802721088435375,0.0625,0.0,0.008928571428571428,0.009718172983479104
indian_pines,cnn3d,1,2,13,2.7275121212005615,0.0625,2.7238194942474365,0.06802721088435375,0.0625,0.0,0.009689922480620155,0.010546854400675
indian_pines,cnn3d,1,2,14,2.7227392196655273,0.0625,2.7200217247009277,0.06802721088435375,0.0625,0.0,0.010080645161290322,0.01097213078779899
indian_pines,cnn3d,1,2,15,2.718197822570801,0.0625,2.7164201736450195,0.06802721088435375,0.0625,0.0,0.01016260162601626,0.01106133510314695
indian_pines,cnn3d,1,2,16,2.7138612270355225,0.0625,2.7130088806152344,0.06802721088435375,0.0625,0.0,0.010245901639344262,0.011152001784320284
indian_pines,cnn3d,1,2,17,2.7096824645996094,0.0625,2.7097766399383545,0.06802721088435375,0.0625,0.0,0.010416666666666666,0.011337868480725622
indian_pines,cnn3d,1,2,18,2.7056572437286377,0.0625,2.7067079544067383,0.06802721088435375,0.0625,0.0,0.010416666666666666,0.011337868480725622
indian_pines,cnn3d,1,2,19,2.7017743587493896,0.0625,2.7038111686706543,0.06802721088435375,0.0625,0.0,0.010775862068965518,0.011728829462819612
indian_pines,cnn3d,1,2,20,2.698014497756958,0.0625,2.7010462284088135,0.06802721088435375,0.0625,0.0,0.011363636363636364,0.012368583797155226
indian_pines,cnn3d,1,2,21,2.6943798065185547,0.125,2.6983580589294434,0.09523809523809523,0.0875,0.029197080291970767,0.04293224299065421,0.04672897196261682
indian_pines,cnn3d,1,2,22,2.690866231918335,0.125,2.6957364082336426,0.09523809523809523,0.0875,0.029197080291970767,0.035601976639712485,0.03875045076431291
indian_pines,cnn3d,1,2,23,2.6874895095825195,0.125,2.693131923675537,0.09523809523809523,0.0875,0.029197080291970767,0.033531583264971285,0.0364969613768395
