shot,HybridSN-small OA,QNN OA,Delta OA,HybridSN-small Macro-F1,QNN Macro-F1,Delta Macro-F1,runs
1,41.491175887368634,5.54233591116399,-35.94883997620464,37.74882776745056,4.39073349159073,-33.35809427585983,1
