shot,HybridSN-small OA,Spectral Gated QNN OA,Delta OA,HybridSN-small Macro-F1,Spectral Gated QNN Macro-F1,Delta Macro-F1,runs
5,72.01915403032721,71.53232242617717,-0.4868316041500398,63.80526208226654,63.368948008822876,-0.43631407344365547,5
