shot,HybridSN-small OA,Proto QNN OA,Delta OA,HybridSN-small Macro-F1,Proto QNN Macro-F1,Delta Macro-F1,runs
5,72.01915403032721,72.0510774142059,0.031923383878695866,63.80526208226654,64.12111895316943,0.3158568709028975,5
