class_id,class_name,precision,recall,f1,support
0,Brocoli_green_weeds_1,0.9974987493746873,1.0,0.998747808665164,1994
1,Brocoli_green_weeds_2,1.0,1.0,1.0,3711
2,Fallow,0.9732009925558313,1.0,0.9864185110663984,1961
3,Fallow_rough_plow,0.9203049203049203,0.9630166787527193,0.9411764705882353,1379
4,Fallow_smooth,0.9744552967693464,0.9740893728877206,0.9742723004694835,2663
5,Stubble,0.9905684425184808,0.9852941176470589,0.987924240498284,3944
6,Celery,0.9842323651452282,0.9983164983164983,0.9912244045131634,3564
7,Grapes_untrained,0.7069483734087695,0.7104655294953802,0.7087025877348458,11256
8,Soil_vinyard_develop,0.9926211100417067,1.0,0.9962968926098856,6188
9,Corn_senesced_green_weeds,1.0,0.9224639901930739,0.9596684202136139,3263
10,Lettuce_romaine_4wk,0.8350515463917526,1.0,0.9101123595505618,1053
11,Lettuce_romaine_5wk,0.9526343799893561,0.9361924686192469,0.9443418623054604,1912
12,Lettuce_romaine_6wk,0.99,0.7691453940066593,0.8657089319175515,901
13,Lettuce_romaine_7wk,0.8485092667203867,0.9981042654028436,0.9172473867595818,1055
14,Vinyard_untrained,0.5479008171315863,0.5361919205845856,0.5419831370636192,7253
15,Vinyard_vertical_trellis,1.0,0.9966517857142857,0.9983230855226384,1792
