shot,HybridSN-small OA,Spectral Gated QNN OA,Delta OA,HybridSN-small Macro-F1,Spectral Gated QNN Macro-F1,Delta Macro-F1,runs
1,41.491175887368634,6.0876462423160795,-35.40352964505255,37.74882776745056,3.25835303391918,-34.49047473353138,1
