class_id,class_name,precision,recall,f1,support,accuracy
0,Brocoli_green_weeds_1,0.9994974874371859,1.0,0.9997486805730083,1989,1.0
1,Brocoli_green_weeds_2,0.9997302400863232,1.0,0.9998651018481047,3706,1.0
2,Fallow,0.9969418960244648,1.0,0.998468606431853,1956,1.0
3,Fallow_rough_plow,0.8920719520319786,0.9745269286754003,0.9314782608695652,1374,0.9745269286754003
4,Fallow_smooth,0.9864406779661017,0.9853273137697517,0.9858836815358555,2658,0.9853273137697517
5,Stubble,0.9929417695991933,1.0,0.9964583860359221,3939,1.0
6,Celery,1.0,0.9960663107614498,0.9980292792792793,3559,0.9960663107614498
7,Grapes_untrained,0.8140187665410218,0.9021420318193938,0.8558178752107926,11251,0.9021420318193938
8,Soil_vinyard_develop,0.9902306213965407,1.0,0.99509133338698,6183,1.0
9,Corn_senesced_green_weeds,0.987037622510275,0.958256599140577,0.9724342002803301,3258,0.958256599140577
10,Lettuce_romaine_4wk,0.9703429101019463,0.9990458015267175,0.9844851904090268,1048,0.9990458015267175
11,Lettuce_romaine_5wk,0.9994706193753309,0.9900367068694285,0.9947312961011591,1907,0.9900367068694285
12,Lettuce_romaine_6wk,0.9767184035476718,0.9832589285714286,0.9799777530589544,896,0.9832589285714286
13,Lettuce_romaine_7wk,0.9518619436875567,0.9980952380952381,0.9744304974430498,1050,0.9980952380952381
14,Vinyard_untrained,0.8248510638297872,0.6685982339955849,0.7385506362874342,7248,0.6685982339955849
15,Vinyard_vertical_trellis,1.0,0.9848908785674314,0.9923879334649,1787,0.9848908785674314
