dataset,shot,seed,epoch,train_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
indian_pines,10,2,1,2.7709462642669678,0.05,2.7771229072355887,0.07042253521126761,0.0625,0.0,0.008223684210526315,0.009266123054114157
indian_pines,10,2,2,2.6828006744384765,0.1625,2.767036820801211,0.07042253521126761,0.0625,0.0,0.008223684210526315,0.009266123054114157
indian_pines,10,2,3,2.6141164302825928,0.24375,2.7374985352368424,0.14084507042253522,0.125,0.07679189981348244,0.08005480524564494,0.09020259745988163
indian_pines,10,2,4,2.563735246658325,0.3,2.681926757516995,0.3732394366197183,0.35,0.3275871242351688,0.2899333367683751,0.3143615062178875
indian_pines,10,2,5,2.5486071586608885,0.28125,2.622411207414009,0.5211267605633803,0.525,0.48766381917546564,0.44748433583959896,0.4496302375657453
indian_pines,10,2,6,2.471927547454834,0.3625,2.569485472961211,0.5704225352112676,0.6187499999999999,0.5411347142024685,0.4909129252240707,0.47134284098920215
indian_pines,10,2,7,2.4285771369934084,0.35625,2.517338772894631,0.5774647887323944,0.625,0.5486810043436805,0.4838104488104488,0.4676737451385338
indian_pines,10,2,8,2.4636275291442873,0.33125,2.465132773762018,0.5704225352112676,0.61875,0.5409644939056704,0.4733420263311568,0.45185419465884863
indian_pines,10,2,9,2.3597989082336426,0.38125,2.4123627669374708,0.5704225352112676,0.6160714285714286,0.541207627118644,0.4874648878247079,0.47405835784407063
indian_pines,10,2,10,2.336513042449951,0.39375,2.356314356897918,0.5845070422535211,0.6258928571428571,0.5564849126521969,0.5049876338938839,0.49910384998413165
indian_pines,10,2,11,2.339410734176636,0.425,2.301457838273384,0.5915492957746479,0.6321428571428571,0.5642558594783345,0.5168058767965573,0.5167452758897048
indian_pines,10,2,12,2.192992639541626,0.49375,2.2633119468957608,0.5985915492957746,0.6410714285714285,0.5717913448312348,0.5212656978467675,0.520048986619206
indian_pines,10,2,13,2.2351403713226317,0.4375,2.217819270953326,0.6197183098591549,0.6571428571428571,0.5942427770134405,0.5375119978061155,0.5397751654586783
indian_pines,10,2,14,2.1685291290283204,0.50625,2.1869336215543074,0.5985915492957746,0.6383928571428572,0.5716327070653613,0.510561258916522,0.5090831086383347
indian_pines,10,2,15,2.0954151153564453,0.51875,2.1598650670387376,0.5915492957746479,0.6321428571428571,0.5639790354174388,0.49674890761354107,0.49278505205689865
indian_pines,10,2,16,2.1012927055358888,0.50625,2.11551532611041,0.5985915492957746,0.6383928571428572,0.5716327070653613,0.49664502164502167,0.49340284129016526
indian_pines,10,2,17,2.1136789321899414,0.4125,2.0423565481750057,0.6408450704225352,0.6758928571428572,0.6166022552808513,0.5575310559006211,0.5612719797043129
indian_pines,10,2,18,1.9411015272140504,0.50625,1.9767621016838182,0.647887323943662,0.6848214285714286,0.6240402435795604,0.567298951048951,0.5676138415575035
indian_pines,10,2,19,1.9691307067871093,0.525,1.9550178991237157,0.6619718309859155,0.6973214285714286,0.6390212901175724,0.5830085881573296,0.5848555637126881
indian_pines,10,2,20,1.8719021081924438,0.55,1.932083269240151,0.6619718309859155,0.6946428571428571,0.6390977443609023,0.5841203387256019,0.590814210087746
indian_pines,10,2,21,1.8575541257858277,0.5625,1.8721806952651119,0.6830985915492958,0.7133928571428572,0.661600381295345,0.6083541697765835,0.6176626460259292
indian_pines,10,2,22,1.7353359937667847,0.61875,1.805984206602607,0.676056338028169,0.7071428571428572,0.6544829410208939,0.5997668046245731,0.6144953585482025
indian_pines,10,2,23,1.7419135570526123,0.5625,1.772421465793126,0.6971830985915493,0.73125,0.6767088473553238,0.6294304558199749,0.6331219533495804
indian_pines,10,2,24,1.7135056018829347,0.575,1.7251104687301206,0.6830985915492958,0.71875,0.6617615922083422,0.6032918637109141,0.6063785776253949
indian_pines,10,2,25,1.694450855255127,0.5625,1.6718831784288648,0.6901408450704225,0.725,0.6693305107171208,0.6108906578314472,0.6153619305769046
indian_pines,10,2,26,1.6708895206451415,0.59375,1.6272101822033735,0.6901408450704225,0.725,0.669278001270379,0.6187057463924575,0.6237463327595283
indian_pines,10,2,27,1.6340908527374267,0.5875,1.6026294634375773,0.6901408450704225,0.725,0.6691203728221151,0.6184634607096684,0.6219895155033073
indian_pines,10,2,28,1.5114323854446412,0.64375,1.56777294756661,0.7323943661971831,0.7625,0.7139828262482774,0.678867337164751,0.6849913658194376
indian_pines,10,2,29,1.4830181360244752,0.675,1.5260652169375353,0.7464788732394366,0.7723214285714286,0.7290937996820349,0.6889490930609352,0.7019045871899837
