0,1,2,3,4,5,6,7,8
5164,1,341,121,0,0,85,813,91
0,14367,478,497,0,2603,0,570,119
0,0,1644,0,0,0,0,402,38
239,381,139,2175,0,8,0,75,32
0,0,0,0,1330,0,0,0,0
0,2,0,0,0,5012,0,0,0
0,0,0,0,0,0,1315,0,0
12,0,1008,14,0,0,0,2633,0
51,0,6,19,66,1,48,1,740
