class_id,class_name,precision,recall,f1,support
0,Brocoli_green_weeds_1,0.9868835257082896,0.9457013574660633,0.9658536585365853,1989
1,Brocoli_green_weeds_2,0.9696476964769648,0.9654614139233675,0.9675500270416442,3706
2,Fallow,0.7850919651500484,0.8292433537832311,0.8065638985579314,1956
3,Fallow_rough_plow,0.9607142857142857,0.9788937409024745,0.969718817591925,1374
4,Fallow_smooth,0.9228260869565217,0.9582392776523702,0.9401993355481728,2658
5,Stubble,0.9997420020639834,0.9837522213759837,0.9916826615483045,3939
6,Celery,0.924063891070961,0.9915706659173925,0.9566278124152887,3559
7,Grapes_untrained,0.673618940248027,0.42485112434450273,0.52106611435112,11251
8,Soil_vinyard_develop,0.984577922077922,0.9809154132298237,0.9827432552863972,6183
9,Corn_senesced_green_weeds,0.7757151552038953,0.7823818293431553,0.7790342298288508,3258
10,Lettuce_romaine_4wk,0.8409785932721713,0.7872137404580153,0.8132084770823066,1048
11,Lettuce_romaine_5wk,0.8751196172248804,0.9590980597797588,0.9151863897923442,1907
12,Lettuce_romaine_6wk,0.7246496290189612,0.9810267857142857,0.833570412517781,896
13,Lettuce_romaine_7wk,0.822871883061049,0.9114285714285715,0.8648892905558065,1050
14,Vinyard_untrained,0.4432008953553441,0.6556291390728477,0.528881469115192,7248
15,Vinyard_vertical_trellis,0.9772296015180265,0.8645775041969782,0.917458432304038,1787
