class_id,class_name,precision,recall,f1,support
0,Brocoli_green_weeds_1,1.0,0.975867269984917,0.9877862595419847,1989
1,Brocoli_green_weeds_2,0.9870410367170627,0.9865083648138154,0.9867746288798921,3706
2,Fallow,0.8844056706652127,0.8292433537832311,0.8559366754617415,1956
3,Fallow_rough_plow,0.9557273366127899,0.9898107714701602,0.9724705041115481,1374
4,Fallow_smooth,0.8982468202131316,0.9830699774266366,0.9387461828633016,2658
5,Stubble,0.9967038539553753,0.997969027671998,0.9973360395788405,3939
6,Celery,0.9861660079051383,0.9814554650182635,0.983805097873539,3559
7,Grapes_untrained,0.6225538504857102,0.3930317305128433,0.4818568159529258,11251
8,Soil_vinyard_develop,0.9723765677091601,0.9906194404010998,0.9814132350584842,6183
9,Corn_senesced_green_weeds,0.923132183908046,0.7888275015346838,0.8507116848725588,3258
10,Lettuce_romaine_4wk,0.8384118190212373,0.8664122137404581,0.8521820741435946,1048
11,Lettuce_romaine_5wk,0.8858669256920836,0.9564761405348715,0.9198184568835098,1907
12,Lettuce_romaine_6wk,0.9214975845410628,0.8515625,0.8851508120649652,896
13,Lettuce_romaine_7wk,0.7490406753645433,0.9295238095238095,0.8295792605184871,1050
14,Vinyard_untrained,0.40779675865089793,0.6422461368653422,0.4988479879976424,7248
15,Vinyard_vertical_trellis,0.9645909645909646,0.8841634023503078,0.9226277372262773,1787
