epoch,train_loss,validation_OA,validation_AA,validation_Kappa,validation_Macro-F1
1,1.3801228088620674,0.7941991501939775,0.8041146749694636,0.7683607435419142,0.785803236960357
2,0.3562892194553736,0.9310918159985221,0.9561737391146596,0.9232450272139004,0.9568660898736552
3,0.16677277711690222,0.9438389063365971,0.9637849680236934,0.9372490541990496,0.9690836897783179
4,0.1004393555372623,0.9403288379826344,0.974209108658437,0.9338167243840123,0.972705612480331
5,0.11466417772212208,0.9501200812857935,0.9802400221823948,0.9446582178916959,0.9781164658069408
6,0.08034932813266428,0.9586181415111767,0.982768038549882,0.9540563903063695,0.9810979476943897
7,0.0655674731217088,0.9416220210604102,0.9777311902395666,0.9352926670043815,0.9750529140680753
8,0.1011239740356021,0.9695178274524293,0.9739466386128093,0.9660085834753789,0.9778495964617491
9,0.1050679611905319,0.9743210788841677,0.9855014809917231,0.9714380117427248,0.9850731162752062
10,0.05926285981471153,0.9822649177905043,0.9890661420541818,0.9802653345757378,0.9898424031811124
11,0.05745105479251255,0.9314612968778866,0.9500761695910553,0.9239326181470255,0.9372741715347085
12,0.10489433609549416,0.9833733604285978,0.9893780469906791,0.9814905641086548,0.9895146300742199
13,0.041370616594043126,0.9765379641603547,0.9863026193289459,0.973840913869931,0.9879373749675243
14,0.029968897269313215,0.9878071309809717,0.9919827008515587,0.9864257690090357,0.9927246176344271
15,0.025479705319364734,0.9874376501016072,0.9926758879634001,0.9860068852462631,0.9933771630453779
