dataset,model,shot,seed,OA,AA,Kappa,Macro-F1,Weighted-F1,best_epoch,train_time_seconds,test_time_seconds,trainable_parameters,train_size,validation_size,test_size
indian_pines,cnn1d,1,0,0.2197104897878247,0.25974320104379006,0.14780168312367492,0.13144580337412928,0.18521392523965463,40,0.9977061748504639,0.44707512855529785,7568,16,147,10086
indian_pines,cnn2d,1,0,0.5060479873091414,0.5966420130809498,0.44248132279857966,0.45196040060258147,0.5158148961259826,47,4.017510890960693,2.4450948238372803,28208,16,147,10086
indian_pines,cnn1d,1,1,0.26918500892325997,0.35419111092433697,0.19602023456894158,0.2681130433872237,0.28096186551396396,100,1.5678801536560059,0.43773984909057617,7568,16,147,10086
indian_pines,cnn2d,1,1,0.37418203450327187,0.5325242788794676,0.31913643731989627,0.3342811577157385,0.4028084220764817,57,4.547969102859497,2.4027931690216064,28208,16,147,10086
indian_pines,cnn1d,1,2,0.26640888360103115,0.2956211964915876,0.18434576074493647,0.1958249804259673,0.236323435976496,30,0.7556149959564209,0.44200611114501953,7568,16,147,10086
indian_pines,cnn2d,1,2,0.2942692841562562,0.5217195094570141,0.2361869516674756,0.29682206759408797,0.3045213448114626,31,2.984140157699585,2.4158411026000977,28208,16,147,10086
indian_pines,cnn1d,1,3,0.19611342454887964,0.30437459233342345,0.13123596172632845,0.19829921313280974,0.17630650175861617,58,1.2619588375091553,0.4303739070892334,7568,16,147,10086
indian_pines,cnn2d,1,3,0.3920285544318858,0.5914255577134339,0.3409950107829979,0.4069468199478819,0.37157775148116795,28,2.719904899597168,2.4257771968841553,28208,16,147,10086
indian_pines,cnn1d,1,4,0.1976006345429308,0.30769882619035954,0.12280856616691493,0.2011187590191935,0.1874618332722141,99,1.6610171794891357,0.416797399520874,7568,16,147,10086
indian_pines,cnn2d,1,4,0.33571286932381517,0.5328713604021535,0.2845960279465336,0.32093363546046527,0.3044286562883254,19,2.709508180618286,3.246904134750366,28208,16,147,10086
indian_pines,cnn1d,5,0,0.36123304070231443,0.3998064782371125,0.27194165239984214,0.24421875088035294,0.33126636241563984,71,3.2643656730651855,0.5306370258331299,7568,80,145,10024
indian_pines,cnn2d,5,0,0.6837589784517158,0.8009593725457157,0.6473632607487877,0.6384980956026753,0.7001209082184768,65,8.76928997039795,2.0630221366882324,28208,80,145,10024
indian_pines,cnn1d,5,1,0.33768954509177973,0.4177884343264511,0.2530325637164811,0.26875890335859004,0.326593075154133,60,2.0164520740509033,0.354583740234375,7568,80,145,10024
indian_pines,cnn2d,5,1,0.6408619313647247,0.7518842551974991,0.6009001732513777,0.5759340283236457,0.668905282585394,53,7.587301969528198,2.3823959827423096,28208,80,145,10024
indian_pines,cnn1d,5,2,0.35444932162809256,0.3725527360240163,0.27774291001624085,0.2611042998698606,0.31589420290932924,36,1.5567100048065186,0.4211430549621582,7568,80,145,10024
