epoch,train_loss,validation_OA,validation_AA,validation_Kappa,validation_Macro-F1
1,1.166399713564342,0.9368187696286717,0.9140956965576059,0.9297574655217024,0.9089880703659595
2,0.2783273658154192,0.9604655459079993,0.9731337803541105,0.9559720956657913,0.9759520187840782
3,0.15425744055820587,0.9506743026048402,0.9722758583016676,0.9449496006204406,0.974346633103055
4,0.13100717389640856,0.9665619804175134,0.9828689238840018,0.9628223211406225,0.9825083928352494
5,0.11097721774778098,0.9661924995381489,0.9813591697439823,0.9624096894134356,0.9810815456414941
6,0.10318495697739032,0.961758728985775,0.9785377991580906,0.9573569126446009,0.9801773572600346
7,0.09570096832399269,0.9671162017365601,0.9819379429353166,0.9633489232233673,0.9835106721597806
8,0.09164209876977683,0.9713652318492518,0.985565303531289,0.9681543385484005,0.9855277650945666
9,0.0792430097110575,0.9698873083317938,0.9841861341987941,0.9664538676853907,0.9854371644592558
10,0.07891152930189219,0.9702567892111583,0.9847598021152101,0.9668654413967376,0.9861090494140371
11,0.0822639070308085,0.971549972288934,0.9837871494016326,0.9683205484605898,0.9852470757061711
12,0.0746939974036467,0.9695178274524293,0.9837496934314034,0.966025914709296,0.9854938695373819
13,0.07347875201340878,0.973766857565121,0.9861116012043541,0.9707925502585252,0.9871836879880455
14,0.06764575485787123,0.9741363384444855,0.988057809786534,0.9712297426648505,0.9877705538773656
15,0.06688513378258203,0.9745058193238499,0.9865775312519907,0.9716204715530173,0.987490244603749
