dataset,shot,model,loss_type,seed,oa,aa,kappa,macro_f1,weighted_f1
indian_pines,5,Spectral QNN Gated Fusion,SupCon,0,0.7302474062250599,0.8323811241200705,0.6987081069828313,0.6596729226975901,0.7464563016276304
indian_pines,5,Spectral QNN Gated Fusion,SupCon,1,0.7149840383080607,0.8200980687224098,0.6813449624055599,0.6309207618797972,0.7149168954656364
indian_pines,5,Spectral QNN Gated Fusion,SupCon,2,0.7022146847565842,0.8167657275191622,0.6650366345540755,0.6188105280733806,0.6982438229697833
indian_pines,5,Spectral QNN Gated Fusion,SupCon,3,0.7127893056664006,0.8292449265463113,0.6792434300305753,0.6507672754230125,0.7359476587011572
indian_pines,5,Spectral QNN Gated Fusion,SupCon,4,0.7426177174780527,0.8288463645790036,0.7099808175412828,0.6418005021822712,0.7499311646000644
indian_pines,10,Spectral QNN Gated Fusion,SupCon,0,0.7792299185684126,0.8682868768988311,0.7526397574241184,0.6916477173003337,0.7903005634768404
indian_pines,10,Spectral QNN Gated Fusion,SupCon,1,0.7917965215642907,0.881295498071403,0.7661679840092523,0.7063450942118759,0.796709618522603
indian_pines,10,Spectral QNN Gated Fusion,SupCon,2,0.8438725243792098,0.9039820197152244,0.8234861474761146,0.7444772419553803,0.8544749911242434
indian_pines,10,Spectral QNN Gated Fusion,SupCon,3,0.8122046848295968,0.9037635613491118,0.7887923183996326,0.7435616300329638,0.8169051039611158
indian_pines,10,Spectral QNN Gated Fusion,SupCon,4,0.8264803458329144,0.8951158600197349,0.8037452045036134,0.7271495912542059,0.8311370566815837
