dataset,shot,model,loss_type,runs,oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std
indian_pines,5,Spectral QNN Gated Fusion,SupCon,5,0.7205706304868316,0.014201505591106754,0.8254672422973914,0.0059671687063568134,0.686862790302865,0.0157457096447163,0.6403943980512103,0.014400336467368222,0.7290991686728543,0.019674009078827992
indian_pines,10,Spectral QNN Gated Fusion,SupCon,5,0.8107167990348849,0.023235343233850743,0.8904887632108611,0.01383573735887769,0.7869662823625463,0.02541435308041146,0.7226362549509519,0.020789235792529566,0.8179054667532772,0.02334395201153694
