0,1,2,3,4,5,6,7,8
5645,0,132,456,0,0,0,378,0
1472,15176,8,1039,5,590,0,339,0
0,0,1542,0,0,0,0,512,25
206,11,139,2466,0,0,0,216,6
0,0,0,0,1323,0,0,0,2
0,151,0,0,0,4856,0,0,2
0,0,0,0,0,0,1310,0,0
104,0,8,25,5,0,0,3520,0
1,0,9,4,31,0,4,8,870
