model,runs,parameters_mean,time_seconds_mean,best_val_oa_mean,best_val_oa_std,best_val_aa_mean,best_val_aa_std,best_val_macro_f1_mean,best_val_macro_f1_std
embedding_mlp,3,9552.0,0.6961619853973389,0.9908943089430894,0.0012167991501703885,0.9938438153596175,0.0009380786384348761,0.9941157462799666,0.0007785957258518638
spectral_mlp_fusion,3,2772.0,0.7657826741536459,0.9889430894308943,0.0004599068495522264,0.9916574548504578,0.000597075777634452,0.9793996481421176,0.00027751503866070435
spectral_qnn_fusion,3,2596.0,35.17384624481201,0.9886178861788618,0.0004599068495522264,0.9915117672047703,0.000435831601184001,0.9791890940961955,0.00011801151927268815
embedding_linear,3,2320.0,0.45659788449605304,0.9882926829268293,0.000796582030173392,0.9910533434897607,0.0008248290943088535,0.9784669290570056,0.0006597471243007983
spectral_gated_qnn_fusion,3,3071.0,33.448001861572266,0.9876422764227643,0.0004599068495522264,0.9907258935537245,0.0005622972968758284,0.97814779088886,0.0007728203580468655
