run_id,model,seed,epoch,train_loss,train_accuracy,validation_loss,validation_OA,validation_AA,validation_Kappa,validation_Macro-F1,validation_Weighted-F1
embedding_linear_seed0,embedding_linear,0,1,0.4926874626544304,0.908203125,0.08892839101756492,0.9814634146341463,0.8202401455212961,0.9788579722542775,0.8247712980460014,0.9783069723759682
embedding_linear_seed0,embedding_linear,0,2,0.033994439072557725,0.99609375,0.057582524208033954,0.9863414634146341,0.9291780825842331,0.98442611030438,0.9275767646871098,0.9854297960384684
embedding_linear_seed0,embedding_linear,0,3,0.015721182709967252,1.0,0.04537462049141163,0.9882926829268293,0.9914353212847982,0.9866542250770366,0.9785729854821784,0.9883870262349499
embedding_linear_seed0,embedding_linear,0,4,0.009604386828868883,1.0,0.04011711932537032,0.9892682926829268,0.9920796511817054,0.9877683371881604,0.9790263631686676,0.9893651893727139
embedding_linear_seed0,embedding_linear,0,5,0.006647602782322792,1.0,0.036732522161086884,0.9892682926829268,0.9920796511817054,0.9877683371881604,0.9790263631686676,0.9893651893727139
embedding_linear_seed0,embedding_linear,0,6,0.005002302186767338,1.0,0.034705306331558924,0.9892682926829268,0.9920796511817054,0.9877683371881604,0.9790263631686676,0.9893651893727139
embedding_linear_seed0,embedding_linear,0,7,0.003892779044690542,1.0,0.0336342148419197,0.9892682926829268,0.9920796511817054,0.9877706191157968,0.9787450086078864,0.9893849489372272
embedding_linear_seed0,embedding_linear,0,8,0.0031373849687952315,1.0,0.03207449499971983,0.9892682926829268,0.9920796511817054,0.9877706191157968,0.9787450086078864,0.9893849489372272
embedding_linear_seed0,embedding_linear,0,9,0.002549431960687798,1.0,0.0312307148776585,0.9892682926829268,0.9920796511817054,0.9877706191157968,0.9787450086078864,0.9893849489372272
embedding_mlp_seed0,embedding_mlp,0,1,0.5492905495339073,0.89453125,0.06612146202611123,0.9824390243902439,0.8220046445224151,0.9799705148609009,0.827518737177397,0.9792920450798431
embedding_mlp_seed0,embedding_mlp,0,2,0.04163917062760447,0.9931640625,0.04774916503794219,0.9824390243902439,0.8492183780166481,0.9799618569330889,0.8544079781494837,0.9799651023497314
embedding_mlp_seed0,embedding_mlp,0,3,0.01723526802561537,0.9970703125,0.0410677919211434,0.9873170731707317,0.9768614118868226,0.9855430340207941,0.9822772628487949,0.9873119032749672
embedding_mlp_seed0,embedding_mlp,0,4,0.01015709958073785,0.9990234375,0.03847400793882382,0.9863414634146341,0.9905399986565822,0.9844279017275805,0.9781695741277412,0.9864503647203692
embedding_mlp_seed0,embedding_mlp,0,5,0.006217600738636975,1.0,0.04274637052597671,0.9863414634146341,0.9911977520930082,0.9844246227719613,0.9908863192228875,0.9863667387833494
embedding_mlp_seed0,embedding_mlp,0,6,0.003980091828793775,1.0,0.03948223197321612,0.9873170731707317,0.9918420819899154,0.985539472627551,0.9913414666249416,0.9873440363670519
embedding_mlp_seed0,embedding_mlp,0,7,0.00591330822328473,0.998046875,0.02966588324088129,0.9882926829268293,0.9918853495440774,0.9866506909081437,0.9916544496574262,0.9882973602068122
embedding_mlp_seed0,embedding_mlp,0,8,0.0022061456163555704,1.0,0.03941661943418539,0.9882926829268293,0.9923832595514539,0.9866548187496542,0.9924953549570232,0.988332167877369
embedding_mlp_seed0,embedding_mlp,0,9,0.002084390020002047,1.0,0.03842132923186532,0.984390243902439,0.9893080299564485,0.9821894778910604,0.9898278766897254,0.9843813528604842
embedding_mlp_seed0,embedding_mlp,0,10,0.0018145469829278227,1.0,0.03675813980030908,0.9882926829268293,0.9920971840307318,0.9866518208869702,0.991595016320682,0.9883137093497858
embedding_mlp_seed0,embedding_mlp,0,11,0.0013461033907731235,1.0,0.03449815203764291,0.9892682926829268,0.9932394239350155,0.987767633864397,0.9931709165723979,0.9893085782897005
embedding_mlp_seed0,embedding_mlp,0,12,0.001452977228865393,1.0,0.033684703402115435,0.9882926829268293,0.991824549140889,0.9866578586839442,0.9796287374481893,0.9884263194135656
spectral_mlp_fusion_seed0,spectral_mlp_fusion,0,1,0.48447550198761746,0.9033203125,0.08607911730684885,0.9824390243902439,0.894583244610755,0.9799686664343249,0.9030233908800681,0.9811498359228897
spectral_mlp_fusion_seed0,spectral_mlp_fusion,0,2,0.03088488483626861,0.998046875,0.054812404920415184,0.984390243902439,0.9125573092366053,0.9822015586659417,0.9176111576911729,0.9838889516980888
spectral_mlp_fusion_seed0,spectral_mlp_fusion,0,3,0.015134588240471203,0.9990234375,0.04428663361181573,0.9882926829268293,0.9914353212847982,0.9866542250770366,0.9785729854821784,0.9883870262349499
spectral_mlp_fusion_seed0,spectral_mlp_fusion,0,4,0.009009315464936662,1.0,0.039173628652422895,0.9873170731707317,0.9906823092366053,0.9855424536490521,0.9776644442393048,0.987406644464562
spectral_mlp_fusion_seed0,spectral_mlp_fusion,0,5,0.006161686655104859,1.0,0.035767328828209786,0.9892682926829268,0.9920796511817054,0.9877683371881604,0.9790263631686676,0.9893651893727139
spectral_mlp_fusion_seed0,spectral_mlp_fusion,0,6,0.004624802848411491,1.0,0.03410032520343254,0.9892682926829268,0.9920796511817054,0.9877683371881604,0.9790263631686676,0.9893651893727139
spectral_mlp_fusion_seed0,spectral_mlp_fusion,0,7,0.003738847071872442,1.0,0.032300144381730296,0.9892682926829268,0.9920796511817054,0.9877683371881604,0.9790263631686676,0.9893651893727139
spectral_mlp_fusion_seed0,spectral_mlp_fusion,0,8,0.0028003979296045145,1.0,0.031405069925254436,0.9882926829268293,0.9913266391335125,0.9866567152521338,0.978117821925794,0.9883848076023262
spectral_mlp_fusion_seed0,spectral_mlp_fusion,0,9,0.002274529841088224,1.0,0.030635580368022004,0.9892682926829268,0.9920796511817054,0.9877683371881604,0.9790263631686676,0.9893651893727139
spectral_mlp_fusion_seed0,spectral_mlp_fusion,0,10,0.0019052415145779378,1.0,0.02978456018333573,0.9892682926829268,0.9920796511817054,0.9877683371881604,0.9790263631686676,0.9893651893727139
spectral_qnn_fusion_seed0,spectral_qnn_fusion,0,1,0.5212293323711492,0.8935546875,0.09307056441539671,0.9785365853658536,0.8178566693539926,0.9755133509246289,0.8225231188193658,0.9753712014952254
spectral_qnn_fusion_seed0,spectral_qnn_fusion,0,2,0.037213339121080935,0.99609375,0.057862390521459466,0.9834146341463414,0.9120216614909837,0.981082586317146,0.9176044444279321,0.9829036809697725
spectral_qnn_fusion_seed0,spectral_qnn_fusion,0,3,0.016817066869407427,0.9990234375,0.045810032170720216,0.9863414634146341,0.975165991387891,0.9844258567678064,0.9688743399986497,0.9863730304583792
spectral_qnn_fusion_seed0,spectral_qnn_fusion,0,4,0.010170610847126227,1.0,0.04038527421289828,0.9863414634146341,0.975165991387891,0.9844258567678064,0.9688743399986497,0.9863730304583792
spectral_qnn_fusion_seed0,spectral_qnn_fusion,0,5,0.007020132976322202,1.0,0.03726588628822711,0.9882926829268293,0.9914353212847982,0.9866542250770366,0.9785729854821784,0.9883870262349499
spectral_qnn_fusion_seed0,spectral_qnn_fusion,0,6,0.005103939896798693,1.0,0.03521403233543402,0.9873170731707317,0.990790991387891,0.9855397550928278,0.9781167301334868,0.9874056891935528
spectral_qnn_fusion_seed0,spectral_qnn_fusion,0,7,0.003928955484298058,1.0,0.03329146978831509,0.9892682926829268,0.9920796511817054,0.9877683371881604,0.9790263631686676,0.9893651893727139
spectral_qnn_fusion_seed0,spectral_qnn_fusion,0,8,0.0031604176856490085,1.0,0.032314172748294546,0.9882926829268293,0.9914353212847982,0.9866542250770366,0.9785729854821784,0.9883870262349499
spectral_qnn_fusion_seed0,spectral_qnn_fusion,0,9,0.002620076358653023,1.0,0.031197459672509534,0.9882926829268293,0.9914353212847982,0.9866542250770366,0.9785729854821784,0.9883870262349499
spectral_qnn_fusion_seed0,spectral_qnn_fusion,0,10,0.0021757804543085513,1.0,0.030642615897217538,0.9892682926829268,0.9920796511817054,0.9877683371881604,0.9790263631686676,0.9893651893727139
spectral_qnn_fusion_seed0,spectral_qnn_fusion,0,11,0.0018453716347721638,1.0,0.02965844921336123,0.9892682926829268,0.9920796511817054,0.9877683371881604,0.9790263631686676,0.9893651893727139
spectral_qnn_fusion_seed0,spectral_qnn_fusion,0,12,0.0016091794923340785,1.0,0.029217040496310447,0.9892682926829268,0.9920796511817054,0.9877683371881604,0.9790263631686676,0.9893651893727139
spectral_gated_qnn_fusion_seed0,spectral_gated_qnn_fusion,0,1,0.4950253563874867,0.90234375,0.09319093685324599,0.975609756097561,0.8004925230835963,0.9721736883083882,0.7952377965630641,0.971356935617892
spectral_gated_qnn_fusion_seed0,spectral_gated_qnn_fusion,0,2,0.036120535325608216,0.9970703125,0.05933693332643044,0.9853658536585366,0.9135530825842331,0.9833120052620097,0.91833749205498,0.9844018576586135
spectral_gated_qnn_fusion_seed0,spectral_gated_qnn_fusion,0,3,0.01644892130570952,0.9990234375,0.04691634746949847,0.9873170731707317,0.9906823092366053,0.9855424536490521,0.9776644442393048,0.987406644464562
spectral_gated_qnn_fusion_seed0,spectral_gated_qnn_fusion,0,4,0.009819729126320453,1.0,0.04163263131205629,0.9873170731707317,0.9906823092366053,0.9855424536490521,0.9776644442393048,0.987406644464562
spectral_gated_qnn_fusion_seed0,spectral_gated_qnn_fusion,0,5,0.0067150251525163185,1.0,0.03831384363606936,0.9873170731707317,0.9906823092366053,0.9855424536490521,0.9776644442393048,0.987406644464562
spectral_gated_qnn_fusion_seed0,spectral_gated_qnn_fusion,0,6,0.005018821257181116,1.0,0.035877069120363494,0.9873170731707317,0.9906823092366053,0.9855424536490521,0.9776644442393048,0.987406644464562
spectral_gated_qnn_fusion_seed0,spectral_gated_qnn_fusion,0,7,0.0038945630676607834,1.0,0.0344152009355404,0.9873170731707317,0.9906823092366053,0.9855424536490521,0.9776644442393048,0.987406644464562
