dataset,model,shot,seed,epoch,residual_scale,residual_warmup_factor,train_loss,train_ce_loss,train_supcon_loss,train_gate_confidence_penalty,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,spectral_qnn_confguard_gated_supcon,10,0,12,1.0,1.0,0.3531627357006073,0.22734353840351104,0.5434805691242218,0.3424615442752838,0.975,0.2691218495368958,0.925,0.9249999999999999,0.92,0.9208375104427735,0.9208375104427736
salinas,spectral_qnn_confguard_gated_supcon,10,0,13,1.0,1.0,0.304823437333107,0.19707058668136596,0.4514958307147026,0.34907365441322324,0.975,0.2404853507876396,0.925,0.9249999999999999,0.92,0.9244465329991645,0.9244465329991647
salinas,spectral_qnn_confguard_gated_supcon,10,0,14,1.0,1.0,0.294437350332737,0.1755598746240139,0.5063843727111816,0.35201185941696167,0.96875,0.2259970348328352,0.925,0.925,0.92,0.9243373585478848,0.9243373585478848
salinas,spectral_qnn_confguard_gated_supcon,10,0,15,1.0,1.0,0.2617477536201477,0.15470393747091293,0.4469036519527435,0.35326178669929503,0.975,0.21074946448206902,0.93125,0.9312499999999999,0.9266666666666666,0.931077694235589,0.931077694235589
salinas,spectral_qnn_confguard_gated_supcon,10,0,16,1.0,1.0,0.26046914160251616,0.1417435348033905,0.5054707989096642,0.3526288717985153,0.96875,0.20252837464213372,0.93125,0.9312499999999999,0.9266666666666666,0.931077694235589,0.931077694235589
salinas,spectral_qnn_confguard_gated_supcon,10,0,17,1.0,1.0,0.25287502110004423,0.12890805006027223,0.5320694163441658,0.35106184184551237,0.975,0.20245967097580433,0.91875,0.91875,0.9133333333333333,0.9171361908607836,0.9171361908607836
salinas,spectral_qnn_confguard_gated_supcon,10,0,18,1.0,1.0,0.22748794555664062,0.11432511284947396,0.47891212850809095,0.3476081401109695,0.98125,0.1879392523318529,0.93125,0.9312499999999999,0.9266666666666666,0.931077694235589,0.931077694235589
salinas,spectral_qnn_confguard_gated_supcon,10,0,19,1.0,1.0,0.24182658046483993,0.10674328058958053,0.58958241045475,0.3433364063501358,0.98125,0.18297243416309356,0.93125,0.9312499999999999,0.9266666666666666,0.931077694235589,0.931077694235589
salinas,spectral_qnn_confguard_gated_supcon,10,0,20,1.0,1.0,0.24195535182952882,0.09948240220546722,0.628261610865593,0.3364124923944473,0.98125,0.1825340846553445,0.925,0.925,0.92,0.9243373585478848,0.9243373585478848
salinas,spectral_qnn_confguard_gated_supcon,10,0,21,1.0,1.0,0.2407529756426811,0.0888384860008955,0.6770626932382584,0.33003892600536344,0.98125,0.17211899887770415,0.93125,0.9312499999999999,0.9266666666666666,0.931077694235589,0.931077694235589
salinas,spectral_qnn_confguard_gated_supcon,10,0,22,1.0,1.0,0.185026104003191,0.08085824251174926,0.440088502317667,0.32300318479537965,0.99375,0.17220290675759314,0.925,0.925,0.92,0.9249686716791979,0.9249686716791979
salinas,spectral_qnn_confguard_gated_supcon,10,0,23,1.0,1.0,0.19423893243074417,0.07707631476223469,0.5069441691040992,0.31547568142414095,0.99375,0.17994703762233258,0.93125,0.9312499999999999,0.9266666666666666,0.9299239146459499,0.9299239146459499
salinas,spectral_qnn_confguard_gated_supcon,10,0,24,1.0,1.0,0.16857608258724213,0.06769687756896019,0.4277816668152809,0.306457382440567,0.9875,0.16898013949394225,0.93125,0.9312499999999999,0.9266666666666666,0.931077694235589,0.931077694235589
salinas,spectral_qnn_confguard_gated_supcon,10,0,25,1.0,1.0,0.1590411864221096,0.06252231784164905,0.40851924419403074,0.296300345659256,0.99375,0.16996625773608684,0.93125,0.9312499999999999,0.9266666666666666,0.931077694235589,0.931077694235589
