dataset,model,shot,seed,epoch,residual_scale,residual_warmup_factor,train_loss,train_ce_loss,train_supcon_loss,train_gate_confidence_penalty,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,spectral_qnn_confguard_gated_supcon,10,0,1,1.0,1.0,3.0371933221817016,2.9244919300079344,0.545375406742096,0.07252625077962875,0.09375,2.564589524269104,0.1875,0.1875,0.1333333333333333,0.10962086939417781,0.10962086939417781
salinas,spectral_qnn_confguard_gated_supcon,10,0,2,1.0,1.0,2.4327929973602296,2.3236836552619935,0.5266920238733291,0.07541876658797264,0.26875,2.036672532558441,0.4,0.4,0.36,0.32427721277154514,0.3242772127715451
salinas,spectral_qnn_confguard_gated_supcon,10,0,3,1.0,1.0,1.9553314208984376,1.8262449026107788,0.6220048189163208,0.09371126890182495,0.51875,1.5937678217887878,0.74375,0.74375,0.7266666666666667,0.6835219430328126,0.6835219430328126
salinas,spectral_qnn_confguard_gated_supcon,10,0,4,1.0,1.0,1.5165011048316956,1.4085771203041078,0.5086935997009278,0.12370549887418747,0.76875,1.2322367906570435,0.84375,0.84375,0.8333333333333334,0.8064449917898194,0.8064449917898194
salinas,spectral_qnn_confguard_gated_supcon,10,0,5,1.0,1.0,1.1760506093502046,1.077574038505554,0.45223639607429506,0.1605858787894249,0.86875,0.9433061897754669,0.875,0.875,0.8666666666666667,0.849978724978725,0.849978724978725
salinas,spectral_qnn_confguard_gated_supcon,10,0,6,1.0,1.0,0.9543386042118073,0.8176632523536682,0.6336031526327133,0.19909405708312988,0.8875,0.7279509902000427,0.9125,0.9125,0.9066666666666666,0.9103768318921771,0.9103768318921771
salinas,spectral_qnn_confguard_gated_supcon,10,0,7,1.0,1.0,0.7329116642475129,0.6267005145549774,0.47225462943315505,0.23520437479019166,0.925,0.5715884000062943,0.91875,0.91875,0.9133333333333333,0.9121561917614549,0.9121561917614549
salinas,spectral_qnn_confguard_gated_supcon,10,0,8,1.0,1.0,0.5966412544250488,0.4861785680055618,0.4854219600558281,0.2675656735897064,0.95625,0.46155041754245757,0.93125,0.9312499999999999,0.9266666666666666,0.9287541771094402,0.9287541771094403
salinas,spectral_qnn_confguard_gated_supcon,10,0,9,1.0,1.0,0.482346373796463,0.383328852057457,0.4211745969951153,0.29565209746360777,0.96875,0.38593274652957915,0.925,0.9249999999999999,0.92,0.9244465329991645,0.9244465329991647
salinas,spectral_qnn_confguard_gated_supcon,10,0,10,1.0,1.0,0.4616669863462448,0.3167267233133316,0.6456276923418045,0.3162944853305817,0.96875,0.33273630440235136,0.925,0.9249999999999999,0.92,0.9244465329991645,0.9244465329991647
salinas,spectral_qnn_confguard_gated_supcon,10,0,11,1.0,1.0,0.37633691132068636,0.2641685098409653,0.47766610607504845,0.3327034741640091,0.9625,0.2906049557030201,0.925,0.9249999999999999,0.92,0.9244465329991645,0.9244465329991647
