dataset,model,shot,seed,epoch,train_loss,train_ce_loss,train_metric_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,spectral_qnn_multiproto,10,3,1,2.720089483261108,2.708394742012024,0.058473768085241316,0.15625,2.3700363874435424,0.2625,0.2625,0.21333333333333337,0.2228924093148231,0.2228924093148231
salinas,spectral_qnn_multiproto,10,3,2,2.13235741853714,2.1209540486335756,0.05701677966862917,0.36875,1.8541096329689026,0.55625,0.5562499999999999,0.5266666666666666,0.4787612468639999,0.4787612468639999
salinas,spectral_qnn_multiproto,10,3,3,1.6394846558570861,1.6284241676330566,0.05530242957174778,0.74375,1.3956244587898254,0.86875,0.86875,0.86,0.8575419759916327,0.857541975991633
salinas,spectral_qnn_multiproto,10,3,4,1.2020865678787231,1.1913369834423064,0.05374795710667968,0.96875,1.025539267063141,0.925,0.9249999999999999,0.92,0.923976040645091,0.9239760406450909
salinas,spectral_qnn_multiproto,10,3,5,0.866052895784378,0.8556801557540894,0.05186370350420475,1.0,0.7454711735248566,0.9625,0.9625,0.96,0.9624060150375939,0.9624060150375939
salinas,spectral_qnn_multiproto,10,3,6,0.6203979343175888,0.6103563398122788,0.05020796051248908,0.98125,0.5533965617418289,0.95625,0.95625,0.9533333333333334,0.956203007518797,0.9562030075187969
salinas,spectral_qnn_multiproto,10,3,7,0.45180092453956605,0.44205900430679324,0.04870957303792238,0.99375,0.4235685721039772,0.975,0.975,0.9733333333333334,0.9748424090529353,0.9748424090529355
salinas,spectral_qnn_multiproto,10,3,8,0.3407231390476227,0.33126838207244874,0.04727379158139229,1.0,0.33966742753982543,0.975,0.975,0.9733333333333334,0.9745527501618496,0.9745527501618497
salinas,spectral_qnn_multiproto,10,3,9,0.26636150628328326,0.25722983926534654,0.045658334624022245,1.0,0.2847301237285137,0.975,0.975,0.9733333333333334,0.9745527501618496,0.9745527501618497
salinas,spectral_qnn_multiproto,10,3,10,0.21836905926465988,0.20951821506023408,0.044254213012754916,1.0,0.24651944115757943,0.98125,0.98125,0.98,0.9811080732133364,0.9811080732133363
salinas,spectral_qnn_multiproto,10,3,11,0.18425169587135315,0.17571899741888047,0.04266349873505533,0.99375,0.22032595574855804,0.96875,0.96875,0.9666666666666667,0.968734335839599,0.9687343358395989
salinas,spectral_qnn_multiproto,10,3,12,0.1575457438826561,0.14928440749645233,0.04130668963771313,1.0,0.2015435140579939,0.98125,0.98125,0.98,0.9811080732133364,0.9811080732133363
salinas,spectral_qnn_multiproto,10,3,13,0.13866586685180665,0.13061993643641473,0.04022965952754021,1.0,0.18673368021845818,0.98125,0.98125,0.98,0.9811080732133364,0.9811080732133363
salinas,spectral_qnn_multiproto,10,3,14,0.12346874885261058,0.11571572870016097,0.038765101414173844,1.0,0.17530431784689426,0.98125,0.98125,0.98,0.9811080732133364,0.9811080732133363
salinas,spectral_qnn_multiproto,10,3,15,0.11225407905876636,0.10478177182376384,0.037361535243690014,1.0,0.1666163206100464,0.9625,0.9625,0.96,0.9624060150375939,0.9624060150375939
salinas,spectral_qnn_multiproto,10,3,16,0.10134179182350636,0.09411176703870297,0.036150126298889515,1.0,0.1595049833878875,0.975,0.975,0.9733333333333334,0.974937343358396,0.9749373433583959
salinas,spectral_qnn_multiproto,10,3,17,0.09257820285856724,0.08556600771844387,0.035060974024236205,1.0,0.1538990678265691,0.98125,0.98125,0.98,0.9811080732133364,0.9811080732133363
salinas,spectral_qnn_multiproto,10,3,18,0.08638185486197472,0.07960079051554203,0.03390532871708274,1.0,0.14891280177980662,0.98125,0.98125,0.98,0.9811080732133364,0.9811080732133363
salinas,spectral_qnn_multiproto,10,3,19,0.07917711399495601,0.07266784571111203,0.03254634430631995,1.0,0.14465614296495916,0.98125,0.98125,0.98,0.9811080732133364,0.9811080732133363
salinas,spectral_qnn_multiproto,10,3,20,0.07396743670105935,0.06767061650753022,0.03148410101421177,1.0,0.14141299519687892,0.975,0.975,0.9733333333333334,0.974937343358396,0.9749373433583959
