dataset,model,shot,seed,epoch,train_loss,train_ce_loss,train_metric_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,spectral_qnn_multiproto,10,0,1,2.5307661056518556,2.4957669258117674,0.1749958261847496,0.20625,2.1735050082206726,0.33125,0.33125,0.2866666666666666,0.23171353735869865,0.23171353735869865
salinas,spectral_qnn_multiproto,10,0,2,1.9962832927703857,1.9646347165107727,0.15824299901723862,0.3875,1.7043134570121765,0.525,0.5249999999999999,0.4933333333333333,0.4466252121302872,0.4466252121302873
salinas,spectral_qnn_multiproto,10,0,3,1.5508573055267334,1.5228495240211486,0.14003893062472345,0.6375,1.3236234426498412,0.78125,0.78125,0.7666666666666666,0.7328659027958226,0.7328659027958228
salinas,spectral_qnn_multiproto,10,0,4,1.1866111874580383,1.1615471184253692,0.12532034367322922,0.85,1.013847029209137,0.8875,0.8875,0.88,0.869731863720067,0.869731863720067
salinas,spectral_qnn_multiproto,10,0,5,0.9036629974842072,0.8799499332904815,0.11856527198106051,0.90625,0.7707164764404297,0.90625,0.90625,0.9,0.8948820915926179,0.8948820915926179
salinas,spectral_qnn_multiproto,10,0,6,0.6822991728782654,0.6598948001861572,0.11202185740694404,0.9125,0.5864052712917328,0.93125,0.93125,0.9266666666666666,0.919329573934837,0.9193295739348372
salinas,spectral_qnn_multiproto,10,0,7,0.5206185907125473,0.4991400152444839,0.10739288851618767,0.93125,0.4646264463663101,0.94375,0.9437500000000001,0.94,0.938789280894544,0.9387892808945442
salinas,spectral_qnn_multiproto,10,0,8,0.42375231385231016,0.40307663679122924,0.10337838232517242,0.90625,0.3843605399131775,0.925,0.925,0.92,0.9044059011164274,0.9044059011164274
salinas,spectral_qnn_multiproto,10,0,9,0.3496227741241455,0.3293929070234299,0.10114934593439102,0.95625,0.32772326618433,0.95625,0.95625,0.9533333333333334,0.9525255446308079,0.9525255446308079
salinas,spectral_qnn_multiproto,10,0,10,0.299019056558609,0.2791862294077873,0.09916412848979235,0.94375,0.289571812748909,0.94375,0.9437500000000001,0.94,0.9342105263157895,0.9342105263157896
salinas,spectral_qnn_multiproto,10,0,11,0.2647072285413742,0.2452690437436104,0.09719092957675457,0.96875,0.2584876574575901,0.9375,0.9375,0.9333333333333333,0.93734335839599,0.9373433583959901
salinas,spectral_qnn_multiproto,10,0,12,0.2370793730020523,0.21800441890954972,0.09537474773824214,0.96875,0.23560073524713515,0.93125,0.93125,0.9266666666666666,0.931234335839599,0.931234335839599
salinas,spectral_qnn_multiproto,10,0,13,0.21744826138019563,0.19867615923285484,0.09386050924658776,0.96875,0.2183768220245838,0.94375,0.9437500000000001,0.94,0.9432292853345485,0.9432292853345485
salinas,spectral_qnn_multiproto,10,0,14,0.19852234423160553,0.18020483553409578,0.0915875437669456,0.975,0.20423512831330298,0.95,0.95,0.9466666666666667,0.9489773025915171,0.9489773025915171
salinas,spectral_qnn_multiproto,10,0,15,0.184470134973526,0.16662070602178575,0.08924715779721737,0.9625,0.19129943400621413,0.9375,0.9375,0.9333333333333333,0.93734335839599,0.9373433583959901
salinas,spectral_qnn_multiproto,10,0,16,0.17194341719150544,0.15457606986165046,0.08683673422783614,0.96875,0.18238120079040526,0.95,0.95,0.9466666666666667,0.9438767859820492,0.943876785982049
salinas,spectral_qnn_multiproto,10,0,17,0.16026705428957938,0.1435984916985035,0.08334282403811813,0.98125,0.1731100533157587,0.9375,0.9375,0.9333333333333333,0.93734335839599,0.9373433583959901
salinas,spectral_qnn_multiproto,10,0,18,0.14978709071874619,0.13397878520190715,0.07904152628034353,0.98125,0.166006276383996,0.94375,0.9437500000000001,0.94,0.9437343358395991,0.9437343358395991
salinas,spectral_qnn_multiproto,10,0,19,0.13926746547222138,0.12445720508694649,0.07405129913240671,0.98125,0.15983763337135315,0.94375,0.9437500000000001,0.94,0.9432292853345485,0.9432292853345485
