dataset,model,shot,seed,epoch,train_loss,train_ce_loss,train_metric_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
pavia_university,spectral_qnn_multiproto,10,0,1,2.311052868101332,2.3094181060791015,0.00817385015802251,0.022222222222222223,2.0632368935479057,0.12222222222222222,0.12222222222222223,0.012499999999999956,0.11715842636895268,0.11715842636895268
pavia_university,spectral_qnn_multiproto,10,0,2,1.8807136721081203,1.8794238249460855,0.006449230744813879,0.3888888888888889,1.7196784734725952,0.5555555555555556,0.5555555555555556,0.5,0.5033481522573818,0.5033481522573818
pavia_university,spectral_qnn_multiproto,10,0,3,1.5127768569522433,1.5116222381591797,0.005773071266917719,0.7666666666666667,1.4232182025909423,0.7555555555555555,0.7555555555555555,0.725,0.7196883659888998,0.7196883659889
pavia_university,spectral_qnn_multiproto,10,0,4,1.1922762658860948,1.1911880864037407,0.005440914941330751,0.9777777777777777,1.1736818181143867,0.8333333333333334,0.8333333333333334,0.8125,0.8270353089575058,0.8270353089575058
pavia_university,spectral_qnn_multiproto,10,0,5,0.9208976613150702,0.919841910733117,0.005278732591412134,1.0,0.9652290370729234,0.8666666666666667,0.8666666666666667,0.85,0.8615552094216787,0.8615552094216786
pavia_university,spectral_qnn_multiproto,10,0,6,0.6996924373838637,0.6986946582794189,0.004988923089371787,1.0,0.8008006082640754,0.8777777777777778,0.8777777777777778,0.8625,0.8725210772502916,0.8725210772502916
pavia_university,spectral_qnn_multiproto,10,0,7,0.5278482185469733,0.5269077830844455,0.004702145241511365,1.0,0.6772104422251384,0.8888888888888888,0.8888888888888888,0.875,0.8869785171463279,0.8869785171463279
pavia_university,spectral_qnn_multiproto,10,0,8,0.4001045869456397,0.3992368638515472,0.004338589460692472,1.0,0.5852115922504001,0.8888888888888888,0.8888888888888888,0.875,0.8869785171463279,0.8869785171463279
pavia_university,spectral_qnn_multiproto,10,0,9,0.3056722978750865,0.3048612316449483,0.004055369340090288,1.0,0.5161436160405477,0.9,0.8999999999999999,0.8875,0.9004394570778561,0.9004394570778561
pavia_university,spectral_qnn_multiproto,10,0,10,0.2392145643631617,0.2384704225593143,0.003720710343784756,1.0,0.46308107905917695,0.9,0.8999999999999999,0.8875,0.9004394570778561,0.9004394570778561
pavia_university,spectral_qnn_multiproto,10,0,11,0.19021497699949477,0.18951073421372308,0.003521194456455608,1.0,0.42391182449128895,0.9,0.8999999999999999,0.8875,0.9004394570778561,0.9004394570778561
pavia_university,spectral_qnn_multiproto,10,0,12,0.15534970462322234,0.1547036263677809,0.0032304025824285215,1.0,0.39494238562054107,0.9,0.8999999999999999,0.8875,0.9004394570778561,0.9004394570778561
pavia_university,spectral_qnn_multiproto,10,0,13,0.13002936393022538,0.1294358965423372,0.0029673458465064566,1.0,0.37427461412217883,0.9,0.8999999999999999,0.8875,0.9004394570778561,0.9004394570778561
pavia_university,spectral_qnn_multiproto,10,0,14,0.1110470238659117,0.1104947374926673,0.0027614289765349694,1.0,0.35774580968750846,0.9,0.8999999999999999,0.8875,0.9004394570778561,0.9004394570778561
pavia_university,spectral_qnn_multiproto,10,0,15,0.09610836903254191,0.09558342860804664,0.0026246982186825737,1.0,0.3458143386575911,0.9,0.8999999999999999,0.8875,0.9004394570778561,0.9004394570778561
pavia_university,spectral_qnn_multiproto,10,0,16,0.08462745497624079,0.08413177033265432,0.002478425102567093,1.0,0.33618745141559175,0.9,0.8999999999999999,0.8875,0.9004394570778561,0.9004394570778561
pavia_university,spectral_qnn_multiproto,10,0,17,0.07526356064611012,0.07479441778527365,0.0023457146249711513,1.0,0.3291075170040131,0.9,0.8999999999999999,0.8875,0.9004394570778561,0.9004394570778561
pavia_university,spectral_qnn_multiproto,10,0,18,0.06740351849132115,0.0669589021967517,0.002223083563148975,1.0,0.32225396633148196,0.9,0.8999999999999999,0.8875,0.9004394570778561,0.9004394570778561
pavia_university,spectral_qnn_multiproto,10,0,19,0.06087096888158056,0.06044857311579916,0.002111984476343625,1.0,0.31734843452771505,0.9,0.8999999999999999,0.8875,0.9004394570778561,0.9004394570778561
