dataset,model,shot,seed,epoch,train_loss,train_ce_loss,train_metric_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,spectral_qnn_multiproto,10,2,1,2.7366913557052612,2.7262751340866087,0.05208103782497346,0.25,2.4056848764419554,0.38125,0.38125,0.33999999999999997,0.31709171455938695,0.31709171455938695
salinas,spectral_qnn_multiproto,10,2,2,2.1606470108032227,2.1507270336151123,0.049599962588399646,0.49375,1.9043177604675292,0.575,0.575,0.5466666666666666,0.5136369191396366,0.5136369191396365
salinas,spectral_qnn_multiproto,10,2,3,1.6789925217628479,1.6692847728729248,0.048538708686828615,0.61875,1.4786013841629029,0.6625,0.6625,0.64,0.605917809042809,0.605917809042809
salinas,spectral_qnn_multiproto,10,2,4,1.2789590060710907,1.2695302963256836,0.047143575409427284,0.7,1.1321072936058045,0.7625,0.7625,0.7466666666666666,0.7458551997251687,0.7458551997251688
salinas,spectral_qnn_multiproto,10,2,5,0.9527458131313324,0.9435386955738068,0.04603556264191866,0.83125,0.8614542007446289,0.8375,0.8374999999999999,0.8266666666666667,0.8329749563302196,0.8329749563302196
salinas,spectral_qnn_multiproto,10,2,6,0.7095606863498688,0.7006067246198654,0.04476981344632804,0.85,0.6546866327524186,0.8625,0.8625,0.8533333333333333,0.8579322358927621,0.8579322358927624
salinas,spectral_qnn_multiproto,10,2,7,0.5247821033000946,0.5161159664392472,0.043330716877244414,0.88125,0.5102623254060745,0.875,0.875,0.8666666666666667,0.8716457755350944,0.8716457755350945
salinas,spectral_qnn_multiproto,10,2,8,0.40729241371154784,0.39886887073516847,0.04211770454421639,0.93125,0.40817616134881973,0.90625,0.90625,0.9,0.898421052631579,0.898421052631579
salinas,spectral_qnn_multiproto,10,2,9,0.3191054180264473,0.3108915686607361,0.041069266060367225,0.9375,0.34027149975299836,0.90625,0.90625,0.9,0.9021964599410252,0.9021964599410252
salinas,spectral_qnn_multiproto,10,2,10,0.2604640170931816,0.2524051383137703,0.04029441166203469,0.95,0.2902091547846794,0.925,0.925,0.92,0.9186152882205514,0.9186152882205514
salinas,spectral_qnn_multiproto,10,2,11,0.22188599407672882,0.21401478871703147,0.03935600072145462,0.975,0.25577599480748175,0.9375,0.9375,0.9333333333333333,0.9359349800526271,0.9359349800526271
salinas,spectral_qnn_multiproto,10,2,12,0.19188667759299277,0.18419442027807237,0.03846129165031016,0.98125,0.2291776642203331,0.95,0.95,0.9466666666666667,0.9489697394109159,0.9489697394109158
salinas,spectral_qnn_multiproto,10,2,13,0.16946789175271987,0.16195055469870567,0.037586677726358174,0.98125,0.21087580770254136,0.94375,0.94375,0.94,0.9375161875161875,0.9375161875161876
salinas,spectral_qnn_multiproto,10,2,14,0.15134279280900956,0.14397088885307313,0.036859522294253114,0.975,0.19304689913988113,0.94375,0.94375,0.94,0.9375161875161875,0.9375161875161876
salinas,spectral_qnn_multiproto,10,2,15,0.1371305428445339,0.12987860590219497,0.036259682336822155,0.9875,0.17650422565639018,0.95625,0.95625,0.9533333333333334,0.954040404040404,0.954040404040404
salinas,spectral_qnn_multiproto,10,2,16,0.12410662733018399,0.11703550145030021,0.03535563165787607,0.9875,0.16467296555638314,0.95625,0.95625,0.9533333333333334,0.954040404040404,0.954040404040404
salinas,spectral_qnn_multiproto,10,2,17,0.11281145960092545,0.10592378452420234,0.03443837929517031,0.99375,0.1539574794471264,0.96875,0.96875,0.9666666666666667,0.968192151695988,0.968192151695988
salinas,spectral_qnn_multiproto,10,2,18,0.10262848362326622,0.09591402113437653,0.03357230741530657,0.99375,0.14494562856853008,0.975,0.975,0.9733333333333334,0.9747474747474747,0.9747474747474747
salinas,spectral_qnn_multiproto,10,2,19,0.0943705316632986,0.08779478780925273,0.03287871810607612,0.99375,0.1388413768261671,0.95625,0.95625,0.9533333333333334,0.954040404040404,0.954040404040404
salinas,spectral_qnn_multiproto,10,2,20,0.08659510128200054,0.08022567853331566,0.03184710768982768,0.99375,0.13118121325969695,0.9625,0.9625,0.96,0.9613320707070707,0.9613320707070707
salinas,spectral_qnn_multiproto,10,2,21,0.08025094121694565,0.07402747683227062,0.031117322389036417,1.0,0.12512862905859948,0.975,0.975,0.9733333333333334,0.9747474747474747,0.9747474747474747
salinas,spectral_qnn_multiproto,10,2,22,0.07355955913662911,0.06755616851150989,0.030016956105828285,1.0,0.11883810944855214,0.975,0.975,0.9733333333333334,0.9747474747474747,0.9747474747474747
salinas,spectral_qnn_multiproto,10,2,23,0.06860225014388562,0.06273496262729168,0.02933643707074225,1.0,0.11545715667307377,0.975,0.975,0.9733333333333334,0.9747474747474747,0.9747474747474747
salinas,spectral_qnn_multiproto,10,2,24,0.06411470919847488,0.0585596140474081,0.027775475289672613,1.0,0.11120109893381595,0.975,0.975,0.9733333333333334,0.9747474747474747,0.9747474747474747
salinas,spectral_qnn_multiproto,10,2,25,0.060635507106781006,0.05521531570702791,0.027100955322384834,1.0,0.10581980012357235,0.96875,0.96875,0.9666666666666667,0.9684818105870737,0.9684818105870736
salinas,spectral_qnn_multiproto,10,2,26,0.05417156647890806,0.0491880152374506,0.024917754251509903,1.0,0.10520845260471105,0.96875,0.96875,0.9666666666666667,0.9684818105870737,0.9684818105870736
salinas,spectral_qnn_multiproto,10,2,27,0.05027074459940195,0.045886045321822166,0.021923498064279557,1.0,0.1037209203466773,0.9625,0.9625,0.96,0.9619264875355871,0.9619264875355871
salinas,spectral_qnn_multiproto,10,2,28,0.04618456643074751,0.042165002413094045,0.020097815617918968,1.0,0.0993035551160574,0.9625,0.9625,0.96,0.9619264875355871,0.9619264875355871
