dataset,model,shot,seed,epoch,train_loss,train_ce_loss,train_metric_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,spectral_qnn_multiproto,10,4,1,2.664532279968262,2.6406428813934326,0.11944714114069939,0.20625,2.3109297275543215,0.29375,0.29374999999999996,0.2466666666666667,0.23504406299724973,0.23504406299724973
salinas,spectral_qnn_multiproto,10,4,2,2.1148766040802003,2.092331922054291,0.1127233237028122,0.375,1.8081927061080934,0.49375,0.49375,0.45999999999999996,0.43974358974358974,0.4397435897435897
salinas,spectral_qnn_multiproto,10,4,3,1.6265449166297912,1.6052493453025818,0.1064778745174408,0.53125,1.3834368348121644,0.675,0.675,0.6533333333333333,0.6346761671175647,0.6346761671175647
salinas,spectral_qnn_multiproto,10,4,4,1.2238827705383302,1.2036638021469117,0.10109484703280032,0.8375,1.0433237552642822,0.8875,0.8875,0.88,0.8654313479777875,0.8654313479777876
salinas,spectral_qnn_multiproto,10,4,5,0.9161836802959442,0.8967808246612549,0.0970143061131239,0.95625,0.783603647351265,0.9625,0.9624999999999999,0.96,0.9621031746031746,0.9621031746031745
salinas,spectral_qnn_multiproto,10,4,6,0.6831204295158386,0.6647214829921723,0.09199476428329945,0.9625,0.5977351158857346,0.95,0.95,0.9466666666666667,0.9480406746031746,0.9480406746031745
salinas,spectral_qnn_multiproto,10,4,7,0.5159444332122802,0.49853804111480715,0.08703192733228207,0.975,0.46486034244298935,0.95,0.95,0.9466666666666667,0.9480406746031746,0.9480406746031745
salinas,spectral_qnn_multiproto,10,4,8,0.39573122262954713,0.3793415129184723,0.08194856215268373,0.975,0.37262575775384904,0.95,0.95,0.9466666666666667,0.9480406746031746,0.9480406746031745
salinas,spectral_qnn_multiproto,10,4,9,0.31640147268772123,0.30084952116012575,0.07775975875556469,0.98125,0.3085619583725929,0.95,0.95,0.9466666666666667,0.9480406746031746,0.9480406746031745
salinas,spectral_qnn_multiproto,10,4,10,0.2588177889585495,0.24404310584068298,0.07387341503053904,0.98125,0.2640825048089027,0.95,0.95,0.9466666666666667,0.9491387637504208,0.9491387637504207
salinas,spectral_qnn_multiproto,10,4,11,0.21783885806798936,0.20385275185108184,0.06993050947785377,0.98125,0.23350070640444756,0.95,0.95,0.9466666666666667,0.9491387637504208,0.9491387637504207
salinas,spectral_qnn_multiproto,10,4,12,0.18864552155137063,0.17520703002810478,0.0671924694441259,0.98125,0.21008797138929367,0.95,0.95,0.9466666666666667,0.9491387637504208,0.9491387637504207
salinas,spectral_qnn_multiproto,10,4,13,0.1667972594499588,0.15387355908751488,0.06461850330233573,0.98125,0.19299894198775291,0.95,0.95,0.9466666666666667,0.9491387637504208,0.9491387637504207
salinas,spectral_qnn_multiproto,10,4,14,0.1486920341849327,0.13630651980638503,0.061927575059235095,0.98125,0.18104730285704135,0.95,0.95,0.9466666666666667,0.9491387637504208,0.9491387637504207
salinas,spectral_qnn_multiproto,10,4,15,0.13518344946205615,0.12325227446854115,0.05965589052066207,0.98125,0.171108765527606,0.95,0.95,0.9466666666666667,0.9491387637504208,0.9491387637504207
