dataset,model,shot,seed,OA,AA,Kappa,Macro-F1,Weighted-F1,best_epoch,train_time_seconds,test_time_seconds,trainable_parameters,train_size,validation_size,test_size
indian_pines,cnn1d,1,0,0.2197104897878247,0.25974320104379006,0.14780168312367492,0.13144580337412928,0.18521392523965463,40,0.8278429508209229,0.3871490955352783,7568,16,147,10086
indian_pines,cnn2d,1,0,0.5060479873091414,0.5966420130809498,0.44248132279857966,0.45196040060258147,0.5158148961259826,47,3.4555020332336426,2.090034008026123,28208,16,147,10086
indian_pines,cnn3d,1,0,0.2949633154868134,0.3037056439016788,0.2249450740831499,0.22028901722373945,0.2400895005331344,78,22.79224395751953,9.94468092918396,4016,16,147,10086
indian_pines,cnn1d,1,1,0.26918500892325997,0.35419111092433697,0.19602023456894158,0.2681130433872237,0.28096186551396396,100,1.1817469596862793,0.32611870765686035,7568,16,147,10086
indian_pines,cnn2d,1,1,0.37418203450327187,0.5325242788794676,0.31913643731989627,0.3342811577157385,0.4028084220764817,57,3.2746119499206543,1.8673291206359863,28208,16,147,10086
indian_pines,cnn3d,1,1,0.10311322625421376,0.07916637100262211,0.01223267460710531,0.02126764606771961,0.03133322011281661,2,4.3104729652404785,9.719043970108032,4016,16,147,10086
indian_pines,cnn1d,1,2,0.26640888360103115,0.2956211964915876,0.18434576074493647,0.1958249804259673,0.236323435976496,30,0.5597589015960693,0.33161377906799316,7568,16,147,10086
indian_pines,cnn2d,1,2,0.2942692841562562,0.5217195094570141,0.2361869516674756,0.29682206759408797,0.3045213448114626,31,2.202181816101074,1.8547840118408203,28208,16,147,10086
indian_pines,cnn3d,1,2,0.25342058298631764,0.07957419935365753,0.08773065174214523,0.05293969706377259,0.13717703019504346,21,8.511076927185059,9.787184238433838,4016,16,147,10086
indian_pines,cnn1d,1,3,0.19611342454887964,0.30437459233342345,0.13123596172632845,0.19829921313280974,0.17630650175861617,58,0.9008541107177734,0.3189401626586914,7568,16,147,10086
indian_pines,cnn2d,1,3,0.3920285544318858,0.5914255577134339,0.3409950107829979,0.4069468199478819,0.37157775148116795,28,2.0527498722076416,1.9186069965362549,28208,16,147,10086
indian_pines,cnn3d,1,3,0.36605195320245887,0.3119088533629001,0.29006900301719574,0.2292868010620493,0.2808099937983941,43,13.531202793121338,9.360846042633057,4016,16,147,10086
indian_pines,cnn1d,1,4,0.1976006345429308,0.30769882619035954,0.12280856616691493,0.2011187590191935,0.1874618332722141,99,1.171496868133545,0.3273959159851074,7568,16,147,10086
indian_pines,cnn2d,1,4,0.33571286932381517,0.5328713604021535,0.2845960279465336,0.32093363546046527,0.3044286562883254,19,1.6856238842010498,1.9165711402893066,28208,16,147,10086
indian_pines,cnn3d,1,4,0.21435653380924052,0.2405631826880502,0.13992544370645577,0.14426931537024973,0.12688568589594965,54,14.767024993896484,9.736942052841187,4016,16,147,10086
indian_pines,cnn1d,5,0,0.36123304070231443,0.3998064782371125,0.27194165239984214,0.24421875088035294,0.33126636241563984,71,1.8978097438812256,0.3203749656677246,7568,80,145,10024
indian_pines,cnn2d,5,0,0.6837589784517158,0.8009593725457157,0.6473632607487877,0.6384980956026753,0.7001209082184768,65,7.057072877883911,1.9534227848052979,28208,80,145,10024
indian_pines,cnn3d,5,0,0.416999201915403,0.2552199500039678,0.33376403817749667,0.21022556589949043,0.36961920700181744,44,28.799984216690063,10.146999835968018,4016,80,145,10024
indian_pines,cnn1d,5,1,0.33768954509177973,0.4177884343264511,0.2530325637164811,0.26875890335859004,0.326593075154133,60,1.6597740650177002,0.3290700912475586,7568,80,145,10024
indian_pines,cnn2d,5,1,0.6408619313647247,0.7518842551974991,0.6009001732513777,0.5759340283236457,0.668905282585394,53,5.930100917816162,1.9117698669433594,28208,80,145,10024
indian_pines,cnn3d,5,1,0.19912210694333599,0.18294449849407046,0.14540834398900215,0.11878259572570936,0.1352869439095744,48,30.71822690963745,10.148385047912598,4016,80,145,10024
indian_pines,cnn1d,5,2,0.35444932162809256,0.3725527360240163,0.27774291001624085,0.2611042998698606,0.31589420290932924,36,1.1468417644500732,0.32277894020080566,7568,80,145,10024
indian_pines,cnn2d,5,2,0.5960694333599361,0.7224625240187722,0.5496929438875595,0.5330876150150788,0.6144157642151314,33,4.338917016983032,1.9331650733947754,28208,80,145,10024
indian_pines,cnn3d,5,2,0.3953511572226656,0.3713902550641137,0.2911710312312289,0.25515701685189934,0.29012612752449357,72,41.94659996032715,9.432025909423828,4016,80,145,10024
indian_pines,cnn1d,5,3,0.26266959297685555,0.39266991426719844,0.20119865188536923,0.22739288232567872,0.21499397705409834,49,1.4375879764556885,0.3539597988128662,7568,80,145,10024
indian_pines,cnn2d,5,3,0.6413607342378292,0.7621667432581846,0.5952359884123104,0.580205392462851,0.6421193989219006,64,7.0570831298828125,1.9294888973236084,28208,80,145,10024
indian_pines,cnn3d,5,3,0.16031524341580208,0.11646374318828268,0.060584636030860284,0.1028607173665606,0.13505404287269598,10,12.055464029312134,9.726921081542969,4016,80,145,10024
indian_pines,cnn1d,5,4,0.30536711891460494,0.4098620287158515,0.22365184456608778,0.28779382935842224,0.2992909980528608,90,2.0900001525878906,0.3314499855041504,7568,80,145,10024
indian_pines,cnn2d,5,4,0.6426576217079011,0.7745124972867753,0.6002018789682206,0.6096818832648829,0.6570395015605821,92,8.494161128997803,1.9212679862976074,28208,80,145,10024
indian_pines,cnn3d,5,4,0.26975259377494015,0.32353642651684933,0.19481331803191038,0.19846038388756992,0.18531301946114903,82,49.462916135787964,10.808796882629395,4016,80,145,10024
indian_pines,cnn1d,10,0,0.36000804262591735,0.4477955967845031,0.28307596682268055,0.31118633325177836,0.3642312504990993,53,2.8754379749298096,0.40060997009277344,7568,160,142,9947
indian_pines,cnn2d,10,0,0.6913642304212325,0.8226213460463769,0.6552094515227873,0.6448187645875217,0.6964693289444046,39,8.83642292022705,2.1683828830718994,28208,160,142,9947
indian_pines,cnn3d,10,0,0.3951945310143762,0.4286433711243387,0.333135655248469,0.32324235482673047,0.3207084569593023,55,64.81260800361633,10.808969020843506,4016,160,142,9947
indian_pines,cnn1d,10,1,0.4215341308937368,0.49289128456530673,0.3384138782932946,0.35970213477055624,0.41284224859060675,61,3.137728691101074,0.3845181465148926,7568,160,142,9947
indian_pines,cnn2d,10,1,0.7445460942997889,0.8219261265002743,0.7123478507683372,0.6686660545456276,0.7490632558522254,78,14.96902871131897,2.1586697101593018,28208,160,142,9947
indian_pines,cnn3d,10,1,0.1900070372976777,0.2119014946210952,0.12581652644273444,0.1285879766456597,0.128903570224901,17,30.741238117218018,10.884873151779175,4016,160,142,9947
indian_pines,cnn1d,10,2,0.4271639690358902,0.518410037116801,0.35180325232838106,0.3891451417125806,0.4378824214994616,98,4.081366062164307,0.4855377674102783,7568,160,142,9947
indian_pines,cnn2d,10,2,0.7964210314667739,0.871885849903047,0.7705566420077049,0.7041871291287336,0.8062985908073426,80,15.424785852432251,2.244487762451172,28208,160,142,9947
indian_pines,cnn3d,10,2,0.34995476022921485,0.3363231735465815,0.2345275454475788,0.19622188577652602,0.22803985809060218,48,59.5410680770874,10.93681788444519,4016,160,142,9947
indian_pines,cnn1d,10,3,0.2944606413994169,0.4353749252505571,0.2322762475172826,0.29197026571896145,0.2570330106902048,49,2.612558126449585,0.37561964988708496,7568,160,142,9947
indian_pines,cnn2d,10,3,0.721121946315472,0.8251479478988389,0.6843588010406455,0.6712854409111921,0.7249316704007547,69,14.258270978927612,2.145062208175659,28208,160,142,9947
indian_pines,cnn3d,10,3,0.2698300995274957,0.2708403054705964,0.187156402429845,0.14412521574168535,0.1587351485259793,27,40.36365294456482,11.286761045455933,4016,160,142,9947
indian_pines,cnn1d,10,4,0.32582688247712877,0.4593786457438058,0.25602126602451636,0.30015328907884326,0.32342165226197933,73,3.8229422569274902,0.40627598762512207,7568,160,142,9947
indian_pines,cnn2d,10,4,0.741228511108877,0.8259358955461878,0.7080538244325074,0.6669780418819967,0.747830865162103,43,9.907256126403809,2.3890600204467773,28208,160,142,9947
indian_pines,cnn3d,10,4,0.2685231728159244,0.26645485305631017,0.1998570553646123,0.16404106297610122,0.18156179767825856,54,64.67938899993896,10.014344930648804,4016,160,142,9947
pavia_university,cnn1d,1,0,0.5219907678609087,0.6596601635837336,0.4301452431203353,0.5458854234294209,0.5321868256028939,67,0.9429807662963867,1.501204013824463,7113,9,90,42677
pavia_university,cnn2d,1,0,0.5164139934859526,0.5192387299391406,0.41713381489296764,0.4497762367926478,0.5564911816304978,20,0.9825091361999512,8.389456272125244,27753,9,90,42677
pavia_university,cnn3d,1,0,0.1533612953112918,0.26566691151704835,0.07817795792604687,0.15491536895025626,0.06809693729000896,5,3.5337328910827637,41.26453185081482,3897,9,90,42677
pavia_university,cnn1d,1,1,0.24336293553904914,0.4712678761581167,0.1752229663868411,0.312707328831537,0.1592452009197341,18,0.3187720775604248,1.6896717548370361,7113,9,90,42677
pavia_university,cnn2d,1,1,0.5394943412142372,0.546857724889804,0.4435446852759527,0.4806232738084641,0.5594668518936183,29,1.4238767623901367,8.593294858932495,27753,9,90,42677
pavia_university,cnn3d,1,1,0.07720786372050518,0.26360235124602943,0.054272310566324866,0.12491360232980685,0.04436915403237671,6,3.623029947280884,42.36461687088013,3897,9,90,42677
pavia_university,cnn1d,1,2,0.4222649202146355,0.5779734252634664,0.3230069730395311,0.4631976075199553,0.4269705398201634,73,0.7978861331939697,1.611199140548706,7113,9,90,42677
pavia_university,cnn2d,1,2,0.4093071209316494,0.5021914964887215,0.3314299738814389,0.4484385959432775,0.43138444049270447,33,1.348973274230957,8.382728099822998,27753,9,90,42677
pavia_university,cnn3d,1,2,0.09124352695831478,0.1811594202898551,0.022176757246384793,0.09669297486945297,0.032695195784332526,24,6.472985029220581,40.86982178688049,3897,9,90,42677
pavia_university,cnn1d,1,3,0.4440096539119432,0.5585849026163173,0.35028967967904256,0.4349643531317457,0.4240156681208359,77,0.7970430850982666,1.5343289375305176,7113,9,90,42677
pavia_university,cnn2d,1,3,0.3394099866438597,0.5169336470703111,0.2718406270105972,0.41515890600926647,0.34996317216133205,18,1.068796157836914,8.704607009887695,27753,9,90,42677
pavia_university,cnn3d,1,3,0.36363849380228225,0.46475806420952487,0.243609200517106,0.38466938894661823,0.3690828920973528,96,14.50418210029602,40.71944499015808,3897,9,90,42677
pavia_university,cnn1d,1,4,0.424983011926799,0.5384442369076353,0.32371217983846434,0.46401779265464527,0.43409065534663616,91,0.8972511291503906,1.653883934020996,7113,9,90,42677
pavia_university,cnn2d,1,4,0.5456334793917098,0.5401550739133564,0.42779646932464244,0.4890382783346294,0.5506546729486109,27,1.340451955795288,8.271195888519287,27753,9,90,42677
