class_id,class_name,precision,recall,f1,support
0,Brocoli_green_weeds_1,0.9974924774322969,1.0,0.9987446648255084,1989
1,Brocoli_green_weeds_2,0.9997302400863232,1.0,0.9998651018481047,3706
2,Fallow,0.9928934010152284,1.0,0.9964340295466123,1956
3,Fallow_rough_plow,0.9025032938076416,0.9970887918486172,0.9474412171507607,1374
4,Fallow_smooth,0.9984615384615385,0.9766741911211437,0.9874476987447699,2658
5,Stubble,0.9979731441601216,1.0,0.9989855440020289,3939
6,Celery,1.0,0.9980331553807249,0.9990156096189003,3559
7,Grapes_untrained,0.8354170234629217,0.8671229224068971,0.8509747481355489,11251
8,Soil_vinyard_develop,0.9926151870284154,1.0,0.9962939091202062,6183
9,Corn_senesced_green_weeds,0.9800124921923797,0.9631675874769797,0.9715170278637771,3258
10,Lettuce_romaine_4wk,0.9501359927470535,1.0,0.9744304974430498,1048
11,Lettuce_romaine_5wk,0.9806586513329848,0.983744100681699,0.9821989528795811,1907
12,Lettuce_romaine_6wk,0.9855072463768116,0.8348214285714286,0.9039274924471299,896
13,Lettuce_romaine_7wk,0.8844856661045531,0.9990476190476191,0.9382826475849732,1050
14,Vinyard_untrained,0.7891421715656869,0.7259933774834437,0.7562517964932451,7248
15,Vinyard_vertical_trellis,1.0,0.9977616116396195,0.9988795518207283,1787
