dataset,model,shot,seed,OA,AA,Kappa,Macro-F1,Weighted-F1,best_epoch,train_time_seconds,test_time_seconds,trainable_parameters,encoder_feature_dim,spectral_dim,train_size,validation_size,test_size
indian_pines,hybridsn_small_spectral_qnn_gated_fusion,5,0,0.7314445331205107,0.8330113591543933,0.6999606045942242,0.6638491280381735,0.7467995562418273,20,12.602243185043335,16.105958223342896,2100,32,30,80,145,10024
indian_pines,hybridsn_small_spectral_qnn_gated_fusion,5,1,0.7150837988826816,0.8212099924307483,0.681596176041404,0.6310335207087306,0.7152269835400211,11,8.750072002410889,16.18404793739319,2100,32,30,80,145,10024
indian_pines,hybridsn_small_spectral_qnn_gated_fusion,5,2,0.6998204309656824,0.8146259055484919,0.6623935010061468,0.6158257646642564,0.6954387137720252,31,16.94852924346924,16.1458842754364,2100,32,30,80,145,10024
indian_pines,hybridsn_small_spectral_qnn_gated_fusion,5,3,0.7121907422186752,0.8290138859807066,0.6786233301879006,0.6494148344241496,0.7354810602309846,24,14.108482837677002,16.16957998275757,2100,32,30,80,145,10024
indian_pines,hybridsn_small_spectral_qnn_gated_fusion,5,4,0.7413208300079809,0.8253816908400016,0.7084989059049551,0.6421871646206652,0.7467631301856335,18,11.813962936401367,16.153790950775146,2100,32,30,80,145,10024
