shot,HybridSN-small OA,Spectral Gated QNN OA,Delta OA,HybridSN-small Macro-F1,Spectral Gated QNN Macro-F1,Delta Macro-F1,runs
5,72.01915403032721,71.9972067039106,-0.021947326416604795,63.80526208226654,64.0462082491195,0.24094616685296222,5
