dataset,shot,model,loss_type,runs,oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std
pavia_university,10,spectral_qnn_residualsafe_gated_supcon,SupCon,5,0.8447037280495822,0.01813254164071128,0.8719033706083756,0.015132264379123126,0.801145059459812,0.02205385133151747,0.8339376918379731,0.013329621722521246,0.8533662169592571,0.015954365969638236
salinas,10,spectral_qnn_residualsafe_gated_supcon,SupCon,5,0.9231950045531419,0.036244138417223876,0.9634745546907693,0.0125809268266331,0.9147837275761752,0.03991199128326908,0.9560091525329897,0.01542877237125116,0.923238015105324,0.036720647032841766
