dataset,shot,model,runs,baseline_oa,residualsafe_oa,delta_vs_hybridsn_oa,original_supcon_oa,delta_vs_original_supcon_oa,baseline_macro_f1,residualsafe_macro_f1,delta_vs_hybridsn_macro_f1,original_supcon_macro_f1,delta_vs_original_supcon_macro_f1,baseline_weighted_f1,residualsafe_weighted_f1,delta_vs_hybridsn_weighted_f1,original_supcon_weighted_f1,delta_vs_original_supcon_weighted_f1
pavia_university,10,Spectral QNN ResidualSafe + SupCon,5,0.8226171471499673,0.8447037280495822,0.022086580899614905,0.8634942248098414,-0.018790496760259234,0.7919759979075065,0.8339376918379731,0.04196169393046656,0.8659014474382245,-0.03196375560025144,0.8280320844234927,0.8533662169592571,0.02533413253576433,0.8703268492575861,-0.016960632298329004
salinas,10,Spectral QNN ResidualSafe + SupCon,5,0.9360181382296642,0.923195004553142,-0.012823133676522214,0.9171365384972774,0.006058466055864575,0.9544178031872306,0.9560091525329896,0.0015913493457589967,0.9570421598439282,-0.0010330073109385829,0.9361657175974398,0.923238015105324,-0.012927702492115833,0.9160136019262256,0.007224413179098388
