dataset,shot,runs,hybridsn_OA_mean,prototype_OA_mean,standard_supcon_OA_mean,reupload_supcon_OA_mean,reupload_supcon_OA_std,reupload_delta_vs_hybridsn_OA,reupload_delta_vs_standard_supcon_OA,hybridsn_AA_mean,prototype_AA_mean,standard_supcon_AA_mean,reupload_supcon_AA_mean,reupload_supcon_AA_std,reupload_delta_vs_hybridsn_AA,reupload_delta_vs_standard_supcon_AA,hybridsn_Kappa_mean,prototype_Kappa_mean,standard_supcon_Kappa_mean,reupload_supcon_Kappa_mean,reupload_supcon_Kappa_std,reupload_delta_vs_hybridsn_Kappa,reupload_delta_vs_standard_supcon_Kappa,hybridsn_Macro-F1_mean,prototype_Macro-F1_mean,standard_supcon_Macro-F1_mean,reupload_supcon_Macro-F1_mean,reupload_supcon_Macro-F1_std,reupload_delta_vs_hybridsn_Macro-F1,reupload_delta_vs_standard_supcon_Macro-F1,hybridsn_Weighted-F1_mean,prototype_Weighted-F1_mean,standard_supcon_Weighted-F1_mean,reupload_supcon_Weighted-F1_mean,reupload_supcon_Weighted-F1_std,reupload_delta_vs_hybridsn_Weighted-F1,reupload_delta_vs_standard_supcon_Weighted-F1
salinas,10,5,0.9360181382296642,0.9072162649370924,0.9171365384972774,0.9134234050065976,0.029518046494642625,-0.0225947332230666,-0.0037131334906798097,0.960621720870644,0.9556304504454868,0.9620631932086958,0.9620615797918033,0.013836378763504034,0.001439858921159276,-1.6134168925319159e-06,0.9287979533636976,0.8964679135823209,0.9076858484533828,0.9036533380272793,0.03300957381859078,-0.02514461533641832,-0.0040325104261035305,0.9544178031872306,0.949634146206311,0.9570421598439282,0.9569525324351238,0.01385231554040094,0.0025347292478932193,-8.962740880436026e-05,0.9361657175974398,0.9028969710237348,0.9160136019262256,0.9132451259399741,0.030593312650750965,-0.02292059165746574,-0.0027684759862515174
pavia_university,10,5,0.8226171471499673,0.8631514696215608,0.8634942248098414,0.8699877922809653,0.020293721800036607,0.04737064513099809,0.006493567471123951,0.8431025908179974,0.8947981710982639,0.9018780899259596,0.9098393043547786,0.013536116763811699,0.06673671353678112,0.007961214428818919,0.7731450494776053,0.8248031953705162,0.8251005830810758,0.8332398400773613,0.02522900616475312,0.060094790599755976,0.008139256996285482,0.7919759979075065,0.8612717948590678,0.8659014474382245,0.8718663117446124,0.010747341459431247,0.07989031383710588,0.005964864306387874,0.8280320844234927,0.8693467732141817,0.8703268492575861,0.8770500288856615,0.01881009225179778,0.04901794446216878,0.0067231796280754486
