epoch,train_loss,validation_OA,validation_AA,validation_Kappa,validation_Macro-F1
1,2.3308351635932922,0.42048780487804877,0.19330103859366335,0.28052665661440424,0.14305664090531556
2,1.9092584252357483,0.4751219512195122,0.22741589633865808,0.35526149644338656,0.18793486584311614
3,1.732953131198883,0.5073170731707317,0.2550398965027145,0.39918285385968066,0.20711585436975533
4,1.6227288842201233,0.5092682926829268,0.25672540776656483,0.40068722051153294,0.20944149366752712
5,1.5366566181182861,0.5151219512195122,0.25976688683544114,0.4076942484980891,0.21379230964641904
6,1.4776427745819092,0.5239024390243903,0.2640643750615008,0.4197155190715448,0.21845307950818404
7,1.4191504120826721,0.5365853658536586,0.27202377797887556,0.4365987750109642,0.22266150689192438
8,1.382192701101303,0.5697560975609756,0.3189074532766749,0.47799380556113713,0.2926189515308443
9,1.330353170633316,0.5736585365853658,0.3236428327458633,0.4828497900457316,0.2995156240401747
10,1.2925220131874084,0.5804878048780487,0.331427718990571,0.49250940426418766,0.30600265254158626
11,1.2513784170150757,0.5814634146341463,0.3366989572717014,0.492880900099642,0.3143024170874432
12,1.2312461733818054,0.5853658536585366,0.3495289614803452,0.49868406364827955,0.3326958420194421
13,1.1889629364013672,0.5902439024390244,0.3983082169474914,0.5059401940891854,0.37489710006509913
14,1.1782199442386627,0.6,0.4139166335892911,0.5163129987212938,0.3907542570498611
15,1.1391547918319702,0.5960975609756097,0.420234878606622,0.5260396189999643,0.39227802071572226
16,1.113314151763916,0.6068292682926829,0.4263635750346084,0.5322523114203699,0.40553440049981737
17,1.0841177552938461,0.615609756097561,0.4389906803987904,0.5504926382525923,0.41161296179761836
18,1.067829579114914,0.6195121951219512,0.4381197862155396,0.5503571834306482,0.42274041444700716
19,1.0407681167125702,0.624390243902439,0.4538242631559992,0.5622704588991788,0.4205213952788537
20,1.0233768224716187,0.6341463414634146,0.4574153633286676,0.5710890293640122,0.4376408898312536
21,1.00762477517128,0.6253658536585366,0.47799002541531943,0.5650458657808455,0.4642211056309675
22,0.9847375452518463,0.6429268292682927,0.4654030057792635,0.580016792611251,0.44914340063123803
23,0.9522798210382462,0.6390243902439025,0.4651200724190121,0.578737957792709,0.450036032543092
24,0.9253728091716766,0.6624390243902439,0.4953806913809798,0.6070634404468165,0.4710928781403813
25,0.8959671258926392,0.6575609756097561,0.5000196074324997,0.6025411295775022,0.4838939952327912
26,0.863521158695221,0.6848780487804879,0.5227110369039352,0.6342424014777237,0.5098035708126258
27,0.8568075895309448,0.6829268292682927,0.5337764844593009,0.6360967947023339,0.5152355198799585
28,0.8513938784599304,0.697560975609756,0.5523471703380421,0.6523831039043586,0.5593612314602104
29,0.8277644664049149,0.6770731707317074,0.5584681652406586,0.6317791597477724,0.545213602903136
30,0.8158465027809143,0.6907317073170731,0.5605396310246232,0.6431736542070752,0.5616505500875959
