class_id,class_name,precision,recall,f1,support
0,Alfalfa,1.0,0.8918918918918919,0.9428571428571428,37
1,Corn-notill,0.9876868953386104,0.9833625218914186,0.9855199648968846,1142
2,Corn-mintill,0.9924698795180723,0.9924698795180723,0.9924698795180723,664
3,Corn,0.9946236559139785,0.9788359788359788,0.9866666666666667,189
4,Grass-pasture,0.9947780678851175,0.9844961240310077,0.9896103896103896,387
5,Grass-trees,0.9663299663299664,0.9828767123287672,0.9745331069609507,584
6,Grass-pasture-mowed,0.9565217391304348,1.0,0.9777777777777777,22
7,Hay-windrowed,1.0,1.0,1.0,382
8,Oats,0.8181818181818182,0.5625,0.6666666666666666,16
9,Soybean-notill,0.9844357976653697,0.9755784061696658,0.9799870884441575,778
10,Soybean-mintill,0.99591211037302,0.9918575063613232,0.9938806731259562,1965
11,Soybean-clean,0.9648760330578512,0.9831578947368421,0.9739311783107404,475
12,Wheat,1.0,0.975609756097561,0.9876543209876543,164
13,Woods,0.98635477582846,1.0,0.9931305201177625,1012
14,Buildings-Grass-Trees-Drives,0.9716088328075709,1.0,0.9856,308
15,Stone-Steel-Towers,1.0,0.96,0.9795918367346939,75
