dataset,model,shot,seed,OA,AA,Kappa,Macro-F1,Weighted-F1,best_epoch,train_time_seconds,test_time_seconds,trainable_parameters,train_size,validation_size,test_size,source_result_dir
indian_pines,cnn3d,5,1,0.1991221069433359,0.1829444984940704,0.1454083439890021,0.1187825957257093,0.1352869439095744,48,30.71822690963745,10.148385047912598,4016.0,80,145,10024,result/other_cnn_baselines_fewshot_3datasets
indian_pines,cnn3d,5,2,0.3953511572226656,0.3713902550641137,0.2911710312312289,0.2551570168518993,0.2901261275244935,72,41.94659996032715,9.432025909423828,4016.0,80,145,10024,result/other_cnn_baselines_fewshot_3datasets
indian_pines,cnn3d,5,3,0.160315243415802,0.1164637431882826,0.0605846360308602,0.1028607173665606,0.1350540428726959,10,12.055464029312134,9.726921081542969,4016.0,80,145,10024,result/other_cnn_baselines_fewshot_3datasets
indian_pines,cnn3d,5,4,0.2697525937749401,0.3235364265168493,0.1948133180319103,0.1984603838875699,0.185313019461149,82,49.46291613578797,10.808796882629396,4016.0,80,145,10024,result/other_cnn_baselines_fewshot_3datasets
indian_pines,knn,5,0,0.3751995211492418,0.4955970614831774,0.3051083271848972,0.3237873103883192,0.384748112249721,0,0.0006752014160156,0.0072481632232666,,80,145,10024,result/other_traditional_baselines_fewshot_3datasets
indian_pines,knn,5,1,0.3942537909018356,0.4935465231813812,0.3178679279894119,0.3633940630483402,0.4041104286764502,0,0.0004711151123046,0.0064868927001953,,80,145,10024,result/other_traditional_baselines_fewshot_3datasets
indian_pines,knn,5,2,0.3761971268954509,0.4756801572227679,0.2994834389212567,0.3418772148654358,0.3948662077691044,0,0.0004699230194091,0.0068161487579345,,80,145,10024,result/other_traditional_baselines_fewshot_3datasets
indian_pines,knn,5,3,0.3413806863527533,0.4844623845341071,0.2659383572087177,0.3287285559850009,0.3477129150521465,0,0.0004487037658691,0.0061371326446533,,80,145,10024,result/other_traditional_baselines_fewshot_3datasets
indian_pines,knn,5,4,0.3632282521947326,0.4952982488060172,0.2928745423972729,0.3620100574016506,0.3903888227920233,0,0.0004701614379882,0.0062377452850341,,80,145,10024,result/other_traditional_baselines_fewshot_3datasets
indian_pines,random_forest,5,0,0.3898643256185156,0.4943255565300336,0.3120657320383855,0.3375290457404789,0.395073158356537,0,0.1407670974731445,0.0382568836212158,,80,145,10024,result/other_traditional_baselines_fewshot_3datasets
indian_pines,random_forest,5,1,0.3699122106943336,0.4997277036642565,0.2998094248602001,0.3322747124312756,0.3893119787025011,0,0.1427011489868164,0.0379118919372558,,80,145,10024,result/other_traditional_baselines_fewshot_3datasets
indian_pines,random_forest,5,2,0.4161013567438148,0.4709489024163505,0.3415031701703851,0.3717806684917722,0.4322871472817136,0,0.1538841724395752,0.0616178512573242,,80,145,10024,result/other_traditional_baselines_fewshot_3datasets
indian_pines,random_forest,5,3,0.3716081404628891,0.4767687731178887,0.2987751104272588,0.3527984536694336,0.3845477454411067,0,0.1518406867980957,0.0394313335418701,,80,145,10024,result/other_traditional_baselines_fewshot_3datasets
indian_pines,random_forest,5,4,0.3410814046288906,0.4901482492887186,0.2747936040119827,0.3452383014665693,0.3582496805871167,0,0.1456103324890136,0.0509157180786132,,80,145,10024,result/other_traditional_baselines_fewshot_3datasets
indian_pines,svm_rbf,5,0,0.4022346368715084,0.5274144069808087,0.3361067265787754,0.3842562433985565,0.4152174793211248,0,0.0013742446899414,0.0438976287841796,,80,145,10024,result/other_traditional_baselines_fewshot_3datasets
indian_pines,svm_rbf,5,1,0.394952114924182,0.5265023953288872,0.3273081262443633,0.4035044150066236,0.4192016906936171,0,0.0015099048614501,0.0433251857757568,,80,145,10024,result/other_traditional_baselines_fewshot_3datasets
indian_pines,svm_rbf,5,2,0.402633679169992,0.5179955775141614,0.3302781086384631,0.3915117618497835,0.4246454971522431,0,0.0015218257904052,0.0441279411315918,,80,145,10024,result/other_traditional_baselines_fewshot_3datasets
indian_pines,svm_rbf,5,3,0.3806863527533918,0.4918142343265024,0.3054932700393045,0.3914609198919576,0.3998655135925327,0,0.0015039443969726,0.0436611175537109,,80,145,10024,result/other_traditional_baselines_fewshot_3datasets
indian_pines,svm_rbf,5,4,0.3908619313647246,0.5445186785516294,0.3269292143576688,0.4092548161276557,0.4179314881721756,0,0.0014190673828125,0.0431878566741943,,80,145,10024,result/other_traditional_baselines_fewshot_3datasets
indian_pines,cnn1d,10,0,0.3600080426259173,0.4477955967845031,0.2830759668226805,0.3111863332517783,0.3642312504990993,53,2.8754379749298096,0.4006099700927734,7568.0,160,142,9947,result/other_cnn_baselines_fewshot_3datasets
indian_pines,cnn1d,10,1,0.4215341308937368,0.4928912845653067,0.3384138782932946,0.3597021347705562,0.4128422485906067,61,3.137728691101074,0.3845181465148926,7568.0,160,142,9947,result/other_cnn_baselines_fewshot_3datasets
indian_pines,cnn1d,10,2,0.4271639690358902,0.518410037116801,0.351803252328381,0.3891451417125806,0.4378824214994616,98,4.081366062164307,0.4855377674102783,7568.0,160,142,9947,result/other_cnn_baselines_fewshot_3datasets
indian_pines,cnn1d,10,3,0.2944606413994169,0.4353749252505571,0.2322762475172826,0.2919702657189614,0.2570330106902048,49,2.612558126449585,0.3756196498870849,7568.0,160,142,9947,result/other_cnn_baselines_fewshot_3datasets
indian_pines,cnn1d,10,4,0.3258268824771287,0.4593786457438058,0.2560212660245163,0.3001532890788432,0.3234216522619793,73,3.8229422569274902,0.406275987625122,7568.0,160,142,9947,result/other_cnn_baselines_fewshot_3datasets
indian_pines,cnn2d,10,0,0.6913642304212325,0.8226213460463769,0.6552094515227873,0.6448187645875217,0.6964693289444046,39,8.83642292022705,2.1683828830718994,28208.0,160,142,9947,result/other_cnn_baselines_fewshot_3datasets
indian_pines,cnn2d,10,1,0.7445460942997889,0.8219261265002743,0.7123478507683372,0.6686660545456276,0.7490632558522254,78,14.96902871131897,2.1586697101593018,28208.0,160,142,9947,result/other_cnn_baselines_fewshot_3datasets
indian_pines,cnn2d,10,2,0.7964210314667739,0.871885849903047,0.7705566420077049,0.7041871291287336,0.8062985908073426,80,15.424785852432253,2.244487762451172,28208.0,160,142,9947,result/other_cnn_baselines_fewshot_3datasets
