dataset,shot,model,loss_type,runs,oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std
pavia_university,10,spectral_qnn_confguard_gated_supcon,SupCon,5,0.8576673866090712,0.025918587468658577,0.8947993454256642,0.019335662564013378,0.8175875032251115,0.03229881839868365,0.8593096930076998,0.016781561799028268,0.8648948602444358,0.024775005761289038
salinas,10,spectral_qnn_confguard_gated_supcon,SupCon,5,0.9259789254585664,0.03489288157282065,0.9658534764084765,0.012606498582673804,0.9176594195586582,0.03881704410566672,0.9612388314828368,0.012166300274630207,0.9263965648324076,0.03474869304563857
