epoch,train_loss,validation_OA,validation_AA,validation_Kappa,validation_Macro-F1
1,2.7610350371063905,0.08264462809917356,0.0625,-2.220446049250313e-16,0.0097911227154047
2,2.641406279293302,0.08264462809917356,0.0625,0.0,0.009541984732824428
3,2.6406257796221855,0.08264462809917356,0.0625,0.0,0.009541984732824428
4,2.632435212122179,0.0881542699724518,0.06666666666666667,0.006006006006005871,0.01839929485383394
5,2.6230071569605635,0.08539944903581267,0.06458333333333334,0.0030030030030030463,0.014262739123074318
6,2.621443232885734,0.10743801652892562,0.08125,0.027027027027026973,0.03735915492957746
7,2.6338541921505256,0.07988980716253444,0.06041666666666667,-0.0030030030030030463,0.009718498659517426
8,2.6392079949707368,0.07713498622589532,0.058333333333333334,-0.006006006006006093,0.011345277547638774
9,2.62833381093238,0.0881542699724518,0.06666666666666667,0.006006006006005982,0.017205001302422505
10,2.626506917732806,0.08539944903581267,0.06458333333333334,0.0030030030030030463,0.014904371584699455
