0,1,2,3,4,5,6,7,8
4953,0,29,499,0,0,0,1119,16
2748,10416,21,4253,0,12,0,1184,0
0,0,1609,0,0,0,0,451,24
710,0,85,2008,0,9,0,231,6
0,0,0,0,1330,0,0,0,0
0,3,0,0,0,5009,0,0,2
0,0,0,0,0,0,1315,0,0
1,0,5,33,0,0,0,3628,0
0,0,15,11,210,0,27,9,660
