dataset,shot,model,loss_type,seed,oa,aa,kappa,macro_f1,weighted_f1
pavia_university,10,spectral_qnn_confguard_gated_supcon,SupCon,0,0.9004601371020753,0.9030898717690915,0.8700496567531462,0.8657673807825264,0.9015314689317061
pavia_university,10,spectral_qnn_confguard_gated_supcon,SupCon,1,0.8221194478354775,0.8609648846657854,0.7725155405787334,0.8276108306104172,0.8286178442223986
pavia_university,10,spectral_qnn_confguard_gated_supcon,SupCon,2,0.8706451309982158,0.9233078277255738,0.8354046223939071,0.8782916550481285,0.8839353102598594
pavia_university,10,spectral_qnn_confguard_gated_supcon,SupCon,3,0.8500563433186215,0.8940394481013451,0.8069468593374874,0.8693507938470102,0.8514190290208951
pavia_university,10,spectral_qnn_confguard_gated_supcon,SupCon,4,0.8415344163771246,0.8903127985225218,0.7986205875502717,0.8525874358859276,0.8558860991390703
salinas,10,spectral_qnn_confguard_gated_supcon,SupCon,0,0.8583136650002787,0.9413848497395563,0.8424041283136052,0.9376220777006933,0.8591390154717522
salinas,10,spectral_qnn_confguard_gated_supcon,SupCon,1,0.945009199204594,0.9727290261204529,0.9388520554818052,0.9669480570153843,0.945449434005937
salinas,10,spectral_qnn_confguard_gated_supcon,SupCon,2,0.9266665427716553,0.966943923916195,0.918352592673901,0.9627248002306965,0.9266432516877126
salinas,10,spectral_qnn_confguard_gated_supcon,SupCon,3,0.9504543849541898,0.9753920485445086,0.9449414644197365,0.9700594672499319,0.9510317763072949
salinas,10,spectral_qnn_confguard_gated_supcon,SupCon,4,0.9447118511773124,0.972324888236645,0.9385205000172913,0.9677298003117902,0.9451698444726075
