dataset,shot,model,runs,baseline_oa,confguard_oa,delta_vs_hybridsn_oa,original_supcon_oa,delta_vs_original_supcon_oa,original_proto_oa,delta_vs_original_proto_oa,baseline_macro_f1,confguard_macro_f1,delta_vs_hybridsn_macro_f1,original_supcon_macro_f1,delta_vs_original_supcon_macro_f1,original_proto_macro_f1,delta_vs_original_proto_macro_f1,baseline_weighted_f1,confguard_weighted_f1,delta_vs_hybridsn_weighted_f1,original_supcon_weighted_f1,delta_vs_original_supcon_weighted_f1,original_proto_weighted_f1,delta_vs_original_proto_weighted_f1
pavia_university,10,Spectral QNN ConfidenceGuard + SupCon,5,0.8226171471499673,0.856963095126303,0.03434594797633572,0.8634942248098414,-0.006531129683538417,0.8631514696215608,-0.006188374495257776,0.7919759979075065,0.858721619234802,0.06674562132729545,0.8659014474382245,-0.007179828203422556,0.8612717948590678,-0.002550175624265849,0.8280320844234927,0.8642779503147858,0.03624586589129308,0.8703268492575861,-0.0060488989428002515,0.8693467732141817,-0.0050688228993959195
salinas,10,Spectral QNN ConfidenceGuard + SupCon,5,0.9360181382296642,0.925031128621606,-0.010987009608058207,0.9171365384972774,0.007894590124328582,0.9072162649370924,0.01781486368451357,0.9544178031872306,0.9610168405016992,0.006599037314468648,0.9570421598439282,0.003974680657771068,0.949634146206311,0.011382694295388185,0.9361657175974398,0.9254866643890608,-0.01067905320837903,0.9160136019262256,0.009473062462835191,0.9028969710237348,0.022589693365326013
