dataset,shot,seed,metric,hybridsn_value,qnn_value,delta,qnn_better
indian_pines,5,4,mean_true_prob_margin,0.28349887259584605,0.3496646992958602,0.06616582670001414,True
indian_pines,5,4,negative_prob_margin_rate,0.26975259377494015,0.25768156424581007,-0.012071029529130084,True
indian_pines,5,4,safe_prob_margin_rate,0.6988228252194733,0.7295490822027135,0.030726256983240274,True
indian_pines,5,4,Macro-F1,0.6350115583867537,0.6429593353074223,0.007947776920668614,True
indian_pines,5,4,OA,0.7302474062250599,0.74231843575419,0.012071029529130084,True
indian_pines,10,0,mean_true_logit_margin,1.9545487650243447,1.4671153404890467,-0.48743342453529803,False
indian_pines,10,0,negative_logit_margin_rate,0.21524077611340103,0.22046848295968632,0.0052277068462852905,False
indian_pines,10,0,low_logit_margin_rate,0.008545290037197145,0.009349552628933347,0.0008042625917362017,False
indian_pines,10,0,mean_true_prob_margin,0.49863368293986265,0.43461316289177,-0.06402052004809267,False
indian_pines,10,0,negative_prob_margin_rate,0.21524077611340103,0.22046848295968632,0.0052277068462852905,False
indian_pines,10,0,safe_prob_margin_rate,0.7722931537146879,0.7661606514526993,-0.006132502261988582,False
indian_pines,10,0,Macro-F1,0.703283115723794,0.6920405667321108,-0.011242548991683199,False
indian_pines,10,0,OA,0.784759223886599,0.7795315170403136,-0.005227706846285374,False
indian_pines,10,1,mean_true_logit_margin,1.6177061677091278,2.126306970177661,0.5086008024685331,True
indian_pines,10,1,negative_logit_margin_rate,0.2338393485473007,0.21292852116215943,-0.020910827385141273,True
indian_pines,10,1,low_logit_margin_rate,0.011963406052076003,0.009047954157032271,-0.0029154518950437313,True
indian_pines,10,1,mean_true_prob_margin,0.4266317200790899,0.5316638539545516,0.10503213387546173,True
indian_pines,10,1,negative_prob_margin_rate,0.2338393485473007,0.21292852116215943,-0.020910827385141273,True
indian_pines,10,1,safe_prob_margin_rate,0.7465567507791294,0.7763144666733689,0.029757715894239478,True
indian_pines,10,1,Macro-F1,0.6859874049524667,0.7010305762136619,0.015043171261195254,True
indian_pines,10,1,OA,0.7661606514526993,0.7870714788378406,0.020910827385141273,True
indian_pines,10,2,mean_true_logit_margin,1.4959189371223,2.020195211889171,0.5242762747668708,True
indian_pines,10,2,negative_logit_margin_rate,0.1688951442646024,0.15582587714888912,-0.013069267115713268,True
indian_pines,10,2,low_logit_margin_rate,0.014074595355383532,0.005227706846285312,-0.008846888509098219,True
indian_pines,10,2,mean_true_prob_margin,0.427338387526115,0.5627487237678777,0.13541033624176263,True
indian_pines,10,2,negative_prob_margin_rate,0.1688951442646024,0.15582587714888912,-0.013069267115713268,True
indian_pines,10,2,safe_prob_margin_rate,0.8069769779833116,0.8370362923494521,0.03005931436614051,True
indian_pines,10,2,Macro-F1,0.7414587218735802,0.7451638708988354,0.0037051490252552055,True
indian_pines,10,2,OA,0.8311048557353976,0.8441741228511109,0.013069267115713323,True
indian_pines,10,3,mean_true_logit_margin,1.8713435266320757,1.9211485995615665,0.04980507292949077,True
indian_pines,10,3,negative_logit_margin_rate,0.20579069066050065,0.1924198250728863,-0.013370865587614356,True
indian_pines,10,3,low_logit_margin_rate,0.012767668643812204,0.007439428973559867,-0.005328239670252337,True
indian_pines,10,3,mean_true_prob_margin,0.45253133431444503,0.5133006746128584,0.06076934029841341,True
indian_pines,10,3,negative_prob_margin_rate,0.20579069066050065,0.1924198250728863,-0.013370865587614356,True
indian_pines,10,3,safe_prob_margin_rate,0.7712878254750176,0.7971247612345431,0.025836935759525503,True
indian_pines,10,3,Macro-F1,0.7120680155866488,0.7256577181223761,0.013589702535727333,True
indian_pines,10,3,OA,0.7942093093394993,0.8075801749271136,0.013370865587614356,True
indian_pines,10,4,mean_true_logit_margin,2.461118037207478,1.4781767676336401,-0.9829412695738378,False
indian_pines,10,4,negative_logit_margin_rate,0.1701015381522067,0.1741228511108877,0.0040213129586810226,False
indian_pines,10,4,low_logit_margin_rate,0.007338896149592842,0.007942093093394994,0.0006031969438021522,False
indian_pines,10,4,mean_true_prob_margin,0.5793403743607216,0.40283797250116915,-0.17650240185955246,False
indian_pines,10,4,negative_prob_margin_rate,0.1701015381522067,0.1741228511108877,0.0040213129586810226,False
indian_pines,10,4,safe_prob_margin_rate,0.8199457122750579,0.8131094802453,-0.006836232029757805,False
indian_pines,10,4,Macro-F1,0.7338603685127811,0.7272275257657506,-0.006632842747030576,False
indian_pines,10,4,OA,0.8298984618477933,0.8258771488891123,-0.0040213129586809115,False
pavia_university,5,0,mean_true_logit_margin,1.450631551230292,1.998178053993184,0.5475465027628919,True
pavia_university,5,0,negative_logit_margin_rate,0.2178888862831547,0.17926408855327033,-0.038624797729884364,True
pavia_university,5,0,low_logit_margin_rate,0.01615815764170634,0.0053938697497713465,-0.010764287891934994,True
pavia_university,5,0,mean_true_prob_margin,0.3980181448122308,0.5382131842508913,0.14019503943866046,True
pavia_university,5,0,negative_prob_margin_rate,0.2178888862831547,0.17926408855327033,-0.038624797729884364,True
pavia_university,5,0,safe_prob_margin_rate,0.7501465725475481,0.8129030745057574,0.06275650195820925,True
pavia_university,5,0,Macro-F1,0.7562441324856095,0.8098363027483079,0.05359217026269836,True
pavia_university,5,0,OA,0.7821111137168453,0.8207359114467296,0.038624797729884364,True
pavia_university,5,1,mean_true_logit_margin,2.181210518895304,0.7104157720006451,-1.4707947468946592,False
pavia_university,5,1,negative_logit_margin_rate,0.17473792828498394,0.2023404704392486,0.027602542154264664,False
pavia_university,5,1,low_logit_margin_rate,0.008794352852888066,0.019371027883961445,0.010576675031073379,False
pavia_university,5,1,mean_true_prob_margin,0.5727340253121798,0.24537106178218193,-0.32736296352999783,False
pavia_university,5,1,negative_prob_margin_rate,0.17473792828498394,0.2023404704392486,0.027602542154264664,False
pavia_university,5,1,safe_prob_margin_rate,0.8135362679111653,0.7678994395065781,-0.04563682840458716,False
pavia_university,5,1,Macro-F1,0.781858454141064,0.7790983003467837,-0.0027601537942802956,False
pavia_university,5,1,OA,0.8252620717150161,0.7976595295607514,-0.02760254215426472,False
pavia_university,5,2,mean_true_logit_margin,0.6052452732901122,1.1478499759341394,0.5426047026440272,True
pavia_university,5,2,negative_logit_margin_rate,0.2925119016908609,0.2806453882413639,-0.011866513449496963,True
pavia_university,5,2,low_logit_margin_rate,0.019628995567646162,0.010177997701742455,-0.009450997865903707,True
pavia_university,5,2,mean_true_prob_margin,0.2688107335002802,0.36000386277683405,0.09119312927655387,True
pavia_university,5,2,negative_prob_margin_rate,0.2925119016908609,0.2806453882413639,-0.011866513449496963,True
pavia_university,5,2,safe_prob_margin_rate,0.6716071386693557,0.7062686147135386,0.034661476044182904,True
pavia_university,5,2,Macro-F1,0.7326794305544678,0.7488492854902509,0.016169854935783046,True
pavia_university,5,2,OA,0.7074880983091391,0.719354611758636,0.011866513449496963,True
pavia_university,5,3,mean_true_logit_margin,1.352307564789839,0.9941513659628007,-0.3581561988270383,False
pavia_university,5,3,negative_logit_margin_rate,0.27468867990900775,0.242536525878849,-0.03215215403015875,True
pavia_university,5,3,low_logit_margin_rate,0.009146126967003588,0.01165544898102765,0.0025093220140240628,False
pavia_university,5,3,mean_true_prob_margin,0.39132803409780875,0.3320734366406898,-0.059254597457118974,False
pavia_university,5,3,negative_prob_margin_rate,0.27468867990900775,0.242536525878849,-0.03215215403015875,True
pavia_university,5,3,safe_prob_margin_rate,0.7103491944372787,0.7408362843272907,0.03048708989001192,True
pavia_university,5,3,Macro-F1,0.7826944616391898,0.7602042949567764,-0.022490166682413326,False
pavia_university,5,3,OA,0.7253113200909922,0.757463474121151,0.03215215403015881,True
pavia_university,5,4,mean_true_logit_margin,1.4964042603954257,0.789759191086134,-0.7066450693092917,False
pavia_university,5,4,negative_logit_margin_rate,0.21132243615299828,0.21882695058746277,0.007504514434464482,False
pavia_university,5,4,low_logit_margin_rate,0.010318707347388663,0.012265190778827888,0.0019464834314392252,False
pavia_university,5,4,mean_true_prob_margin,0.4196939794857882,0.25241793432503346,-0.16727604516075473,False
pavia_university,5,4,negative_prob_margin_rate,0.21132243615299828,0.21882695058746277,0.007504514434464482,False
pavia_university,5,4,safe_prob_margin_rate,0.7707605356347178,0.7597148284514903,-0.011045707183227504,False
pavia_university,5,4,Macro-F1,0.7563480997563148,0.757479819967925,0.001131720211610232,True
pavia_university,5,4,OA,0.7886775638470017,0.7811730494125372,-0.007504514434464538,False
pavia_university,10,0,mean_true_logit_margin,2.2891968086058836,1.7376766700424033,-0.5515201385634803,False
pavia_university,10,0,negative_logit_margin_rate,0.1024509343600338,0.09378814912198329,-0.008662785238050516,True
pavia_university,10,0,low_logit_margin_rate,0.007442013334585407,0.006549910789745516,-0.0008921025448398907,True
pavia_university,10,0,mean_true_prob_margin,0.6203988393730868,0.5048266257232228,-0.11557221364986403,False
pavia_university,10,0,negative_prob_margin_rate,0.1024509343600338,0.09378814912198329,-0.008662785238050516,True
pavia_university,10,0,safe_prob_margin_rate,0.8872429336087896,0.896750868626162,0.00950793501737246,True
pavia_university,10,0,Macro-F1,0.8622790436612413,0.8762511554747529,0.013972111813511545,True
pavia_university,10,0,OA,0.8975490656399662,0.9062118508780167,0.00866278523805053,True
pavia_university,10,1,mean_true_logit_margin,0.5856525594525692,2.0629422561280966,1.4772896966755273,True
pavia_university,10,1,negative_logit_margin_rate,0.25265283125176075,0.14367546248474036,-0.10897736876702038,True
pavia_university,10,1,low_logit_margin_rate,0.03479199924875575,0.00589257207249507,-0.028899427176260678,True
pavia_university,10,1,mean_true_prob_margin,0.14508096460784936,0.6096745385020905,0.46459357389424116,True
pavia_university,10,1,negative_prob_margin_rate,0.25265283125176075,0.14367546248474036,-0.10897736876702038,True
pavia_university,10,1,safe_prob_margin_rate,0.6072635928256175,0.8496102920462015,0.24234669922058405,True
pavia_university,10,1,Macro-F1,0.633134598405753,0.8550362708990947,0.2219016724933417,True
pavia_university,10,1,OA,0.7473471687482393,0.8563245375152596,0.10897736876702036,True
pavia_university,10,2,mean_true_logit_margin,1.0961535025651639,1.6288937344131416,0.5327402318479777,True
pavia_university,10,2,negative_logit_margin_rate,0.19900929664757255,0.13376842896046579,-0.06524086768710677,True
pavia_university,10,2,low_logit_margin_rate,0.02784298995210818,0.0057986665414592915,-0.022044323410648888,True
pavia_university,10,2,mean_true_prob_margin,0.38491817513043286,0.5079623837955343,0.1230442086651014,True
pavia_university,10,2,negative_prob_margin_rate,0.19900929664757255,0.13376842896046579,-0.06524086768710677,True
pavia_university,10,2,safe_prob_margin_rate,0.7588505963001221,0.8588130340877078,0.09996243778758573,True
pavia_university,10,2,Macro-F1,0.8129194504847996,0.8808482033701287,0.06792875288532907,True
pavia_university,10,2,OA,0.8009907033524275,0.8662315710395342,0.06524086768710669,True
pavia_university,10,3,mean_true_logit_margin,2.0590241439221004,1.104835060190523,-0.9541890837315774,False
pavia_university,10,3,negative_logit_margin_rate,0.1581134378814912,0.13822894168466524,-0.019884496196825974,True
pavia_university,10,3,low_logit_margin_rate,0.007676777162174852,0.00995398628979247,0.0022772091276176175,False
pavia_university,10,3,mean_true_prob_margin,0.5277626017575544,0.32937259237900884,-0.19839000937854556,False
pavia_university,10,3,negative_prob_margin_rate,0.1581134378814912,0.13822894168466524,-0.019884496196825974,True
pavia_university,10,3,safe_prob_margin_rate,0.8292797445769556,0.8455254014461452,0.01624565686918955,True
pavia_university,10,3,Macro-F1,0.8359958329237123,0.8736389848740118,0.03764315195029955,True
pavia_university,10,3,OA,0.8418865621185088,0.8617710583153347,0.019884496196825974,True
pavia_university,10,4,mean_true_logit_margin,1.5330628593636666,1.4728224131369911,-0.06024044622667546,False
pavia_university,10,4,negative_logit_margin_rate,0.17468776410930603,0.1747816696403418,9.390553103577615e-05,False
pavia_university,10,4,low_logit_margin_rate,0.009554887782890412,0.007254202272513851,-0.0023006855103765607,True
pavia_university,10,4,mean_true_prob_margin,0.45606621169758743,0.4496496010593272,-0.006416610638260212,False
pavia_university,10,4,negative_prob_margin_rate,0.17468776410930603,0.1747816696403418,9.390553103577615e-05,False
pavia_university,10,4,safe_prob_margin_rate,0.8076579960559677,0.8152408676871068,0.007582871631139132,True
pavia_university,10,4,Macro-F1,0.8155510640620265,0.8205843596773512,0.005033295615324729,True
pavia_university,10,4,OA,0.8253122358906939,0.8252183303596582,-9.390553103572064e-05,False
salinas,5,0,mean_true_logit_margin,0.3455228520923089,1.4427088024913706,1.0971859503990617,True
salinas,5,0,negative_logit_margin_rate,0.2703520198927425,0.10753586075080257,-0.16281615914193992,True
salinas,5,0,low_logit_margin_rate,0.10425133144055374,0.11430904266176771,0.010057711221213975,False
salinas,5,0,mean_true_prob_margin,0.05763957058968897,0.4212402749828925,0.3636007043932035,True
salinas,5,0,negative_prob_margin_rate,0.2703520198927425,0.10753586075080257,-0.16281615914193992,True
salinas,5,0,safe_prob_margin_rate,0.3216611924511496,0.7599510104102878,0.4382898179591382,True
salinas,5,0,Macro-F1,0.7128303011819559,0.9294111246222032,0.21658082344024732,True
salinas,5,0,OA,0.7296479801072575,0.8924641392491974,0.16281615914193992,True
salinas,5,1,mean_true_logit_margin,1.8860310128079347,2.410094792847975,0.5240637800400401,True
salinas,5,1,negative_logit_margin_rate,0.10929874371393049,0.14817495221659338,0.03887620850266289,False
salinas,5,1,low_logit_margin_rate,0.20317690066618418,0.027408190910946574,-0.17576870975523762,True
salinas,5,1,mean_true_prob_margin,0.46884228766296987,0.5793119395202243,0.11046965185725444,True
salinas,5,1,negative_prob_margin_rate,0.10929874371393049,0.14817495221659338,0.03887620850266289,False
salinas,5,1,safe_prob_margin_rate,0.6718810889049713,0.8225426339327135,0.1506615450277422,True
salinas,5,1,Macro-F1,0.9443623761058901,0.938500902860451,-0.005861473245439175,False
salinas,5,1,OA,0.8907012562860696,0.8518250477834066,-0.038876208502662934,False
salinas,5,2,mean_true_logit_margin,2.3055357984506446,1.7705423972635095,-0.5349934011871351,False
salinas,5,2,negative_logit_margin_rate,0.10469669134702815,0.13728219117073986,0.032585499823711714,False
salinas,5,2,low_logit_margin_rate,0.029913340384865185,0.025329844680732617,-0.004583495704132568,True
salinas,5,2,mean_true_prob_margin,0.5609100068485932,0.4750660866250833,-0.08584392022350984,False
salinas,5,2,negative_prob_margin_rate,0.10469669134702815,0.13728219117073986,0.032585499823711714,False
salinas,5,2,safe_prob_margin_rate,0.8631074987474253,0.8332869416764089,-0.029820557071016385,False
salinas,5,2,Macro-F1,0.9336908174456904,0.9201342749674054,-0.013556542478284972,False
salinas,5,2,OA,0.8953033086529718,0.8627178088292602,-0.03258549982371162,False
salinas,5,3,mean_true_logit_margin,2.1485136499226205,2.5009769797289185,0.352463329806298,True
salinas,5,3,negative_logit_margin_rate,0.07131325502421644,0.09220805730297463,0.020894802278758187,False
salinas,5,3,low_logit_margin_rate,0.14607804932360965,0.04882257974725825,-0.0972554695763514,True
salinas,5,3,mean_true_prob_margin,0.505018009605272,0.5907657527524558,0.08574774314718381,True
salinas,5,3,negative_prob_margin_rate,0.07131325502421644,0.09220805730297463,0.020894802278758187,False
salinas,5,3,safe_prob_margin_rate,0.7697303716899553,0.8559075135927555,0.08617714190280024,True
salinas,5,3,Macro-F1,0.9503084771706681,0.9404256608261793,-0.009882816344488843,False
salinas,5,3,OA,0.9286867449757835,0.9077919426970253,-0.020894802278758173,False
salinas,5,4,mean_true_logit_margin,1.5393046591094572,1.297003404692043,-0.24230125441741435,False
salinas,5,4,negative_logit_margin_rate,0.09770082948282581,0.1065523576240049,0.008851528141179094,False
salinas,5,4,low_logit_margin_rate,0.040119504908237305,0.02989478372209542,-0.010224721186141886,True
salinas,5,4,mean_true_prob_margin,0.4177746118033487,0.35810818134525074,-0.05966643045809794,False
salinas,5,4,negative_prob_margin_rate,0.09770082948282581,0.1065523576240049,0.008851528141179094,False
salinas,5,4,safe_prob_margin_rate,0.8499508248436601,0.8559631835810648,0.006012358737404688,True
salinas,5,4,Macro-F1,0.9422022730840924,0.9393297851005749,-0.00287248798351758,False
salinas,5,4,OA,0.9022991705171742,0.893447642375995,-0.008851528141179177,False
salinas,10,0,mean_true_logit_margin,1.1863510354006763,1.8115276894953505,0.6251766540946742,True
salinas,10,0,negative_logit_margin_rate,0.08859112787823599,0.15203776319946477,0.06344663532122878,False
salinas,10,0,low_logit_margin_rate,0.2908435391848947,0.09639651359438012,-0.19444702559051458,True
salinas,10,0,mean_true_prob_margin,0.2978125604480055,0.4828797314348312,0.18506717098682568,True
salinas,10,0,negative_prob_margin_rate,0.08859112787823599,0.15203776319946477,0.06344663532122878,False
salinas,10,0,safe_prob_margin_rate,0.6059023583415414,0.7401178241558104,0.13421546581426902,True
salinas,10,0,Macro-F1,0.9370495458884958,0.9212179916253448,-0.01583155426315097,False
salinas,10,0,OA,0.911408872121764,0.8479622368005352,-0.06344663532122885,False
salinas,10,1,mean_true_logit_margin,2.1696404655518347,2.6047680141049216,0.435127548553087,True
salinas,10,1,negative_logit_margin_rate,0.043134048207548924,0.06995112341801557,0.026817075210466647,False
salinas,10,1,low_logit_margin_rate,0.06073333457228345,0.020424092623910498,-0.04030924194837295,True
salinas,10,1,mean_true_prob_margin,0.5429887631861344,0.6415534959115302,0.09856473272539579,True
salinas,10,1,negative_prob_margin_rate,0.043134048207548924,0.06995112341801557,0.026817075210466647,False
salinas,10,1,safe_prob_margin_rate,0.887881209463101,0.9085654816108829,0.0206842721477819,True
salinas,10,1,Macro-F1,0.975173410514579,0.9669381617252665,-0.008235248789312477,False
salinas,10,1,OA,0.956865951792451,0.9300488765819844,-0.026817075210466612,False
salinas,10,2,mean_true_logit_margin,3.1095207138422314,3.30107473148431,0.19155401764207847,True
salinas,10,2,negative_logit_margin_rate,0.056421788176699066,0.07169804307829546,0.01527625490159639,False
salinas,10,2,low_logit_margin_rate,0.04311546395584382,0.01170807857421621,-0.031407385381627614,True
salinas,10,2,mean_true_prob_margin,0.6231854345272783,0.7131394434251719,0.08995400889789362,True
salinas,10,2,negative_prob_margin_rate,0.056421788176699066,0.07169804307829546,0.01527625490159639,False
salinas,10,2,safe_prob_margin_rate,0.8966901447713208,0.9159248452861045,0.01923470051478371,True
salinas,10,2,Macro-F1,0.9630614098513073,0.9562931555953078,-0.006768254255999473,False
salinas,10,2,OA,0.9435782118233009,0.9283019569217046,-0.015276254901596342,False
salinas,10,3,mean_true_logit_margin,3.3014394485752554,2.406470348213778,-0.8949691003614775,False
salinas,10,3,negative_logit_margin_rate,0.05699789997955732,0.0496199520526306,-0.007377947926926719,True
salinas,10,3,low_logit_margin_rate,0.04265085766321619,0.019420543031834825,-0.023230314631381366,True
salinas,10,3,mean_true_prob_margin,0.6187341562547201,0.587576767030912,-0.031157389223808063,False
salinas,10,3,negative_prob_margin_rate,0.05699789997955732,0.0496199520526306,-0.007377947926926719,True
salinas,10,3,safe_prob_margin_rate,0.8978051998736271,0.9290267427382036,0.031221542864576568,True
salinas,10,3,Macro-F1,0.9610610207427711,0.9668220716509845,0.005761050908213439,True
salinas,10,3,OA,0.9430021000204427,0.9503800479473694,0.007377947926926698,True
salinas,10,4,mean_true_logit_margin,1.8395585719323868,1.055867866668339,-0.7836907052640478,False
salinas,10,4,negative_logit_margin_rate,0.0747644446096378,0.12061179356613205,0.045847348956494255,False
salinas,10,4,low_logit_margin_rate,0.06300061328030628,0.039324276608002376,-0.0236763366723039,True
salinas,10,4,mean_true_prob_margin,0.46315151044008046,0.262722786205754,-0.20042872423432645,False
salinas,10,4,negative_prob_margin_rate,0.0747644446096378,0.12061179356613205,0.045847348956494255,False
salinas,10,4,safe_prob_margin_rate,0.8530729060194391,0.8216097678826962,-0.03146313813674284,False
salinas,10,4,Macro-F1,0.935743628939,0.9368993504346519,0.0011557214956519068,True
salinas,10,4,OA,0.9252355553903622,0.879388206433868,-0.04584734895649423,False
