dataset,shot,seed,model,OA,Macro-F1,mean_true_logit_margin,median_true_logit_margin,std_true_logit_margin,negative_logit_margin_rate,low_logit_margin_rate,safe_logit_margin_rate,mean_top1_top2_margin,median_top1_top2_margin,mean_true_prob_margin,median_true_prob_margin,negative_prob_margin_rate,low_prob_margin_rate,safe_prob_margin_rate,mean_top1_top2_prob_margin,train_size,validation_size,test_size,logit_source
indian_pines,5,0,hybridsn_small,0.7334397446129289,0.6583653024297598,0.8950819846383703,1.5789463222026825,2.1949057983727096,0.266560255387071,0.01157222665602554,0.7218675179569034,1.6634555937077442,1.6704860180616379,0.3503803480962418,0.5189839920698989,0.266560255387071,0.02224660814046289,0.7111931364724661,0.5091335433684889,80,145,10024,checkpoint:result/hybridsn_small_fewshot_3datasets/checkpoints/indian_pines_shot5_seed0.pt
indian_pines,5,0,spectral_qnn_gated_proto,0.7321428571428571,0.6656739977325936,0.977052223715089,2.0498392581939697,2.6842841154814026,0.26785714285714285,0.00528731045490822,0.7268555466879489,2.0927400094682183,2.245867609977722,0.36077492430902486,0.6502961679193588,0.26785714285714285,0.009078212290502794,0.7230646448523543,0.6006020371108425,80,145,10024,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/checkpoints/indian_pines_spectral_gated_qnn_proto_shot5_seed0.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/features/indian_pines_shot5_seed0_features.npz
indian_pines,5,1,hybridsn_small,0.7335395051875498,0.647414822448068,1.1003433057567489,1.4289290811866522,2.207702451311038,0.2664604948124501,0.011671987230646448,0.7218675179569034,1.7969645737124613,1.6370737254619598,0.35303055094242847,0.4454249085213887,0.2664604948124501,0.026735833998403832,0.706803671189146,0.4984936128612382,80,145,10024,checkpoint:result/hybridsn_small_fewshot_3datasets/checkpoints/indian_pines_shot5_seed1.pt
indian_pines,5,1,spectral_qnn_gated_proto,0.714584996009577,0.6301996055401855,0.5809287080719268,0.9861383438110352,1.5792468526062087,0.28541500399042297,0.01646049481245012,0.6981245011971269,1.1846721780271599,1.1140615940093994,0.18975949442736803,0.23389001841025853,0.28541500399042297,0.039604948124501195,0.6749800478850758,0.29355296128343056,80,145,10024,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/checkpoints/indian_pines_spectral_gated_qnn_proto_shot5_seed1.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/features/indian_pines_shot5_seed1_features.npz
indian_pines,5,2,hybridsn_small,0.690243415802075,0.5974467497063234,0.8234203309905208,1.3270206302404404,2.1108720689829163,0.30975658419792496,0.01067438148443735,0.6795690343176377,1.6659762007236587,1.6031820848584175,0.2927484778773272,0.3981381125551462,0.30975658419792496,0.02613727055067837,0.6641061452513967,0.4670219033427361,80,145,10024,checkpoint:result/hybridsn_small_fewshot_3datasets/checkpoints/indian_pines_shot5_seed2.pt
indian_pines,5,2,spectral_qnn_gated_proto,0.6999201915403033,0.6155562801753705,1.1769458128934494,2.351422905921936,3.0475691535696225,0.30007980845969673,0.008379888268156424,0.6915403032721469,2.477020225348657,2.6856111884117126,0.36934781157103885,0.7309797261530733,0.30007980845969673,0.011871508379888268,0.688048683160415,0.6488380263143453,80,145,10024,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/checkpoints/indian_pines_spectral_gated_qnn_proto_shot5_seed2.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/features/indian_pines_shot5_seed2_features.npz
indian_pines,5,3,hybridsn_small,0.713487629688747,0.6520246711424218,0.6771630258602295,1.133358120918274,2.709636784022298,0.286512370311253,0.01137270550678372,0.7021149241819633,1.8108042531648831,1.4635641276836395,0.2862733558667513,0.36166009659264853,0.286512370311253,0.02144852354349561,0.6920391061452514,0.5094852148828245,80,145,10024,checkpoint:result/hybridsn_small_fewshot_3datasets/checkpoints/indian_pines_shot5_seed3.pt
indian_pines,5,3,spectral_qnn_gated_proto,0.7135873902633679,0.6516667289028997,1.0473892254530432,2.0534164905548096,3.118346593568962,0.2864126097366321,0.007182761372705506,0.7064046288906624,2.3773784416431156,2.3606127500534058,0.36577445330215,0.6719209631653663,0.2864126097366321,0.01027533918595371,0.7033120510774142,0.6469977937515438,80,145,10024,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/checkpoints/indian_pines_spectral_gated_qnn_proto_shot5_seed3.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/features/indian_pines_shot5_seed3_features.npz
indian_pines,5,4,hybridsn_small,0.7302474062250599,0.6350115583867537,0.8271477150934075,1.035890281200409,1.6780594046458663,0.26975259377494015,0.015462889066241022,0.7147845171588189,1.3763609614838488,1.1981572732329369,0.28349887259584605,0.3057689607039324,0.26975259377494015,0.031424581005586594,0.6988228252194733,0.3942073019941895,80,145,10024,checkpoint:result/hybridsn_small_fewshot_3datasets/checkpoints/indian_pines_shot5_seed4.pt
indian_pines,5,4,spectral_qnn_gated_proto,0.74231843575419,0.6429593353074223,1.0053215492955287,1.8453455567359924,2.154013746472232,0.25768156424581007,0.008778930566640064,0.7335395051875498,1.8453067968683488,1.9766063690185547,0.3496646992958602,0.5694273651364425,0.25768156424581007,0.012769353551476457,0.7295490822027135,0.5266017663023915,80,145,10024,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/checkpoints/indian_pines_spectral_gated_qnn_proto_shot5_seed4.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/features/indian_pines_shot5_seed4_features.npz
indian_pines,10,0,hybridsn_small,0.784759223886599,0.703283115723794,1.9545487650243447,2.4120516777038574,2.8266318203606176,0.21524077611340103,0.008545290037197145,0.7762139338494018,2.7043196549745843,2.573028802871704,0.49863368293986265,0.767269726514733,0.21524077611340103,0.012466070171911129,0.7722931537146879,0.6711999973320527,160,142,9947,checkpoint:result/hybridsn_small_fewshot_3datasets/checkpoints/indian_pines_shot10_seed0.pt
indian_pines,10,0,spectral_qnn_gated_proto,0.7795315170403136,0.6920405667321108,1.4671153404890467,2.317688465118408,2.25702765274461,0.22046848295968632,0.009349552628933347,0.7701819644113803,2.1859904535109522,2.426064610481262,0.43461316289177,0.6934603220357916,0.22046848295968632,0.013370865587614356,0.7661606514526993,0.6041320478016313,160,142,9947,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/checkpoints/indian_pines_spectral_gated_qnn_proto_shot10_seed0.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/features/indian_pines_shot10_seed0_features.npz
indian_pines,10,1,hybridsn_small,0.7661606514526993,0.6859874049524667,1.6177061677091278,1.6990480422973633,2.2682690349880286,0.2338393485473007,0.011963406052076003,0.7541972454006233,2.1290477358045963,1.8165944516658783,0.4266317200790899,0.54999732623918,0.2338393485473007,0.01960390067356992,0.7465567507791294,0.5481389032033809,160,142,9947,checkpoint:result/hybridsn_small_fewshot_3datasets/checkpoints/indian_pines_shot10_seed1.pt
indian_pines,10,1,spectral_qnn_gated_proto,0.7870714788378406,0.7010305762136619,2.126306970177661,3.0190136432647705,2.816701613662435,0.21292852116215943,0.009047954157032271,0.7780235246808083,2.8964695977699675,3.104816198348999,0.5316638539545516,0.8585434380195117,0.21292852116215943,0.0107570121644717,0.7763144666733689,0.7217939747158899,160,142,9947,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/checkpoints/indian_pines_spectral_gated_qnn_proto_shot10_seed1.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/features/indian_pines_shot10_seed1_features.npz
indian_pines,10,2,hybridsn_small,0.8311048557353976,0.7414587218735802,1.4959189371223,1.5033028721809387,1.7801150823680993,0.1688951442646024,0.014074595355383532,0.817030260380014,1.8227195949363426,1.5558071732521057,0.427338387526115,0.49742776902193075,0.1688951442646024,0.024127877752086056,0.8069769779833116,0.5067318843061598,160,142,9947,checkpoint:result/hybridsn_small_fewshot_3datasets/checkpoints/indian_pines_shot10_seed2.pt
indian_pines,10,2,spectral_qnn_gated_proto,0.8441741228511109,0.7451638708988354,2.020195211889171,2.703989267349243,2.2085437091883957,0.15582587714888912,0.005227706846285312,0.8389464160048256,2.5544706088125353,2.7579710483551025,0.5627487237678777,0.8080026190629508,0.15582587714888912,0.007137830501658791,0.8370362923494521,0.699143493423966,160,142,9947,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/checkpoints/indian_pines_spectral_gated_qnn_proto_shot10_seed2.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/features/indian_pines_shot10_seed2_features.npz
indian_pines,10,3,hybridsn_small,0.7942093093394993,0.7120680155866488,1.8713435266320757,1.8499430418014526,2.4008433711778707,0.20579069066050065,0.012767668643812204,0.7814416406956871,2.3726633708359754,2.012910842895508,0.45253133431444503,0.586217390890384,0.20579069066050065,0.022921483864481753,0.7712878254750176,0.5760739904454827,160,142,9947,checkpoint:result/hybridsn_small_fewshot_3datasets/checkpoints/indian_pines_shot10_seed3.pt
indian_pines,10,3,spectral_qnn_gated_proto,0.8075801749271136,0.7256577181223761,1.9211485995615665,2.553027868270874,2.25006254567754,0.1924198250728863,0.007439428973559867,0.8001407459535539,2.502862432167328,2.6422576904296875,0.5133006746128584,0.7618221183962959,0.1924198250728863,0.010455413692570624,0.7971247612345431,0.6633223494703293,160,142,9947,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/checkpoints/indian_pines_spectral_gated_qnn_proto_shot10_seed3.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/features/indian_pines_shot10_seed3_features.npz
indian_pines,10,4,hybridsn_small,0.8298984618477933,0.7338603685127811,2.461118037207478,3.1488252878189087,2.652797572512423,0.1701015381522067,0.007338896149592842,0.8225595656982004,3.054532632129938,3.21502423286438,0.5793403743607216,0.8625908275836148,0.1701015381522067,0.009952749572735498,0.8199457122750579,0.7243208732777167,160,142,9947,checkpoint:result/hybridsn_small_fewshot_3datasets/checkpoints/indian_pines_shot10_seed4.pt
indian_pines,10,4,spectral_qnn_gated_proto,0.8258771488891123,0.7272275257657506,1.4781767676336401,2.0858795642852783,1.7677145445007887,0.1741228511108877,0.007942093093394994,0.8179350557957173,1.9687117019618974,2.150012493133545,0.40283797250116915,0.5645819748741532,0.1741228511108877,0.012767668643812204,0.8131094802453,0.5138000351911429,160,142,9947,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/checkpoints/indian_pines_spectral_gated_qnn_proto_shot10_seed4.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/features/indian_pines_shot10_seed4_features.npz
pavia_university,5,0,hybridsn_small,0.7821111137168453,0.7562441324856095,1.450631551230292,1.5971084535121918,1.9092350330435444,0.2178888862831547,0.01615815764170634,0.7659529560751389,1.836752816240626,1.6794752776622772,0.3980181448122308,0.487339184699924,0.2178888862831547,0.03196454116929716,0.7501465725475481,0.4788596036828541,45,90,42641,checkpoint:result/hybridsn_small_fewshot_3datasets/checkpoints/pavia_university_shot5_seed0.pt
pavia_university,5,0,spectral_qnn_gated_proto,0.8207359114467296,0.8098363027483079,1.998178053993184,2.72916316986084,2.1396782862443975,0.17926408855327033,0.0053938697497713465,0.8153420416969583,2.5348428321815235,2.7599453926086426,0.5382131842508913,0.782625672245823,0.17926408855327033,0.007832836940972303,0.8129030745057574,0.6765056793732936,45,90,42641,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot5_seed0.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/features/pavia_university_shot5_seed0_features.npz
