dataset,shot,seed,model,OA,Macro-F1,mean_true_logit_margin,median_true_logit_margin,std_true_logit_margin,negative_logit_margin_rate,low_logit_margin_rate,safe_logit_margin_rate,mean_top1_top2_margin,median_top1_top2_margin,mean_true_prob_margin,median_true_prob_margin,negative_prob_margin_rate,low_prob_margin_rate,safe_prob_margin_rate,mean_top1_top2_prob_margin,train_size,validation_size,test_size,logit_source
pavia_university,5,1,hybridsn_small,0.8252620717150161,0.781858454141064,2.181210518895304,2.48016619682312,2.082793751901525,0.17473792828498394,0.008794352852888066,0.816467718862128,2.526471037771278,2.5009653568267822,0.5727340253121798,0.8027615003728127,0.17473792828498394,0.011725803803850753,0.8135362679111653,0.6686217346059978,45,90,42641,checkpoint:result/hybridsn_small_fewshot_3datasets/checkpoints/pavia_university_shot5_seed1.pt
pavia_university,5,1,spectral_qnn_gated_proto,0.7976595295607514,0.7790983003467837,0.7104157720006451,0.8646268248558044,1.1896025629177314,0.2023404704392486,0.019371027883961445,0.77828850167679,1.0145562559240358,0.9114636182785034,0.24537106178218193,0.2859495297226883,0.2023404704392486,0.029760090054173214,0.7678994395065781,0.31432130599089647,45,90,42641,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot5_seed1.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/features/pavia_university_shot5_seed1_features.npz
pavia_university,5,2,hybridsn_small,0.7074880983091391,0.7326794305544678,0.6052452732901122,0.9668042361736298,2.6031568229937823,0.2925119016908609,0.019628995567646162,0.687859102741493,1.6014187201080552,1.4124775230884552,0.2688107335002802,0.30939757530404416,0.2925119016908609,0.03588095963978331,0.6716071386693557,0.475342915249263,45,90,42641,checkpoint:result/hybridsn_small_fewshot_3datasets/checkpoints/pavia_university_shot5_seed2.pt
pavia_university,5,2,spectral_qnn_gated_proto,0.719354611758636,0.7488492854902509,1.1478499759341394,1.8570419549942017,2.323400413885799,0.2806453882413639,0.010177997701742455,0.7091766140568936,2.0432108244798948,2.1608407497406006,0.36000386277683405,0.6498660752427732,0.2806453882413639,0.013085997045097442,0.7062686147135386,0.6067946805479104,45,90,42641,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot5_seed2.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/features/pavia_university_shot5_seed2_features.npz
pavia_university,5,3,hybridsn_small,0.7253113200909922,0.7826944616391898,1.352307564789839,1.8627677410840988,2.2420936676603977,0.27468867990900775,0.009146126967003588,0.7161651931239886,2.0874368182633405,2.013376146554947,0.39132803409780875,0.6023541808319913,0.27468867990900775,0.014962125653713562,0.7103491944372787,0.573852044343029,45,90,42641,checkpoint:result/hybridsn_small_fewshot_3datasets/checkpoints/pavia_university_shot5_seed3.pt
pavia_university,5,3,spectral_qnn_gated_proto,0.757463474121151,0.7602042949567764,0.9941513659628007,1.4281902313232422,1.5643023135996588,0.242536525878849,0.01165544898102765,0.7458080251401233,1.4877381269518826,1.4884132146835327,0.3320734366406898,0.48258447235895785,0.242536525878849,0.01662718979386037,0.7408362843272907,0.4635989853956072,45,90,42641,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot5_seed3.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/features/pavia_university_shot5_seed3_features.npz
pavia_university,5,4,hybridsn_small,0.7886775638470017,0.7563480997563148,1.4964042603954257,1.6791614592075348,1.9272443473182754,0.21132243615299828,0.010318707347388663,0.778358856499613,2.005899847032197,1.8646088689565659,0.4196939794857882,0.5395053682526939,0.21132243615299828,0.017917028212283952,0.7707605356347178,0.5528350974608376,45,90,42641,checkpoint:result/hybridsn_small_fewshot_3datasets/checkpoints/pavia_university_shot5_seed4.pt
pavia_university,5,4,spectral_qnn_gated_proto,0.7811730494125372,0.757479819967925,0.789759191086134,1.2779231071472168,1.4634017322305075,0.21882695058746277,0.012265190778827888,0.7689078586337094,1.3498956163388203,1.4166021943092346,0.25241793432503346,0.38467588065108593,0.21882695058746277,0.02145822096104688,0.7597148284514903,0.3898742658048831,45,90,42641,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_seed4_5shot/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot5_seed4.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_seed4_5shot/features/pavia_university_shot5_seed4_features.npz
pavia_university,10,0,hybridsn_small,0.8975490656399662,0.8622790436612413,2.2891968086058836,2.6530390456318855,1.7981440057044922,0.1024509343600338,0.007442013334585407,0.8901070523053808,2.5457050324817514,2.6878778636455536,0.6203988393730868,0.8042657892778706,0.1024509343600338,0.010306132031176637,0.8872429336087896,0.6913115900237641,90,90,42596,checkpoint:result/hybridsn_small_fewshot_pavia_salinas_5_10shot/checkpoints/pavia_university_shot10_seed0.pt
pavia_university,10,0,spectral_qnn_gated_proto,0.9062118508780167,0.8762511554747529,1.7376766700424033,2.112137198448181,1.250580082532364,0.09378814912198329,0.006549910789745516,0.8996619400882712,1.9399295955678633,2.1218920201063156,0.5048266257232228,0.6264228519903037,0.09378814912198329,0.009460982251854634,0.896750868626162,0.5605559538773937,90,90,42596,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed0_2/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot10_seed0.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed0_2/features/pavia_university_shot10_seed0_features.npz
pavia_university,10,1,hybridsn_small,0.7473471687482393,0.633134598405753,0.5856525594525692,0.4996192157268524,0.738599156406276,0.25265283125176075,0.03479199924875575,0.7125551694994835,0.723241566361659,0.5445858631283045,0.14508096460784936,0.08879088505459261,0.25265283125176075,0.14008357592262186,0.6072635928256175,0.16785292988995854,90,90,42596,checkpoint:result/hybridsn_small_fewshot_pavia_salinas_5_10shot/checkpoints/pavia_university_shot10_seed1.pt
pavia_university,10,1,spectral_qnn_gated_proto,0.8563245375152596,0.8550362708990947,2.0629422561280966,2.6374820470809937,2.1109962683104078,0.14367546248474036,0.00589257207249507,0.8504319654427646,2.483425910981702,2.6559247970581055,0.6096745385020905,0.826811501346156,0.14367546248474036,0.006714245469058127,0.8496102920462015,0.705359529965238,90,90,42596,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed0_2/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot10_seed1.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed0_2/features/pavia_university_shot10_seed1_features.npz
pavia_university,10,2,hybridsn_small,0.8009907033524275,0.8129194504847996,1.0961535025651639,1.385570228099823,2.300623222059423,0.19900929664757255,0.02784298995210818,0.7731477134003193,1.6730725297569482,1.5035617351531982,0.38491817513043286,0.5113680979240656,0.19900929664757255,0.04214010705230538,0.7588505963001221,0.5026576639449193,90,90,42596,checkpoint:result/hybridsn_small_fewshot_pavia_salinas_5_10shot/checkpoints/pavia_university_shot10_seed2.pt
pavia_university,10,2,spectral_qnn_gated_proto,0.8662315710395342,0.8808482033701287,1.6288937344131416,2.2097233533859253,1.8496530842228478,0.13376842896046579,0.0057986665414592915,0.860432904498075,2.0964066621996387,2.2264218628406525,0.5079623837955343,0.7008822696626119,0.13376842896046579,0.007418536951826462,0.8588130340877078,0.6285623836204612,90,90,42596,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed0_2/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot10_seed2.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed0_2/features/pavia_university_shot10_seed2_features.npz
pavia_university,10,3,hybridsn_small,0.8418865621185088,0.8359958329237123,2.0590241439221004,2.1033289283514023,2.1008157362228164,0.1581134378814912,0.007676777162174852,0.8342097849563339,2.3488182700018077,2.1068368554115295,0.5277626017575544,0.6785868839845026,0.1581134378814912,0.012606817541553197,0.8292797445769556,0.5971509906266864,90,90,42596,checkpoint:result/hybridsn_small_fewshot_pavia_salinas_5_10shot/checkpoints/pavia_university_shot10_seed3.pt
pavia_university,10,3,spectral_qnn_gated_proto,0.8617710583153347,0.8736389848740118,1.104835060190523,1.390198290348053,0.98751750247908,0.13822894168466524,0.00995398628979247,0.8518170720255424,1.312457617233525,1.401368796825409,0.32937259237900884,0.4038759938675529,0.13822894168466524,0.016245656869189596,0.8455254014461452,0.38672123228588684,90,90,42596,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed3/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot10_seed3.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed3/features/pavia_university_shot10_seed3_features.npz
pavia_university,10,4,hybridsn_small,0.8253122358906939,0.8155510640620265,1.5330628593636666,1.7873350083827972,1.732496419653911,0.17468776410930603,0.009554887782890412,0.8157573481078035,1.8954767953466094,1.8113593459129333,0.45606621169758743,0.5744019781995513,0.17468776410930603,0.017654239834726266,0.8076579960559677,0.5456113954108442,90,90,42596,checkpoint:result/hybridsn_small_fewshot_pavia_salinas_5_10shot/checkpoints/pavia_university_shot10_seed4.pt
pavia_university,10,4,spectral_qnn_gated_proto,0.8252183303596582,0.8205843596773512,1.4728224131369911,2.108496278524399,1.7920392426308145,0.1747816696403418,0.007254202272513851,0.8179641280871444,2.0149927236480765,2.185059070587158,0.4496496010593272,0.6539610215696272,0.1747816696403418,0.009977462672551413,0.8152408676871068,0.5929597945588058,90,90,42596,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed4/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot10_seed4.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed4/features/pavia_university_shot10_seed4_features.npz
salinas,5,0,hybridsn_small,0.7296479801072575,0.7128303011819559,0.3455228520923089,0.23451077938079834,0.5348904001242099,0.2703520198927425,0.10425133144055374,0.6253966486667037,0.4375192403806331,0.25818777084350586,0.05763957058968897,0.025889633663080086,0.2703520198927425,0.4079867876561079,0.3216611924511496,0.06824571615991669,80,160,53889,checkpoint:result/hybridsn_small_fewshot_pavia_salinas_5_10shot/checkpoints/salinas_shot5_seed0.pt
salinas,5,0,spectral_qnn_gated_proto,0.8924641392491974,0.9294111246222032,1.4427088024913706,1.368169903755188,1.3119747235118697,0.10753586075080257,0.11430904266176771,0.7781550965874298,1.4917767245236953,1.3837192058563232,0.4212402749828925,0.4989258771609695,0.10753586075080257,0.13251312883890962,0.7599510104102878,0.43665121605782575,80,160,53889,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_salinas_partial/checkpoints/salinas_spectral_gated_qnn_prototype_shot5_seed0.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_salinas_partial/features/salinas_shot5_seed0_features.npz
salinas,5,1,hybridsn_small,0.8907012562860696,0.9443623761058901,1.8860310128079347,1.74465212225914,1.7153498507692335,0.10929874371393049,0.20317690066618418,0.6875243556198853,1.9087903593783275,1.7510154247283936,0.46884228766296987,0.5408489941317282,0.10929874371393049,0.2188201673810982,0.6718810889049713,0.47641099864345937,80,160,53889,checkpoint:result/hybridsn_small_fewshot_pavia_salinas_5_10shot/checkpoints/salinas_shot5_seed1.pt
salinas,5,1,spectral_qnn_gated_proto,0.8518250477834066,0.938500902860451,2.410094792847975,2.8364369869232178,1.9512224494184622,0.14817495221659338,0.027408190910946574,0.82441685687246,2.5260309028120904,2.839085102081299,0.5793119395202243,0.8349966523864296,0.14817495221659338,0.029282413850693093,0.8225426339327135,0.6302777895911126,80,160,53889,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed1_2_5shot/checkpoints/salinas_spectral_gated_qnn_prototype_shot5_seed1.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed1_2_5shot/features/salinas_shot5_seed1_features.npz
salinas,5,2,hybridsn_small,0.8953033086529718,0.9336908174456904,2.3055357984506446,2.2520259618759155,2.0016521388655577,0.10469669134702815,0.029913340384865185,0.8653899682681067,2.376490486724798,2.253036268055439,0.5609100068485932,0.7357347334263824,0.10469669134702815,0.03219580990554659,0.8631074987474253,0.5899669156854208,80,160,53889,checkpoint:result/hybridsn_small_fewshot_pavia_salinas_5_10shot/checkpoints/salinas_shot5_seed2.pt
salinas,5,2,spectral_qnn_gated_proto,0.8627178088292602,0.9201342749674054,1.7705423972635095,1.7296457290649414,1.5058454956874459,0.13728219117073986,0.025329844680732617,0.8373879641485276,1.8581620213190804,1.7426354885101318,0.4750660866250833,0.5830046703875097,0.13728219117073986,0.02943086715285123,0.8332869416764089,0.5094775316697029,80,160,53889,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed1_2_5shot/checkpoints/salinas_spectral_gated_qnn_prototype_shot5_seed2.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed1_2_5shot/features/salinas_shot5_seed2_features.npz
salinas,5,3,hybridsn_small,0.9286867449757835,0.9503084771706681,2.1485136499226205,2.1147884130477905,2.0037837689971787,0.07131325502421644,0.14607804932360965,0.782608695652174,2.188643217650837,2.1312680691480637,0.505018009605272,0.6370483337034079,0.07131325502421644,0.1589563732858283,0.7697303716899553,0.5174967537989191,80,160,53889,checkpoint:result/hybridsn_small_fewshot_pavia_salinas_5_10shot/checkpoints/salinas_shot5_seed3.pt
salinas,5,3,spectral_qnn_gated_proto,0.9077919426970253,0.9404256608261793,2.5009769797289185,3.3083417415618896,1.9553582662975244,0.09220805730297463,0.04882257974725825,0.8589693629497671,2.573007128691843,3.308516502380371,0.5907657527524558,0.8711858840251172,0.09220805730297463,0.05188442910426989,0.8559075135927555,0.6186427934745576,80,160,53889,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed3_4_5shot/checkpoints/salinas_spectral_gated_qnn_prototype_shot5_seed3.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed3_4_5shot/features/salinas_shot5_seed3_features.npz
salinas,5,4,hybridsn_small,0.9022991705171742,0.9422022730840924,1.5393046591094572,1.4118620157241821,1.3204180770195064,0.09770082948282581,0.040119504908237305,0.8621796656089369,1.5796000591779469,1.4130499362945557,0.4177746118033487,0.41170428107468404,0.09770082948282581,0.052348345673514075,0.8499508248436601,0.43280350960360153,80,160,53889,checkpoint:result/hybridsn_small_fewshot_pavia_salinas_5_10shot/checkpoints/salinas_shot5_seed4.pt
salinas,5,4,spectral_qnn_gated_proto,0.893447642375995,0.9393297851005749,1.297003404692043,1.4585223197937012,0.9800118428078461,0.1065523576240049,0.02989478372209542,0.8635528586538996,1.3621796494073217,1.4609549045562744,0.35810818134525074,0.3674282978321275,0.1065523576240049,0.03748445879493032,0.8559631835810648,0.38221657262883496,80,160,53889,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed3_4_5shot/checkpoints/salinas_spectral_gated_qnn_prototype_shot5_seed4.pt;features:npz:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed3_4_5shot/features/salinas_shot5_seed4_features.npz
