dataset,shot,model,class_id,class_name,support,OA_or_recall,F1,mean_true_logit_margin,negative_logit_margin_rate,mean_true_prob_margin,negative_prob_margin_rate
indian_pines,10,hybridsn_small,6,Grass-pasture-mowed,10,1.0,0.45116284061517326,3.652675951917966,0.0,0.8789510812040561,0.0
indian_pines,10,hybridsn_small,7,Hay-windrowed,10,1.0,0.9686319377871324,5.253598862732293,0.0,0.9525450342369881,0.0
indian_pines,10,hybridsn_small,8,Oats,10,1.0,0.22247686507525555,2.3247846610844136,0.0,0.7026805466201063,0.0
indian_pines,10,hybridsn_small,9,Soybean-notill,10,0.8153361344537815,0.7849559411947384,1.766247666774889,0.1846638655462185,0.4877602890164875,0.1846638655462185
indian_pines,10,hybridsn_small,10,Soybean-mintill,10,0.7123613963039015,0.8132647587057861,1.012503682387901,0.28763860369609856,0.334299162894055,0.28763860369609856
indian_pines,10,hybridsn_small,11,Soybean-clean,10,0.6191972076788831,0.6912481430514272,0.3182122267116297,0.3808027923211169,0.11874330552070497,0.3808027923211169
indian_pines,10,hybridsn_small,12,Wheat,10,0.9881081081081081,0.7545577648825338,2.5375281496194972,0.011891891891891892,0.7475495562195702,0.011891891891891892
indian_pines,10,hybridsn_small,13,Woods,10,0.9190361445783133,0.9361808949665814,3.2772873371531324,0.08096385542168674,0.7542354010439674,0.08096385542168674
indian_pines,10,hybridsn_small,14,Buildings-Grass-Trees-Drives,10,0.9950819672131146,0.7797424114978091,3.968298709687976,0.0049180327868852455,0.8554693739159276,0.0049180327868852455
indian_pines,10,hybridsn_small,15,Stone-Steel-Towers,10,1.0,0.5616903408270152,2.15483846370488,0.0,0.7210433609793476,0.0
indian_pines,10,spectral_qnn_gated_proto,0,Alfalfa,10,1.0,0.43484225839095964,3.430003398862378,0.0,0.8287025804271202,0.0
indian_pines,10,spectral_qnn_gated_proto,1,Corn-notill,10,0.7171875,0.7554954946085346,1.0637217643779215,0.2828125,0.31358749165091676,0.2828125
indian_pines,10,spectral_qnn_gated_proto,2,Corn-mintill,10,0.7511111111111111,0.7772704232745187,1.0538887134194375,0.24888888888888888,0.33415639170957245,0.24888888888888888
indian_pines,10,spectral_qnn_gated_proto,3,Corn,10,0.9778801843317971,0.8469165930337482,2.8874646082451814,0.022119815668202765,0.7613526408109931,0.022119815668202765
indian_pines,10,spectral_qnn_gated_proto,4,Grass-pasture,10,0.8064794816414688,0.8587944324597124,2.0586302771552853,0.19352051835853132,0.5431380890374129,0.19352051835853132
indian_pines,10,spectral_qnn_gated_proto,5,Grass-trees,10,0.9084507042253522,0.8604423467932047,2.471389386150199,0.09154929577464789,0.6378121862671262,0.09154929577464789
indian_pines,10,spectral_qnn_gated_proto,6,Grass-pasture-mowed,10,1.0,0.4265526883878724,3.47842223962148,0.0,0.834947389140001,0.0
indian_pines,10,spectral_qnn_gated_proto,7,Hay-windrowed,10,1.0,0.9628685662125214,3.6539407992857513,0.0,0.8531811306989843,0.0
indian_pines,10,spectral_qnn_gated_proto,8,Oats,10,0.975,0.21052868849479017,2.641898500919342,0.025,0.6999912343378505,0.025
indian_pines,10,spectral_qnn_gated_proto,9,Soybean-notill,10,0.8121848739495798,0.782893588126879,1.544462323789837,0.18781512605042017,0.46514214340963767,0.18781512605042017
indian_pines,10,spectral_qnn_gated_proto,10,Soybean-mintill,10,0.7296098562628337,0.8244503160404527,1.122452930002196,0.27039014373716636,0.36299333879837775,0.27039014373716636
indian_pines,10,spectral_qnn_gated_proto,11,Soybean-clean,10,0.6233856893542757,0.673117431894475,0.6391153628237378,0.37661431064572426,0.2066409512990995,0.37661431064572426
indian_pines,10,spectral_qnn_gated_proto,12,Wheat,10,0.9978378378378379,0.788347272934603,3.3690999037510636,0.002162162162162162,0.8338923134523715,0.002162162162162162
indian_pines,10,spectral_qnn_gated_proto,13,Woods,10,0.9307630522088353,0.9368436531927766,3.0562107004452663,0.06923694779116465,0.7222114232307918,0.06923694779116465
indian_pines,10,spectral_qnn_gated_proto,14,Buildings-Grass-Trees-Drives,10,0.994535519125683,0.7550293217192917,3.3533665409830755,0.00546448087431694,0.8132035163356924,0.00546448087431694
indian_pines,10,spectral_qnn_gated_proto,15,Stone-Steel-Towers,10,0.9945205479452055,0.5971917491804105,2.3694218642091096,0.005479452054794521,0.7342524794342682,0.005479452054794521
pavia_university,5,hybridsn_small,0,Asphalt,5,0.679776299879081,0.7322429398134768,0.6798164619979175,0.320223700120919,0.21816100250490775,0.320223700120919
pavia_university,5,hybridsn_small,1,Meadows,5,0.7052270044005582,0.8097828084539772,1.1992709319315589,0.2947729955994419,0.36880064001274643,0.2947729955994419
pavia_university,5,hybridsn_small,2,Gravel,5,0.8221689059500961,0.7510205235700577,1.6349413978730485,0.17783109404990402,0.4824984221594112,0.17783109404990402
pavia_university,5,hybridsn_small,3,Trees,5,0.755526402099049,0.5882858568125171,1.3022343645379817,0.24447359790095113,0.3642641621870256,0.24447359790095113
pavia_university,5,hybridsn_small,4,Painted metal sheets,5,0.9664661654135338,0.913089133595764,3.4206072908637104,0.033533834586466166,0.7968073212063101,0.033533834586466166
pavia_university,5,hybridsn_small,5,Bare Soil,5,0.9156362185879537,0.8252241953663774,2.5348886737553764,0.08436378141204628,0.6878312187086258,0.08436378141204628
pavia_university,5,hybridsn_small,6,Bitumen,5,0.973384030418251,0.8769301459341771,2.916255210335845,0.026615969581749048,0.7218302518322182,0.026615969581749048
pavia_university,5,hybridsn_small,7,Self-Blocking Bricks,5,0.8781565312244342,0.7312899159349228,1.1973535788340992,0.12184346877556584,0.37465616443749356,0.12184346877556584
pavia_university,5,hybridsn_small,8,Shadows,5,0.6663090128755365,0.6298187219566929,0.7742393547142935,0.3336909871244636,0.24081054304311333,0.3336909871244636
pavia_university,5,spectral_qnn_gated_proto,0,Asphalt,5,0.6863663845223699,0.7544097057918482,0.5965276250612337,0.31363361547762997,0.22634219084285312,0.31363361547762997
pavia_university,5,spectral_qnn_gated_proto,1,Meadows,5,0.7282601695824835,0.8304656751646793,0.8271711827239905,0.27173983041751637,0.27458329062691283,0.27173983041751637
pavia_university,5,spectral_qnn_gated_proto,2,Gravel,5,0.8559500959692897,0.7125471516343014,1.6149780603565431,0.14404990403071016,0.47735546779080373,0.14404990403071016
pavia_university,5,spectral_qnn_gated_proto,3,Trees,5,0.6776648081338144,0.5704174520809232,0.8293286800116946,0.32233519186618564,0.2662975719666039,0.32233519186618564
pavia_university,5,spectral_qnn_gated_proto,4,Painted metal sheets,5,0.9873684210526316,0.9435507371621087,3.205829082479826,0.01263157894736842,0.798617850737358,0.01263157894736842
pavia_university,5,spectral_qnn_gated_proto,5,Bare Soil,5,0.9413242919824493,0.8053392443724412,1.9769029351556564,0.05867570801755086,0.5334395440503744,0.05867570801755086
pavia_university,5,spectral_qnn_gated_proto,6,Bitumen,5,0.9834220532319392,0.8766093505516995,2.4607341763615156,0.016577946768060837,0.6891299825686715,0.016577946768060837
pavia_university,5,spectral_qnn_gated_proto,7,Self-Blocking Bricks,5,0.849522770657213,0.7149437540910423,1.2447545400030051,0.15047722934278704,0.38708273633279466,0.15047722934278704
pavia_university,5,spectral_qnn_gated_proto,8,Shadows,5,0.7036480686695279,0.7315593354690353,0.9349503198810434,0.2963519313304721,0.27266783144065243,0.2963519313304721
pavia_university,10,hybridsn_small,0,Asphalt,10,0.6340644380577825,0.7193519799105886,0.5962632047728973,0.36593556194221744,0.18749931856521337,0.36593556194221744
pavia_university,10,hybridsn_small,1,Meadows,10,0.8444360942616351,0.9070657620458501,1.8216154317096147,0.1555639057383649,0.4960955450353978,0.1555639057383649
pavia_university,10,hybridsn_small,2,Gravel,10,0.8975468975468974,0.7895836635834053,1.5632518215090379,0.10245310245310243,0.44337343929480816,0.10245310245310243
pavia_university,10,hybridsn_small,3,Trees,10,0.816754270696452,0.5940450562748086,1.0049334790998041,0.18324572930354796,0.3159208010216882,0.18324572930354796
pavia_university,10,hybridsn_small,4,Painted metal sheets,10,0.9772075471698113,0.9129703730655763,2.2845569393698058,0.02279245283018868,0.6256194096843924,0.02279245283018868
pavia_university,10,hybridsn_small,5,Bare Soil,10,0.9580754641645038,0.9254245934682167,2.166948322569671,0.04192453583549611,0.5931212471848072,0.04192453583549611
pavia_university,10,hybridsn_small,6,Bitumen,10,0.9960305343511451,0.8637163376745646,2.309075623907021,0.003969465648854962,0.6536473200067574,0.003969465648854962
pavia_university,10,hybridsn_small,7,Self-Blocking Bricks,10,0.7347897323866739,0.6869402643820013,0.6831591869795473,0.26521026761332606,0.2482702606038619,0.26521026761332606
pavia_university,10,hybridsn_small,8,Shadows,10,0.7290183387270766,0.728685950762547,0.9037617907075749,0.2709816612729234,0.2716428917032684,0.2709816612729234
pavia_university,10,spectral_qnn_gated_proto,0,Asphalt,10,0.7753743760399334,0.8240192585389524,0.9808305229578348,0.22462562396006652,0.32589242116467443,0.22462562396006652
pavia_university,10,spectral_qnn_gated_proto,1,Meadows,10,0.8324547748134629,0.9041134284484607,1.397824982907752,0.1675452251865371,0.4300691032942782,0.1675452251865371
pavia_university,10,spectral_qnn_gated_proto,2,Gravel,10,0.8479076479076479,0.8379240023629348,1.6655291169906907,0.1520923520923521,0.5012797773444777,0.1520923520923521
pavia_university,10,spectral_qnn_gated_proto,3,Trees,10,0.8325229960578187,0.6681284664605445,1.3347680450264736,0.16747700394218132,0.4200840946258667,0.16747700394218132
pavia_university,10,spectral_qnn_gated_proto,4,Painted metal sheets,10,0.9992452830188678,0.9676235003750163,3.1967548625834707,0.0007547169811320754,0.7904526715944675,0.0007547169811320754
pavia_university,10,spectral_qnn_gated_proto,5,Bare Soil,10,0.9888999800359354,0.9134812965570575,2.484887460160318,0.011100019964064683,0.6932565003073685,0.011100019964064683
pavia_university,10,spectral_qnn_gated_proto,6,Bitumen,10,0.9993893129770992,0.9148751215273896,2.53685517016713,0.0006106870229007634,0.7058732731718355,0.0006106870229007634
pavia_university,10,spectral_qnn_gated_proto,7,Self-Blocking Bricks,10,0.9512834516657565,0.8455959049114435,1.8589926280864582,0.04871654833424359,0.5856094621977153,0.04871654833424359
pavia_university,10,spectral_qnn_gated_proto,8,Shadows,10,0.8261057173678532,0.8756851745498111,1.4576589965817095,0.1738942826321467,0.41266572554970915,0.1738942826321467
salinas,5,hybridsn_small,0,Brocoli_green_weeds_1,5,0.9989969909729186,0.9994979667224033,2.75569601178664,0.001003009027081244,0.6528417369438813,0.001003009027081244
salinas,5,hybridsn_small,1,Brocoli_green_weeds_2,5,0.9997844246833738,0.9908737715334576,2.804911967622715,0.0002155753166262463,0.6801824413236418,0.0002155753166262463
salinas,5,hybridsn_small,2,Fallow,5,0.9067822539520651,0.9351323761349051,2.164729299571001,0.09321774604793473,0.5515635179282594,0.09321774604793473
salinas,5,hybridsn_small,3,Fallow_rough_plow,5,0.9659173313995648,0.8206672332618619,1.2115749110079401,0.034082668600435094,0.3459203329198145,0.034082668600435094
salinas,5,hybridsn_small,4,Fallow_smooth,5,0.8038302666165977,0.8304572112160384,1.1429996675460932,0.1961697333834022,0.36402935196649977,0.1961697333834022
salinas,5,hybridsn_small,5,Stubble,5,0.9910243407707912,0.9652565720130198,2.8360226691810086,0.008975659229208925,0.6754038929063796,0.008975659229208925
salinas,5,hybridsn_small,6,Celery,5,0.8806397306397307,0.9199152553130248,2.3177581934135003,0.11936026936026937,0.5728960109155481,0.11936026936026937
salinas,5,hybridsn_small,7,Grapes_untrained,5,0.7583155650319829,0.7743771036773328,0.12900718238021697,0.2416844349680171,0.04144552309737505,0.2416844349680171
salinas,5,hybridsn_small,8,Soil_vinyard_develop,5,1.0,0.9741210177667462,3.7843809460122415,0.0,0.7867938844184363,0.0
salinas,5,hybridsn_small,9,Corn_senesced_green_weeds,5,0.8938400245173153,0.9373168747246096,2.3044522160396905,0.10615997548268466,0.5521395697924614,0.10615997548268466
salinas,5,hybridsn_small,10,Lettuce_romaine_4wk,5,0.9962013295346628,0.945526600463185,1.5181514279777137,0.0037986704653371326,0.4457626103811544,0.0037986704653371326
salinas,5,hybridsn_small,11,Lettuce_romaine_5wk,5,0.9289748953974897,0.9536092699418154,1.4077691618571344,0.07102510460251046,0.4357630788681073,0.07102510460251046
salinas,5,hybridsn_small,12,Lettuce_romaine_6wk,5,0.8019977802441731,0.82784621882196,0.47081702310554724,0.19800221975582685,0.17311454946238103,0.19800221975582685
salinas,5,hybridsn_small,13,Lettuce_romaine_7wk,5,0.9518483412322274,0.8969690750549674,0.7447682679193844,0.04815165876777251,0.2533507994098012,0.04815165876777251
salinas,5,hybridsn_small,14,Vinyard_untrained,5,0.6719977940162691,0.5906574124934434,0.11859472294593702,0.3280022059837308,0.06755553734604985,0.3280022059837308
salinas,5,hybridsn_small,15,Vinyard_vertical_trellis,5,0.99375,0.9846376248237811,3.1180275148129764,0.00625,0.6993118111509526,0.00625
salinas,5,spectral_qnn_gated_proto,0,Brocoli_green_weeds_1,5,0.9996990972918756,0.9994487093073472,2.9686388891044566,0.00030090270812437313,0.7509919614707081,0.00030090270812437313
salinas,5,spectral_qnn_gated_proto,1,Brocoli_green_weeds_2,5,0.9991915925626517,0.9995145193151307,2.9098866834369224,0.0008084074373484237,0.7133394438737573,0.0008084074373484237
salinas,5,spectral_qnn_gated_proto,2,Fallow,5,0.9990821009688935,0.9912622688056946,2.8431103899991372,0.0009178990311065783,0.7153612801913335,0.0009178990311065783
salinas,5,spectral_qnn_gated_proto,3,Fallow_rough_plow,5,0.9860768672951414,0.9233764398095572,1.9147477977858496,0.013923132704858593,0.5588895033198729,0.013923132704858593
salinas,5,spectral_qnn_gated_proto,4,Fallow_smooth,5,0.9427713105520089,0.9630428582315265,1.7100828643092256,0.05722868944799099,0.5099067058706745,0.05722868944799099
salinas,5,spectral_qnn_gated_proto,5,Stubble,5,0.9958417849898581,0.9890325925152338,3.0999406611459976,0.004158215010141987,0.778170851893822,0.004158215010141987
salinas,5,spectral_qnn_gated_proto,6,Celery,5,0.9754769921436587,0.9852613569396924,3.209218640985045,0.02452300785634119,0.746540964772589,0.02452300785634119
salinas,5,spectral_qnn_gated_proto,7,Grapes_untrained,5,0.6713574982231699,0.7273575807235604,0.1480051581444008,0.3286425017768301,0.06180663598271854,0.3286425017768301
salinas,5,spectral_qnn_gated_proto,8,Soil_vinyard_develop,5,1.0,0.995803100929462,3.4930812945578587,0.0,0.8204890449946056,0.0
salinas,5,spectral_qnn_gated_proto,9,Corn_senesced_green_weeds,5,0.9293288384921852,0.9596867987243275,2.4570296316183566,0.0706711615078149,0.6298657789193749,0.0706711615078149
salinas,5,spectral_qnn_gated_proto,10,Lettuce_romaine_4wk,5,0.9958214624881292,0.9423923928446893,2.7560672250002307,0.004178537511870846,0.7263720844108836,0.004178537511870846
salinas,5,spectral_qnn_gated_proto,11,Lettuce_romaine_5wk,5,0.9778242677824268,0.9805797798779817,2.285920503348985,0.02217573221757322,0.6303403735618488,0.02217573221757322
salinas,5,spectral_qnn_gated_proto,12,Lettuce_romaine_6wk,5,0.8479467258601554,0.9117396177113053,0.8801037536212528,0.15205327413984462,0.31321636653121876,0.15205327413984462
salinas,5,spectral_qnn_gated_proto,13,Lettuce_romaine_7wk,5,0.9946919431279622,0.9228876473394813,1.6098502390531568,0.005308056872037915,0.5448256240364946,0.005308056872037915
salinas,5,spectral_qnn_gated_proto,14,Vinyard_untrained,5,0.7276161588308285,0.6498669486437996,0.19691296972505934,0.27238384116917136,0.08392481889216488,0.27238384116917136
salinas,5,spectral_qnn_gated_proto,15,Vinyard_vertical_trellis,5,0.9987723214285715,0.9957129830870148,3.291714618767479,0.0012276785714285714,0.8152345100552892,0.0012276785714285714
salinas,10,hybridsn_small,0,Brocoli_green_weeds_1,10,0.9998994469582705,0.9996483799170178,3.1971161017014587,0.00010055304172951231,0.7560546632767184,0.00010055304172951231
salinas,10,hybridsn_small,1,Brocoli_green_weeds_2,10,0.9997841338370211,0.9998920304999086,3.8830531701001405,0.00021586616297895306,0.8659345268508384,0.00021586616297895306
salinas,10,hybridsn_small,2,Fallow,10,0.9998977505112474,0.9934629505454738,3.229697046746216,0.00010224948875255625,0.7553654805726708,0.00010224948875255625
salinas,10,hybridsn_small,3,Fallow_rough_plow,10,0.995924308588064,0.8759295184538672,2.3446788766552875,0.0040756914119359534,0.6253978709226744,0.0040756914119359534
salinas,10,hybridsn_small,4,Fallow_smooth,10,0.8911211437170806,0.935196080026284,1.6762041336473463,0.10887885628291949,0.4753878507237813,0.10887885628291949
salinas,10,hybridsn_small,5,Stubble,10,0.9928408225437929,0.9855293242075802,4.5138025190656155,0.00715917745620716,0.8387125974641847,0.00715917745620716
salinas,10,hybridsn_small,6,Celery,10,0.9743186288283227,0.9859193449614894,3.941979054967759,0.025681371171677438,0.7278914920208975,0.025681371171677438
salinas,10,hybridsn_small,7,Grapes_untrained,10,0.8666785174651143,0.8796215364026665,0.17038568097968249,0.1333214825348858,0.07785798466485827,0.1333214825348858
salinas,10,hybridsn_small,8,Soil_vinyard_develop,10,1.0,0.9965433232065667,4.915295711710576,0.0,0.9107888361488949,0.0
salinas,10,hybridsn_small,9,Corn_senesced_green_weeds,10,0.9560466543891959,0.9735861662867379,3.190851372174411,0.043953345610804176,0.6962775533586404,0.043953345610804176
salinas,10,hybridsn_small,10,Lettuce_romaine_4wk,10,1.0,0.9698837200504983,2.1428313358398494,0.0,0.6077626041996242,0.0
salinas,10,hybridsn_small,11,Lettuce_romaine_5wk,10,0.9802831672784478,0.9881230150063136,1.9972485775722841,0.019716832721552176,0.5893908940419041,0.019716832721552176
salinas,10,hybridsn_small,12,Lettuce_romaine_6wk,10,0.9033482142857144,0.933176269383128,1.0727662929067654,0.09665178571428572,0.378114351701939,0.09665178571428572
salinas,10,hybridsn_small,13,Lettuce_romaine_7wk,10,0.9849523809523809,0.9399174191456346,1.0531175036472933,0.01504761904761905,0.38381522660649,0.01504761904761905
salinas,10,hybridsn_small,14,Vinyard_untrained,10,0.8295529801324504,0.8168404602302235,0.12646095708555338,0.17044701986754968,0.06011350528250285,0.17044701986754968
salinas,10,hybridsn_small,15,Vinyard_vertical_trellis,10,0.9952993844432008,0.9974153126722994,3.699835917629379,0.004700615556799104,0.8261521941587624,0.004700615556799104
salinas,10,spectral_qnn_gated_proto,0,Brocoli_green_weeds_1,10,0.9989944695827049,0.9990947176371214,3.009065078939847,0.0010055304172951233,0.7110610795885342,0.0010055304172951233
salinas,10,spectral_qnn_gated_proto,1,Brocoli_green_weeds_2,10,0.9992984349703183,0.9995138125262958,3.292569977905514,0.0007015650296815975,0.7435945274323481,0.0007015650296815975
salinas,10,spectral_qnn_gated_proto,2,Fallow,10,1.0,0.9917770723741646,2.908200827576144,0.0,0.7275048027988935,0.0
salinas,10,spectral_qnn_gated_proto,3,Fallow_rough_plow,10,0.9992721979621543,0.9345327634596728,2.9721550524755336,0.000727802037845706,0.7388125377786497,0.000727802037845706
salinas,10,spectral_qnn_gated_proto,4,Fallow_smooth,10,0.9527464258841233,0.9749108861820416,2.482103892310927,0.047253574115876606,0.6348622656397922,0.047253574115876606
salinas,10,spectral_qnn_gated_proto,5,Stubble,10,0.9992383853769994,0.9992380231831817,3.9124171988170864,0.0007616146230007616,0.8523104144872293,0.0007616146230007616
salinas,10,spectral_qnn_gated_proto,6,Celery,10,0.9942118572632761,0.9969335588442148,3.5762144994236644,0.005788142736723799,0.7464012004576596,0.005788142736723799
salinas,10,spectral_qnn_gated_proto,7,Grapes_untrained,10,0.8166918496133677,0.8066536718960726,0.36802250252767266,0.1833081503866323,0.14809578463969078,0.1833081503866323
salinas,10,spectral_qnn_gated_proto,8,Soil_vinyard_develop,10,1.0,0.9972306759795189,3.8979192757045453,0.0,0.8346387551540226,0.0
salinas,10,spectral_qnn_gated_proto,9,Corn_senesced_green_weeds,10,0.9553100061387354,0.9739668652380228,2.787192596745791,0.04468999386126458,0.6776261852955738,0.04468999386126458
salinas,10,spectral_qnn_gated_proto,10,Lettuce_romaine_4wk,10,0.9959923664122137,0.9727290839249875,2.8050348461470533,0.004007633587786259,0.6936964091571721,0.004007633587786259
salinas,10,spectral_qnn_gated_proto,11,Lettuce_romaine_5wk,10,0.9848977451494495,0.9873808174956394,2.6305232954387834,0.015102254850550606,0.6845786887886761,0.015102254850550606
salinas,10,spectral_qnn_gated_proto,12,Lettuce_romaine_6wk,10,0.9493303571428571,0.9657527003463622,1.4774642840826084,0.05066964285714286,0.5005932704373499,0.05066964285714286
salinas,10,spectral_qnn_gated_proto,13,Lettuce_romaine_7wk,10,0.9973333333333333,0.9615998611554828,2.0693242043767657,0.002666666666666667,0.6120948246196043,0.002666666666666667
salinas,10,spectral_qnn_gated_proto,14,Vinyard_untrained,10,0.6488962472406181,0.6378468203151958,0.3133745998390857,0.35110375275938194,0.13350483116181336,0.35110375275938194
salinas,10,spectral_qnn_gated_proto,15,Vinyard_vertical_trellis,10,0.9978735310576387,0.9949850087430026,3.6776550191053814,0.0021264689423615,0.8344344820856355,0.0021264689423615
