epoch,train_loss,validation_OA,validation_AA,validation_Kappa,validation_Macro-F1
1,2.750394701629302,0.08264462809917356,0.0625,0.0,0.009541984732824428
2,2.6546554755901832,0.22865013774104684,0.17291666666666666,0.15915915915915912,0.0784697693548295
3,2.521360442001301,0.162534435261708,0.12291666666666667,0.08708708708708712,0.0367831497147354
