0,1,2,3,4,5,6,7,8
4562,0,482,375,0,0,343,854,0
174,14765,131,397,5,2262,0,763,137
0,0,1861,0,8,0,0,208,7
684,255,86,1872,4,21,13,100,14
0,0,0,0,1330,0,0,0,0
0,2,0,0,0,5000,0,0,12
0,0,0,0,0,0,1315,0,0
0,20,1021,43,0,0,0,2583,0
46,0,0,14,2,0,145,0,725
