dataset,shot,model,loss_type,runs,oa_mean,oa_std,aa_mean,aa_std,kappa_mean,kappa_std,macro_f1_mean,macro_f1_std,weighted_f1_mean,weighted_f1_std
pavia_university,10,spectral_qnn_confguardb_gated_supcon,SupCon,5,0.8518499389614048,0.026281634241685507,0.8869098463959151,0.02283396171539656,0.8105415330466459,0.032666825751478265,0.8485698573478524,0.020795348587031623,0.859486927424426,0.026120382601117136
salinas,10,spectral_qnn_confguardb_gated_supcon,SupCon,5,0.9198238212938357,0.036111831074051935,0.9622017642142566,0.013956167590859887,0.9107251687256943,0.04032855216678754,0.9569081074365249,0.013641994358597833,0.9194428748699688,0.037024241732570226
