dataset,shot,model,loss_type,seed,oa,aa,kappa,macro_f1,weighted_f1
pavia_university,10,spectral_qnn_confguardb_gated_supcon,SupCon,0,0.8913982533571227,0.8939097931274702,0.8586457122654398,0.8500740462863071,0.8939019169777356
pavia_university,10,spectral_qnn_confguardb_gated_supcon,SupCon,1,0.8157573481078035,0.8512406877107165,0.7650421518614964,0.8139396551721236,0.8214167286812649
pavia_university,10,spectral_qnn_confguardb_gated_supcon,SupCon,2,0.8697765048361349,0.921922976308357,0.8342604844710994,0.8769182370881367,0.8833183214640147
pavia_university,10,spectral_qnn_confguardb_gated_supcon,SupCon,3,0.8454549722978684,0.888188673231795,0.8019809205031226,0.8594931805955901,0.8476430106304917
pavia_university,10,spectral_qnn_confguardb_gated_supcon,SupCon,4,0.8368626162080947,0.8792871016012369,0.7927783961320714,0.8424241675971047,0.8511546593686238
salinas,10,spectral_qnn_confguardb_gated_supcon,SupCon,0,0.8492631344198925,0.9352609835817587,0.8319173466468632,0.9305934914323806,0.8471904465797223
salinas,10,spectral_qnn_confguardb_gated_supcon,SupCon,1,0.947666747198424,0.9747044509802705,0.9418090459686448,0.9688839612645062,0.9481000449693687
salinas,10,spectral_qnn_confguardb_gated_supcon,SupCon,2,0.9295471017859466,0.9650153107370252,0.9213877636966169,0.9623649195135133,0.9279179167578168
salinas,10,spectral_qnn_confguardb_gated_supcon,SupCon,3,0.9443029976398001,0.9708661543944708,0.938048385829316,0.9649140960358518,0.9448701443847027
salinas,10,spectral_qnn_confguardb_gated_supcon,SupCon,4,0.9283391254251148,0.9651619213777585,0.9204633014870309,0.9577840689363724,0.9291358216582332
