shot,HybridSN-small OA,Spectral Gated QNN OA,Delta OA,HybridSN-small Macro-F1,Spectral Gated QNN Macro-F1,Delta Macro-F1,runs
5,72.01915403032721,70.93774940143656,-1.0814046288906587,63.80526208226654,62.80169807913902,-1.0035640031275106,5
