dataset,model,shot,seed,epoch,residual_scale,residual_warmup_factor,train_loss,train_ce_loss,train_supcon_loss,train_gate_confidence_penalty,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,1,1.0,1.0,2.419854664802551,2.28543214003245,0.6475818508201175,0.09812285270955827,0.08888888888888889,2.0620930115381877,0.2777777777777778,0.2777777777777778,0.1875,0.2783068783068783,0.2783068783068783
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,2,1.0,1.0,2.0131110827128094,1.8750115235646565,0.6655569811662038,0.09976413134071561,0.35555555555555557,1.7393386787838405,0.5222222222222223,0.5222222222222223,0.4625,0.506282785967505,0.506282785967505
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,3,1.0,1.0,1.6643518368403116,1.5308388233184815,0.6381728602780237,0.11756888959142897,0.6888888888888889,1.459436869621277,0.6888888888888889,0.6888888888888889,0.65,0.674029179334782,0.674029179334782
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,4,1.0,1.0,1.4138121181064183,1.2317169189453125,0.8745855132738749,0.14356236259142557,0.8777777777777778,1.2314657264285618,0.7555555555555555,0.7555555555555555,0.725,0.7351543842771914,0.7351543842771913
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,5,1.0,1.0,1.1134903377956815,0.9855331407652961,0.5967044386598799,0.17232667836878035,0.9111111111111111,1.048065153757731,0.8222222222222222,0.8222222222222222,0.8,0.807376184569167,0.8073761845691669
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,6,1.0,1.0,0.916619779003991,0.7850828886032104,0.6075819277101093,0.20040972961319817,0.9222222222222223,0.9004159410794575,0.8555555555555555,0.8555555555555555,0.8375,0.8446595639578096,0.8446595639578094
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,7,1.0,1.0,0.7859052366680569,0.625531099902259,0.7455203460322486,0.22540137469768523,0.9444444444444444,0.7846090343263414,0.8888888888888888,0.8888888888888888,0.875,0.8859205252187708,0.8859205252187708
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,8,1.0,1.0,0.6893914421399434,0.5017157011561924,0.8763500875896878,0.24811403552691141,0.9555555555555556,0.6949762953652276,0.8888888888888888,0.8888888888888888,0.875,0.8859205252187708,0.8859205252187708
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,9,1.0,1.0,0.5217650281058417,0.39929849174287585,0.545799606376224,0.26613232162263656,0.9888888888888889,0.6261746009190877,0.9111111111111111,0.911111111111111,0.9,0.9111287477954144,0.9111287477954145
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,10,1.0,1.0,0.4418527689245012,0.32384346392419605,0.5196803265147739,0.2814647012286716,1.0,0.5733473539352417,0.9222222222222223,0.9222222222222223,0.9125,0.9226320157692707,0.9226320157692707
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,11,1.0,1.0,0.36827767954932317,0.26416035294532775,0.44720520509613887,0.29352578984366523,1.0,0.5342471467124091,0.9333333333333333,0.9333333333333333,0.925,0.9335173682999769,0.9335173682999769
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,12,1.0,1.0,0.35210625562402936,0.21698232756720648,0.5999401787916819,0.30271802610821197,1.0,0.5040486534436543,0.9555555555555556,0.9555555555555555,0.95,0.9551066217732883,0.9551066217732884
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,13,1.0,1.0,0.30252496600151063,0.18188180062505935,0.5260097622871399,0.3088241908285353,1.0,0.48078233665890163,0.9555555555555556,0.9555555555555555,0.95,0.9551066217732883,0.9551066217732884
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,14,1.0,1.0,0.31385865012804665,0.1544500751627816,0.7191266430748834,0.3116650488641527,1.0,0.46288468572828506,0.9555555555555556,0.9555555555555555,0.95,0.9551066217732883,0.9551066217732884
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,15,1.0,1.0,0.2741447303030226,0.13384095562828913,0.6234504900044865,0.31227337651782566,1.0,0.4506532006793552,0.9555555555555556,0.9555555555555555,0.95,0.9551066217732883,0.9551066217732884
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,16,1.0,1.0,0.25794172485669453,0.1166496185792817,0.6285414735476176,0.31167618698543975,1.0,0.44094230598873563,0.9555555555555556,0.9555555555555555,0.95,0.9551066217732883,0.9551066217732884
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,17,1.0,1.0,0.22559747629695467,0.10275996940003501,0.5368756751219431,0.30924743082788253,1.0,0.4344671236144172,0.9555555555555556,0.9555555555555555,0.95,0.9551066217732883,0.9551066217732884
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,18,1.0,1.0,0.20813488248321746,0.09175027741326226,0.5054537951118416,0.3058769901593526,1.0,0.4295322100321452,0.9555555555555556,0.9555555555555555,0.95,0.9551066217732883,0.9551066217732884
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,19,1.0,1.0,0.19822323719660442,0.08259039355648888,0.5028993836707539,0.3010592844751146,1.0,0.4256838838259379,0.9555555555555556,0.9555555555555555,0.95,0.9551066217732883,0.9551066217732884
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,20,1.0,1.0,0.180125250087844,0.07471179283327527,0.45315769703851805,0.29563834534751043,1.0,0.42160642014609445,0.9555555555555556,0.9555555555555555,0.95,0.9551066217732883,0.9551066217732884
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,21,1.0,1.0,0.1925166371795866,0.06776269906096988,0.5512714856200748,0.289992740088039,1.0,0.4184872508049011,0.9555555555555556,0.9555555555555555,0.95,0.9551066217732883,0.9551066217732884
pavia_university,spectral_qnn_confguard_gated_supcon,10,2,22,1.0,1.0,0.19054494152466456,0.06213085113300217,0.5710916969511244,0.2839149256547292,1.0,0.41698093679216175,0.9555555555555556,0.9555555555555555,0.95,0.9551066217732883,0.9551066217732884
