dataset,model,shot,seed,epoch,residual_scale,residual_warmup_factor,train_loss,train_ce_loss,train_supcon_loss,train_gate_confidence_penalty,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,1,1.0,1.0,2.4017157607608373,2.3110971689224242,0.4281236324045393,0.09987760020626915,0.17777777777777778,2.074257564544678,0.3,0.30000000000000004,0.2124999999999999,0.24913994387678595,0.24913994387678598
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,2,1.0,1.0,1.972237671746148,1.8647330151663886,0.5122341122892168,0.101156095498138,0.4444444444444444,1.7216414954927233,0.5555555555555556,0.5555555555555556,0.5,0.49840203123166904,0.49840203123166904
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,3,1.0,1.0,1.6018038908640544,1.5108780410554674,0.42507121041417123,0.11823189622826047,0.7555555555555555,1.4228640079498291,0.7777777777777778,0.7777777777777778,0.75,0.7337662337662337,0.7337662337662337
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,4,1.0,1.0,1.3422058317396375,1.2068912744522096,0.6397167470720079,0.14742449091540444,0.8666666666666667,1.1687491469913058,0.8111111111111111,0.8111111111111111,0.7875,0.7717392113676943,0.7717392113676943
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,5,1.0,1.0,1.0520560608969793,0.947878032260471,0.475588906970289,0.18120500743389129,0.8888888888888888,0.9611884885364108,0.8,0.8,0.775,0.7614575158434806,0.7614575158434806
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,6,1.0,1.0,0.877029804388682,0.7343012703789605,0.66038023415539,0.21304963694678414,0.8888888888888888,0.7944597548908657,0.8222222222222222,0.8222222222222223,0.8,0.8086113028142013,0.8086113028142012
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,7,1.0,1.0,0.7048282596800063,0.5717142469353146,0.6049397084448073,0.24252153370115492,0.9444444444444444,0.6625405218866136,0.8666666666666667,0.8666666666666667,0.85,0.8663036105065091,0.866303610506509
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,8,1.0,1.0,0.5611514819992913,0.4349583831098345,0.5635434481832716,0.26968820293744405,0.9888888888888889,0.5652409036954243,0.8666666666666667,0.8666666666666667,0.85,0.8663036105065091,0.866303610506509
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,9,1.0,1.0,0.45392175449265376,0.33981802331076727,0.4976082874668969,0.29164139231046043,0.9888888888888889,0.49197758038838707,0.8777777777777778,0.8777777777777778,0.8625,0.8778923485658354,0.8778923485658352
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,10,1.0,1.0,0.42050716082255046,0.2680665310886171,0.6851505001386007,0.3082107126712799,1.0,0.4367521749602424,0.9,0.8999999999999999,0.8875,0.8993817070857497,0.8993817070857498
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,11,1.0,1.0,0.3303415662712521,0.21256967617405786,0.5087681618001726,0.32036497526698643,1.0,0.3974949061870575,0.9222222222222223,0.922222222222222,0.9125,0.9212026445077102,0.9212026445077102
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,12,1.0,1.0,0.27986159225304924,0.17319490280416278,0.45133698450194465,0.3279857211642795,1.0,0.36792183518409727,0.9222222222222223,0.922222222222222,0.9125,0.9212026445077102,0.9212026445077102
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,13,1.0,1.0,0.2592803511354658,0.14445915321509042,0.491339874929852,0.331064342127906,1.0,0.34437739849090576,0.9222222222222223,0.922222222222222,0.9125,0.9212026445077102,0.9212026445077102
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,14,1.0,1.0,0.23405989739629957,0.1227093497912089,0.47394420843985346,0.3312340670161777,1.0,0.3261956089072757,0.9222222222222223,0.922222222222222,0.9125,0.9212026445077102,0.9212026445077102
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,15,1.0,1.0,0.2035862942536672,0.10541021608644062,0.40855613466766144,0.3292969716919793,1.0,0.311852189567354,0.9222222222222223,0.922222222222222,0.9125,0.9212026445077102,0.9212026445077102
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,16,1.0,1.0,0.2399918751584159,0.09208436442746057,0.6582413560814327,0.32518466711044314,1.0,0.30011405282550385,0.9222222222222223,0.922222222222222,0.9125,0.9212026445077102,0.9212026445077102
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,17,1.0,1.0,0.1911048885848787,0.08120682338873546,0.46952915721469457,0.31984462075763276,1.0,0.2907864663336012,0.9222222222222223,0.922222222222222,0.9125,0.9212026445077102,0.9212026445077102
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,18,1.0,1.0,0.20204919179280598,0.07284305294354756,0.5677671452363332,0.3130540834532844,1.0,0.28284297784169515,0.9222222222222223,0.922222222222222,0.9125,0.9212026445077102,0.9212026445077102
pavia_university,spectral_qnn_confguard_gated_supcon,10,0,19,1.0,1.0,0.1823518329196506,0.06537581632534663,0.5086140153308709,0.3050641728772057,1.0,0.27619141538937886,0.9222222222222223,0.922222222222222,0.9125,0.9212026445077102,0.9212026445077102
