dataset,shot,seed,epoch,train_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
pavia_university,5,3,1,2.2516322135925293,0.1111111111111111,2.1996729320949977,0.1111111111111111,0.1111111111111111,0.0,0.022222222222222223,0.022222222222222223
pavia_university,5,3,2,2.129669427871704,0.2222222222222222,2.1985791948106552,0.1111111111111111,0.1111111111111111,0.0,0.022222222222222223,0.022222222222222223
pavia_university,5,3,3,2.1084907054901123,0.17777777777777778,2.196657673517863,0.1111111111111111,0.1111111111111111,0.0,0.022222222222222223,0.022222222222222223
pavia_university,5,3,4,2.023785352706909,0.26666666666666666,2.193250640233358,0.1111111111111111,0.1111111111111111,0.0,0.022222222222222223,0.022222222222222223
pavia_university,5,3,5,2.0396337509155273,0.2222222222222222,2.1891564634111194,0.1111111111111111,0.1111111111111111,0.0,0.02244668911335578,0.022446689113355782
pavia_university,5,3,6,2.0095014572143555,0.3111111111111111,2.183508915371365,0.1111111111111111,0.1111111111111111,0.0,0.022675736961451247,0.022675736961451247
pavia_university,5,3,7,2.0125741958618164,0.3111111111111111,2.1771981928083632,0.12222222222222222,0.12222222222222223,0.012499999999999845,0.04311152764761012,0.04311152764761012
pavia_university,5,3,8,1.9327152967453003,0.37777777777777777,2.170092980066935,0.13333333333333333,0.13333333333333333,0.0249999999999998,0.06018518518518518,0.06018518518518518
pavia_university,5,3,9,1.9845260381698608,0.4,2.1622267087300617,0.14444444444444443,0.14444444444444446,0.03749999999999998,0.0775228669965512,0.07752286699655121
pavia_university,5,3,10,1.9522953033447266,0.35555555555555557,2.153606393602159,0.14444444444444443,0.14444444444444446,0.03749999999999998,0.0775228669965512,0.07752286699655121
pavia_university,5,3,11,1.8723763227462769,0.4222222222222222,2.1453558444976806,0.15555555555555556,0.15555555555555556,0.050000000000000044,0.08760085230673467,0.08760085230673466
pavia_university,5,3,12,1.8558093309402466,0.4444444444444444,2.135659599304199,0.15555555555555556,0.15555555555555556,0.050000000000000044,0.09177157453019522,0.09177157453019523
pavia_university,5,3,13,1.838207721710205,0.4666666666666667,2.124099800321791,0.2,0.19999999999999998,0.09999999999999998,0.15543106131341428,0.15543106131341425
pavia_university,5,3,14,1.905057668685913,0.4,2.1109304640028212,0.2222222222222222,0.2222222222222222,0.125,0.17796734392479074,0.17796734392479074
pavia_university,5,3,15,1.8295396566390991,0.4666666666666667,2.094836113188002,0.28888888888888886,0.2888888888888889,0.19999999999999996,0.21965482812722864,0.2196548281272286
pavia_university,5,3,16,1.7670809030532837,0.4444444444444444,2.0781504525078667,0.3111111111111111,0.3111111111111111,0.22499999999999998,0.24136848713119896,0.241368487131199
pavia_university,5,3,17,1.7640798091888428,0.5777777777777777,2.0611154556274416,0.32222222222222224,0.32222222222222224,0.23750000000000004,0.27375607931163487,0.27375607931163487
pavia_university,5,3,18,1.7492514848709106,0.5555555555555556,2.043162038591173,0.36666666666666664,0.3666666666666667,0.2875,0.31856838670799675,0.3185683867079967
pavia_university,5,3,19,1.7267556190490723,0.4222222222222222,2.021579843097263,0.4111111111111111,0.41111111111111115,0.3375,0.3676011129304606,0.3676011129304606
pavia_university,5,3,20,1.7318170070648193,0.5333333333333333,1.9964421855078802,0.45555555555555555,0.4555555555555555,0.38749999999999996,0.42799011333494097,0.42799011333494097
pavia_university,5,3,21,1.6639012098312378,0.6222222222222222,1.9688367790646024,0.4888888888888889,0.4888888888888888,0.42500000000000004,0.46304560651736903,0.46304560651736915
pavia_university,5,3,22,1.7222737073898315,0.5555555555555556,1.938220394982232,0.5,0.5,0.4375,0.4709313339077404,0.4709313339077405
pavia_university,5,3,23,1.6923117637634277,0.6,1.9078636434343126,0.5111111111111111,0.5111111111111111,0.44999999999999996,0.4788695222905749,0.4788695222905749
pavia_university,5,3,24,1.669018030166626,0.5777777777777777,1.8801925076378716,0.5777777777777777,0.5777777777777778,0.525,0.5540177133655395,0.5540177133655395
pavia_university,5,3,25,1.6049803495407104,0.7111111111111111,1.855623934004042,0.6,0.6000000000000001,0.55,0.5733812483812483,0.5733812483812484
pavia_university,5,3,26,1.5872211456298828,0.6666666666666666,1.8328504456414116,0.6222222222222222,0.6222222222222222,0.575,0.591162929931046,0.5911629299310459
pavia_university,5,3,27,1.5649012327194214,0.6444444444444445,1.8107011715571086,0.6444444444444445,0.6444444444444444,0.6,0.609471912103491,0.609471912103491
pavia_university,5,3,28,1.5758410692214966,0.7111111111111111,1.7878900263044568,0.6666666666666666,0.6666666666666666,0.625,0.6255892255892257,0.6255892255892255
pavia_university,5,3,29,1.5521050691604614,0.6222222222222222,1.7657914797465006,0.6777777777777778,0.6777777777777778,0.6375,0.6358273813651388,0.6358273813651387
pavia_university,5,3,30,1.5458093881607056,0.6444444444444445,1.7422254032558866,0.6777777777777778,0.6777777777777778,0.6375,0.6358273813651388,0.6358273813651387
pavia_university,5,3,31,1.5134211778640747,0.6222222222222222,1.7175078471501668,0.6888888888888889,0.6888888888888889,0.65,0.6428799270904535,0.6428799270904534
pavia_university,5,3,32,1.3818552494049072,0.7333333333333333,1.6955861065122817,0.7,0.7,0.6625000000000001,0.64881015994221,0.64881015994221
pavia_university,5,3,33,1.4597991704940796,0.6888888888888889,1.673796452416314,0.7,0.7,0.6625000000000001,0.64881015994221,0.64881015994221
pavia_university,5,3,34,1.4396730661392212,0.6888888888888889,1.6518288824293348,0.7222222222222222,0.7222222222222222,0.6875,0.6703498150294488,0.6703498150294489
pavia_university,5,3,35,1.4215803146362305,0.6,1.6347050031026205,0.7333333333333333,0.7333333333333333,0.7,0.6868819728154766,0.6868819728154766
pavia_university,5,3,36,1.3734363317489624,0.6888888888888889,1.6234005530675253,0.7444444444444445,0.7444444444444445,0.7125,0.6972122885166363,0.6972122885166364
pavia_university,5,3,37,1.4473506212234497,0.6222222222222222,1.6113951497607761,0.7555555555555555,0.7555555555555556,0.725,0.7094276094276094,0.7094276094276094
pavia_university,5,3,38,1.3944746255874634,0.6444444444444445,1.5979336659113565,0.7555555555555555,0.7555555555555556,0.725,0.7094276094276094,0.7094276094276094
pavia_university,5,3,39,1.3282421827316284,0.6222222222222222,1.5812187221315173,0.7444444444444445,0.7444444444444445,0.7125,0.7004816171482838,0.7004816171482838
pavia_university,5,3,40,1.3811091184616089,0.6888888888888889,1.5615865336524115,0.7444444444444445,0.7444444444444445,0.7125,0.699294800744076,0.6992948007440761
pavia_university,5,3,41,1.2994425296783447,0.7555555555555555,1.5430595927768282,0.7333333333333333,0.7333333333333333,0.7,0.6877569344236011,0.6877569344236011
pavia_university,5,3,42,1.2408050298690796,0.7333333333333333,1.527793894873725,0.7222222222222222,0.7222222222222222,0.6875,0.6756481717266031,0.675648171726603
pavia_university,5,3,43,1.2555996179580688,0.7777777777777778,1.5145201709535387,0.7333333333333333,0.7333333333333333,0.7,0.6851691518358185,0.6851691518358185
pavia_university,5,3,44,1.2123154401779175,0.8222222222222222,1.5021772252188788,0.7333333333333333,0.7333333333333333,0.7,0.6790893057559724,0.6790893057559724
pavia_university,5,3,45,1.3027681112289429,0.7333333333333333,1.4879083951314291,0.7333333333333333,0.7333333333333333,0.7,0.6815061481728149,0.6815061481728149
pavia_university,5,3,46,1.2624038457870483,0.6444444444444445,1.4774772352642482,0.7333333333333333,0.7333333333333333,0.7,0.6836192613970391,0.6836192613970391
pavia_university,5,3,47,1.177714228630066,0.7555555555555555,1.4697449843088786,0.7333333333333333,0.7333333333333333,0.7,0.6810251476918143,0.6810251476918143
pavia_university,5,3,48,1.1857688426971436,0.6888888888888889,1.4588694175084431,0.7222222222222222,0.7222222222222221,0.6875,0.6702004168670835,0.6702004168670835
