dataset,shot,seed,epoch,train_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,10,2,1,2.7251374244689943,0.09375,2.769823169708252,0.0625,0.0625,0.0,0.007352941176470588,0.007352941176470588
salinas,10,2,2,2.574643850326538,0.21875,2.7455960273742677,0.125,0.125,0.06666666666666665,0.04433497536945813,0.04433497536945812
salinas,10,2,3,2.4755623817443846,0.29375,2.674607992172241,0.3125,0.3125,0.2666666666666667,0.19632378379816906,0.19632378379816903
salinas,10,2,4,2.39797625541687,0.35,2.5742210865020754,0.49375,0.49375,0.45999999999999996,0.40650335456369935,0.4065033545636994
salinas,10,2,5,2.3504969120025634,0.375,2.46950101852417,0.50625,0.50625,0.4733333333333334,0.40697527252808097,0.40697527252808097
salinas,10,2,6,2.334572982788086,0.41875,2.347964572906494,0.53125,0.53125,0.5,0.4498753930582424,0.4498753930582424
salinas,10,2,7,2.2460024833679197,0.43125,2.2241940975189207,0.59375,0.59375,0.5666666666666667,0.5168348260356774,0.5168348260356774
salinas,10,2,8,2.158102607727051,0.46875,2.1301167964935304,0.65,0.6499999999999999,0.6266666666666667,0.5751612097366272,0.5751612097366271
salinas,10,2,9,2.0920126914978026,0.48125,2.060512638092041,0.68125,0.6812499999999999,0.6599999999999999,0.6260910886527137,0.6260910886527137
salinas,10,2,10,2.061274290084839,0.525,2.0055449485778807,0.66875,0.66875,0.6466666666666667,0.5979946332187387,0.5979946332187388
salinas,10,2,11,2.064277458190918,0.4875,1.9293900728225708,0.6875,0.6875,0.6666666666666667,0.6185701181318292,0.6185701181318292
salinas,10,2,12,1.9856770515441895,0.54375,1.8345739126205445,0.70625,0.70625,0.6866666666666666,0.6502723587102412,0.6502723587102412
salinas,10,2,13,1.954709768295288,0.58125,1.7620072603225707,0.73125,0.73125,0.7133333333333334,0.6869215024106328,0.6869215024106328
salinas,10,2,14,1.8447924852371216,0.5125,1.7131823778152466,0.76875,0.76875,0.7533333333333333,0.7355972254869314,0.7355972254869314
salinas,10,2,15,1.8340798139572143,0.53125,1.6582801580429076,0.775,0.775,0.76,0.7357531983899973,0.7357531983899973
salinas,10,2,16,1.7554003477096558,0.5625,1.6145700693130494,0.78125,0.78125,0.7666666666666666,0.7401003064702756,0.7401003064702755
salinas,10,2,17,1.7122574329376221,0.60625,1.559323263168335,0.75625,0.7562500000000001,0.74,0.7185391201935319,0.7185391201935319
salinas,10,2,18,1.6947941064834595,0.6,1.486990261077881,0.75625,0.75625,0.74,0.7201140873015873,0.7201140873015872
salinas,10,2,19,1.565666389465332,0.6,1.4206459045410156,0.76875,0.76875,0.7533333333333333,0.7341161590387596,0.7341161590387596
salinas,10,2,20,1.5422375917434692,0.61875,1.3774336338043214,0.8,0.8,0.7866666666666666,0.7646693082834387,0.7646693082834387
salinas,10,2,21,1.582475185394287,0.61875,1.3507428407669066,0.78125,0.78125,0.7666666666666666,0.7405629458261037,0.7405629458261037
