dataset,model,shot,seed,epoch,residual_scale,residual_warmup_factor,train_loss,train_ce_loss,train_supcon_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,1,0.006027847062796354,0.05000000074505806,2.2523885356055366,2.1025207413567437,0.7493389017052121,0.3,1.9290324714448717,0.3888888888888889,0.38888888888888884,0.3125,0.3044973158825151,0.30449731588251516
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,2,0.012203165329992771,0.10000000149011612,1.8872913863923815,1.750564824210273,0.6836326665348477,0.4444444444444444,1.6404867225223116,0.4777777777777778,0.47777777777777775,0.4125,0.3790512951803275,0.3790512951803275
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,3,0.018569564446806908,0.15000000596046448,1.5669471899668375,1.445313106642829,0.6081704894701639,0.6111111111111112,1.3855456882052952,0.6888888888888889,0.6888888888888889,0.65,0.6395291950847506,0.6395291950847507
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,4,0.025173161178827286,0.20000000298023224,1.2826670275794134,1.1758416162596808,0.5341269347402785,0.8444444444444444,1.1679980754852295,0.8111111111111111,0.8111111111111112,0.7875,0.800547261874493,0.8005472618744929
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,5,0.032042209059000015,0.25,1.0652523703045316,0.9444735500547621,0.6038940317100949,0.9666666666666667,0.9864773220486112,0.8666666666666667,0.8666666666666667,0.85,0.8647141202442499,0.86471412024425
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,6,0.039206892251968384,0.30000001192092896,0.8486592014630635,0.7532822370529175,0.476884835296207,1.0,0.8379033154911465,0.8777777777777778,0.8777777777777778,0.8625,0.8751504364776675,0.8751504364776675
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,7,0.046637389808893204,0.3499999940395355,0.7392000555992126,0.599949045976003,0.6962549951341417,1.0,0.7202123721440633,0.8888888888888888,0.8888888888888888,0.875,0.8879230905546696,0.8879230905546694
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,8,0.05441020056605339,0.4000000059604645,0.5727006468507979,0.47514588170581395,0.4877737979094187,1.0,0.6296865357293023,0.8888888888888888,0.8888888888888888,0.875,0.8879230905546696,0.8879230905546694
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,9,0.062477290630340576,0.44999998807907104,0.48251955376731026,0.3819123201900058,0.5030361661480532,1.0,0.5591147628095415,0.9111111111111111,0.911111111111111,0.9,0.911079987550576,0.9110799875505757
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,10,0.0709623172879219,0.5,0.3926446245776282,0.3093466401100159,0.41648990975485906,1.0,0.5050942858060201,0.9111111111111111,0.911111111111111,0.9,0.911079987550576,0.9110799875505757
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,11,0.07977867126464844,0.550000011920929,0.3578112741311391,0.25451990167299904,0.5164568298392825,1.0,0.46353234317567615,0.9111111111111111,0.911111111111111,0.9,0.911079987550576,0.9110799875505757
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,12,0.0889291912317276,0.6000000238418579,0.3035974184672038,0.21180183059639401,0.45897794465223946,1.0,0.43077933920754324,0.9333333333333333,0.9333333333333333,0.925,0.9337510442773601,0.93375104427736
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,13,0.09851942956447601,0.6499999761581421,0.28548502292897965,0.17856027020348442,0.5346237722370359,1.0,0.4052551613913642,0.9333333333333333,0.9333333333333333,0.925,0.9337510442773601,0.93375104427736
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,14,0.1085132285952568,0.699999988079071,0.27600745691193473,0.15197650028599632,0.6201547569698758,1.0,0.38450232611762153,0.9333333333333333,0.9333333333333333,0.925,0.9337510442773601,0.93375104427736
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,15,0.11892198026180267,0.75,0.2341667930285136,0.13091266834073598,0.516270602411694,1.0,0.36716753674878017,0.9333333333333333,0.9333333333333333,0.925,0.9337510442773601,0.93375104427736
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,16,0.12965013086795807,0.800000011920929,0.2363673408826192,0.11310905781057146,0.61629139913453,1.0,0.35254285534222923,0.9333333333333333,0.9333333333333333,0.925,0.9337510442773601,0.93375104427736
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,17,0.14090882241725922,0.8500000238418579,0.2030219336350759,0.0984831389453676,0.5226939506000943,1.0,0.34042438169320427,0.9333333333333333,0.9333333333333333,0.925,0.9337510442773601,0.93375104427736
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,18,0.15267780423164368,0.8999999761581421,0.2008645885520511,0.08613601691193051,0.573642885684967,1.0,0.33070250418451097,0.9333333333333333,0.9333333333333333,0.925,0.9337510442773601,0.93375104427736
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,19,0.16482841968536377,0.949999988079071,0.20899398956033918,0.07644589924150043,0.662740433216095,1.0,0.3213590337170495,0.9222222222222223,0.9222222222222223,0.9125,0.9213125406107862,0.9213125406107862
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,20,0.1773132085800171,1.0,0.18866706954108345,0.06779447396596273,0.6043629702594545,1.0,0.31335381401909723,0.9222222222222223,0.9222222222222223,0.9125,0.9213125406107862,0.9213125406107862
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,21,0.1811777800321579,1.0,0.16414739704794354,0.06080906589825948,0.5166916641924116,1.0,0.30689369870556726,0.9222222222222223,0.9222222222222223,0.9125,0.9213125406107862,0.9213125406107862
pavia_university,spectral_qnn_residualsafe_gated_supcon,10,3,22,0.18497177958488464,1.0,0.1838161869181527,0.054938330584102205,0.6443892823325263,1.0,0.3034435530503591,0.9222222222222223,0.9222222222222223,0.9125,0.9213125406107862,0.9213125406107862
