epoch,train_loss,validation_OA,validation_AA,validation_Kappa,validation_Macro-F1
1,2.2072144023497473,0.2347439794248305,0.2364921040701392,0.11803776581495162,0.20529875864913108
2,2.087033832577698,0.44844517184942717,0.1550580431177446,0.030755750606315413,0.1307233856161639
3,1.9361657746517689,0.4360533083937339,0.1111111111111111,0.0,0.06747711566988675
4,1.7777624277692825,0.4454056581716156,0.14427860696517414,0.023584494800766298,0.11874650280946396
5,1.6485868971677258,0.45990180032733224,0.1921998020458118,0.06791190745941611,0.16481507304320447
6,1.5343251974470626,0.47813888239420155,0.2192056414463264,0.1216426833414378,0.20106582059363728
7,1.4297916657851626,0.5094692541501052,0.258071304948898,0.19480393619878444,0.24863225930719032
8,1.326750295028972,0.5898994622398878,0.3314500411855755,0.3565691018153895,0.3249013224605119
9,1.2252939145420656,0.6361935936404022,0.373947908844934,0.4470781643958692,0.35677430895703177
10,1.1282814723296453,0.6635492167407061,0.4002423711450349,0.5011074426925561,0.37361980908360365
11,1.040723004128182,0.6761748889408464,0.42357080132062674,0.5255706248146399,0.39776482160612614
12,0.9651707531359531,0.6864624736965163,0.4427193870850943,0.5472589999475856,0.421166188558273
13,0.8983297262036803,0.6965162497077391,0.45595502254956205,0.5654474273237098,0.43368205984257785
14,0.8429455761461301,0.7035305120411504,0.45789542567385844,0.5748347293873787,0.43851494696793963
15,0.7951710155586063,0.7241056815524901,0.5585121458379243,0.6115897985121022,0.5523809940590297
