class_id,class_name,precision,recall,f1,support,accuracy
0,Asphalt,0.9426404822088276,0.7333232491302375,0.8249106687085248,6611,0.7333232491302375
1,Meadows,0.9967207455988955,0.9300016103923989,0.9622059926133681,18629,0.9300016103923989
2,Gravel,0.8204283360790774,0.9581529581529582,0.8839582871089416,2079,0.9581529581529582
3,Trees,0.7713868613138686,0.8679369250985546,0.8168186736744474,3044,0.8679369250985546
4,Painted metal sheets,0.8688524590163934,1.0,0.9298245614035088,1325,1.0
5,Bare Soil,0.9458081570996979,1.0,0.9721494420184377,5009,1.0
6,Bitumen,0.9969558599695586,1.0,0.9984756097560976,1310,1.0
7,Self-Blocking Bricks,0.7727774101036841,0.956581103222283,0.8549115314215985,3662,0.956581103222283
8,Shadows,0.42258064516129035,0.7065803667745415,0.5288655631812677,927,0.7065803667745415
