dataset,shot,seed,epoch,train_loss,train_ce_loss,train_metric_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,5,4,1,2.7201663970947267,2.700116205215454,0.10025075376033783,0.15,2.529888725280762,0.1875,0.1875,0.1333333333333333,0.15037878787878786,0.15037878787878786
salinas,5,4,2,2.4113079071044923,2.3924317359924316,0.09438069462776184,0.2375,2.2510945200920105,0.28125,0.28125,0.23333333333333328,0.24110325948561243,0.24110325948561245
salinas,5,4,3,2.12502498626709,2.1072309732437136,0.08897004127502442,0.4,1.9904907584190368,0.4625,0.4625,0.42666666666666664,0.38509244612012306,0.3850924461201231
salinas,5,4,4,1.861924982070923,1.8448713779449464,0.08526802510023117,0.4875,1.7532062172889709,0.50625,0.5062500000000001,0.4733333333333334,0.4186011904761905,0.4186011904761905
salinas,5,4,5,1.6293267726898193,1.6132254123687744,0.0805068552494049,0.5875,1.5344827055931092,0.675,0.675,0.6533333333333333,0.5978628462181094,0.5978628462181094
salinas,5,4,6,1.4095196008682251,1.394351315498352,0.0758412428200245,0.7875,1.3356482803821563,0.74375,0.74375,0.7266666666666667,0.6858502300029069,0.685850230002907
salinas,5,4,7,1.2119785308837892,1.1973140954971313,0.07332220673561096,0.825,1.1612099707126617,0.80625,0.8062499999999999,0.7933333333333333,0.7682294207135202,0.7682294207135202
salinas,5,4,8,1.034732413291931,1.0206733822822571,0.07029523737728596,0.925,1.008823847770691,0.9125,0.9125000000000001,0.9066666666666666,0.9123658717873113,0.9123658717873114
salinas,5,4,9,0.884416401386261,0.8710597157478333,0.06678342223167419,1.0,0.8730382055044175,0.93125,0.93125,0.9266666666666666,0.9294576955496158,0.9294576955496158
salinas,5,4,10,0.7535766363143921,0.7407787322998047,0.06398956552147865,1.0,0.7566552042961121,0.93125,0.9312499999999999,0.9266666666666666,0.9270782947926574,0.9270782947926574
salinas,5,4,11,0.6332694053649902,0.6210715889930725,0.06098906919360161,1.0,0.6614660263061524,0.9375,0.9375,0.9333333333333333,0.933633617844144,0.9336336178441442
salinas,5,4,12,0.5386444985866546,0.5271800816059112,0.057322101294994356,1.0,0.5800481319427491,0.95,0.95,0.9466666666666667,0.9462598804704068,0.9462598804704069
salinas,5,4,13,0.4571440160274506,0.4463940620422363,0.053749831207096574,1.0,0.51410973072052,0.95,0.95,0.9466666666666667,0.9462598804704068,0.9462598804704069
salinas,5,4,14,0.3934990048408508,0.38336665034294126,0.050661752745509145,1.0,0.4602936044335365,0.95,0.95,0.9466666666666667,0.9462598804704068,0.9462598804704069
salinas,5,4,15,0.3364486753940582,0.3268181800842285,0.048152487352490426,1.0,0.41663720905780793,0.95,0.95,0.9466666666666667,0.9462598804704068,0.9462598804704069
salinas,5,4,16,0.2943279504776001,0.2851576268672943,0.04585160315036774,1.0,0.3807602569460869,0.94375,0.94375,0.94,0.9398992820045452,0.9398992820045452
salinas,5,4,17,0.25790359675884245,0.24914998114109038,0.043768081441521646,1.0,0.3512311577796936,0.94375,0.94375,0.94,0.9398992820045452,0.9398992820045452
salinas,5,4,18,0.2288847953081131,0.2204772025346756,0.04203795325011015,1.0,0.32790020331740377,0.94375,0.94375,0.94,0.9398992820045452,0.9398992820045452
salinas,5,4,19,0.20526921451091767,0.1971731513738632,0.04048030897974968,1.0,0.3081802040338516,0.94375,0.94375,0.94,0.9398992820045452,0.9398992820045452
salinas,5,4,20,0.18574790060520172,0.17796059250831603,0.03893653079867363,1.0,0.29240517094731333,0.94375,0.94375,0.94,0.9398992820045452,0.9398992820045452
salinas,5,4,21,0.168802148103714,0.1613427698612213,0.037296895310282706,1.0,0.27790100425481795,0.94375,0.94375,0.94,0.9398992820045452,0.9398992820045452
salinas,5,4,22,0.1542663648724556,0.14707720428705215,0.035945799015462396,1.0,0.26667667627334596,0.94375,0.94375,0.94,0.9398992820045452,0.9398992820045452
