dataset,model,shot,seed,epoch,train_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,cnn1d,10,0,1,2.7801897048950197,0.0625,2.7523486614227295,0.11875,0.11875,0.06000000000000005,0.030756391467187755,0.030756391467187755
salinas,cnn1d,10,0,2,2.714517116546631,0.08125,2.71919584274292,0.25,0.25,0.19999999999999996,0.12507161539419603,0.12507161539419603
salinas,cnn1d,10,0,3,2.653258228302002,0.14375,2.6818392276763916,0.275,0.275,0.22666666666666668,0.15355146392455607,0.15355146392455604
salinas,cnn1d,10,0,4,2.602544403076172,0.2375,2.641406297683716,0.26875,0.26875,0.21999999999999997,0.1446637601528906,0.14466376015289056
salinas,cnn1d,10,0,5,2.560322904586792,0.2625,2.5990054607391357,0.25,0.25,0.19999999999999996,0.1260971786833856,0.1260971786833856
salinas,cnn1d,10,0,6,2.523586130142212,0.3,2.557363271713257,0.25,0.25,0.19999999999999996,0.11940361252243543,0.11940361252243543
salinas,cnn1d,10,0,7,2.488450527191162,0.28125,2.5170674324035645,0.25,0.25,0.19999999999999996,0.11847713913940862,0.11847713913940863
salinas,cnn1d,10,0,8,2.4501860618591307,0.3,2.4747397899627686,0.25,0.25,0.19999999999999996,0.11729768887026952,0.11729768887026952
salinas,cnn1d,10,0,9,2.418824863433838,0.34375,2.435883045196533,0.2625,0.2625,0.21333333333333337,0.14087004255093702,0.140870042550937
salinas,cnn1d,10,0,10,2.385040807723999,0.34375,2.400975227355957,0.28125,0.28125,0.23333333333333328,0.17169989145103562,0.17169989145103562
salinas,cnn1d,10,0,11,2.358671236038208,0.3625,2.3678033351898193,0.35625,0.35625,0.31333333333333335,0.26127322056598373,0.2612732205659837
salinas,cnn1d,10,0,12,2.3295719146728517,0.38125,2.332767963409424,0.375,0.375,0.33333333333333337,0.2824007892797123,0.2824007892797123
salinas,cnn1d,10,0,13,2.293519449234009,0.4,2.3010735511779785,0.4375,0.4375,0.4,0.3331040952737917,0.3331040952737917
salinas,cnn1d,10,0,14,2.2685816287994385,0.4375,2.2712950706481934,0.4625,0.4625,0.42666666666666664,0.34701153143666263,0.3470115314366626
salinas,cnn1d,10,0,15,2.232165718078613,0.4875,2.2400336265563965,0.48125,0.48124999999999996,0.44666666666666666,0.3650538220488019,0.3650538220488019
salinas,cnn1d,10,0,16,2.206579875946045,0.475,2.2133493423461914,0.5125,0.5125,0.48,0.40381165901216126,0.40381165901216126
salinas,cnn1d,10,0,17,2.169329357147217,0.54375,2.1825032234191895,0.48125,0.48124999999999996,0.44666666666666666,0.3643431781032588,0.3643431781032588
salinas,cnn1d,10,0,18,2.139965772628784,0.5375,2.1516120433807373,0.49375,0.49375,0.45999999999999996,0.3860986875306032,0.3860986875306032
salinas,cnn1d,10,0,19,2.121316385269165,0.53125,2.12359356880188,0.51875,0.51875,0.4866666666666667,0.42077607391115457,0.42077607391115457
salinas,cnn1d,10,0,20,2.0770174503326415,0.56875,2.0927135944366455,0.53125,0.53125,0.5,0.43469003336787715,0.43469003336787715
salinas,cnn1d,10,0,21,2.0642176628112794,0.56875,2.0668392181396484,0.55625,0.55625,0.5266666666666666,0.4728290109964192,0.47282901099641916
salinas,cnn1d,10,0,22,2.030337619781494,0.56875,2.038315534591675,0.5625,0.5625,0.5333333333333333,0.4789980494930439,0.478998049493044
salinas,cnn1d,10,0,23,1.9929559707641602,0.6,2.0134027004241943,0.56875,0.5687500000000001,0.54,0.4886643091593036,0.4886643091593036
salinas,cnn1d,10,0,24,1.9651464223861694,0.575,1.9894258975982666,0.56875,0.5687500000000001,0.54,0.4886643091593036,0.4886643091593036
salinas,cnn1d,10,0,25,1.9355326652526856,0.5625,1.9653726816177368,0.575,0.5750000000000001,0.5466666666666666,0.504109978418691,0.504109978418691
salinas,cnn1d,10,0,26,1.911669921875,0.58125,1.9415565729141235,0.5625,0.5625,0.5333333333333333,0.4940907692732637,0.4940907692732638
salinas,cnn1d,10,0,27,1.8841110706329345,0.6125,1.914406180381775,0.5625,0.5625,0.5333333333333333,0.4982346965899598,0.4982346965899597
salinas,cnn1d,10,0,28,1.8525496482849122,0.5875,1.8890740871429443,0.56875,0.5687500000000001,0.54,0.5061700965398788,0.5061700965398788
salinas,cnn1d,10,0,29,1.8273603200912476,0.6125,1.8656858205795288,0.58125,0.58125,0.5533333333333333,0.5200393966018966,0.5200393966018966
salinas,cnn1d,10,0,30,1.7999927282333374,0.59375,1.8386242389678955,0.5875,0.5875,0.56,0.5253619499543413,0.5253619499543414
salinas,cnn1d,10,0,31,1.775871467590332,0.60625,1.8120968341827393,0.6,0.6000000000000001,0.5733333333333333,0.538315575080281,0.5383155750802809
salinas,cnn1d,10,0,32,1.7497853994369508,0.6125,1.7845051288604736,0.5875,0.5875,0.56,0.5278644966144965,0.5278644966144966
salinas,cnn1d,10,0,33,1.726404595375061,0.63125,1.7629127502441406,0.58125,0.58125,0.5533333333333333,0.5232148393526374,0.5232148393526374
salinas,cnn1d,10,0,34,1.7065020322799682,0.61875,1.7350943088531494,0.58125,0.58125,0.5533333333333333,0.5258363029673099,0.5258363029673099
salinas,cnn1d,10,0,35,1.6799896240234375,0.61875,1.7128641605377197,0.58125,0.58125,0.5533333333333333,0.5266900191436066,0.5266900191436067
salinas,cnn1d,10,0,36,1.6551198482513427,0.61875,1.6932523250579834,0.58125,0.58125,0.5533333333333333,0.5257343216153285,0.5257343216153284
salinas,cnn1d,10,0,37,1.6354950666427612,0.6375,1.664794921875,0.5875,0.5874999999999999,0.56,0.5323289331441505,0.5323289331441505
salinas,cnn1d,10,0,38,1.608367919921875,0.65625,1.6369421482086182,0.59375,0.59375,0.5666666666666667,0.5376793119320293,0.5376793119320293
salinas,cnn1d,10,0,39,1.5763247728347778,0.68125,1.6206293106079102,0.61875,0.61875,0.5933333333333333,0.5698428081580256,0.5698428081580256
salinas,cnn1d,10,0,40,1.5590382099151612,0.6625,1.6043447256088257,0.63125,0.6312500000000001,0.6066666666666667,0.5834558559322616,0.5834558559322616
salinas,cnn1d,10,0,41,1.537073802947998,0.66875,1.577742338180542,0.63125,0.6312500000000001,0.6066666666666667,0.5851280050550687,0.5851280050550687
salinas,cnn1d,10,0,42,1.5043676614761352,0.6875,1.5497276782989502,0.65,0.65,0.6266666666666667,0.6126815331867514,0.6126815331867513
salinas,cnn1d,10,0,43,1.4893623828887939,0.68125,1.5242304801940918,0.6625,0.6625,0.64,0.6268930989488286,0.6268930989488287
salinas,cnn1d,10,0,44,1.4652252197265625,0.7375,1.5050923824310303,0.65625,0.65625,0.6333333333333333,0.6200725212553857,0.6200725212553857
salinas,cnn1d,10,0,45,1.44856436252594,0.76875,1.4850925207138062,0.65625,0.65625,0.6333333333333333,0.6202086612376945,0.6202086612376945
salinas,cnn1d,10,0,46,1.4205156564712524,0.7625,1.4660062789916992,0.68125,0.68125,0.6599999999999999,0.6523126558768524,0.6523126558768524
salinas,cnn1d,10,0,47,1.3951261043548584,0.76875,1.4477746486663818,0.70625,0.70625,0.6866666666666666,0.6820859830398854,0.6820859830398854
salinas,cnn1d,10,0,48,1.3724086046218873,0.7875,1.4297044277191162,0.725,0.7250000000000001,0.7066666666666667,0.7025523753851927,0.7025523753851927
salinas,cnn1d,10,0,49,1.3571545600891113,0.76875,1.404545783996582,0.71875,0.71875,0.7,0.693049939041185,0.693049939041185
salinas,cnn1d,10,0,50,1.3350165605545044,0.7625,1.382103681564331,0.75625,0.7562500000000001,0.74,0.7394461105573806,0.7394461105573805
