dataset,model,shot,seed,epoch,train_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
salinas,cnn1d,1,3,1,2.7803895473480225,0.125,2.7601850032806396,0.125,0.125,0.06666666666666665,0.04044566544566544,0.04044566544566545
salinas,cnn1d,1,3,2,2.7517945766448975,0.125,2.7485733032226562,0.125,0.125,0.06666666666666665,0.03750449155587496,0.03750449155587495
salinas,cnn1d,1,3,3,2.724581718444824,0.125,2.737245798110962,0.125,0.125,0.06666666666666665,0.038398125650815684,0.03839812565081569
salinas,cnn1d,1,3,4,2.6982600688934326,0.125,2.7261691093444824,0.125,0.125,0.06666666666666665,0.040178571428571425,0.04017857142857143
salinas,cnn1d,1,3,5,2.6748881340026855,0.1875,2.7149252891540527,0.13125,0.13125,0.07333333333333336,0.05232773982773983,0.052327739827739826
salinas,cnn1d,1,3,6,2.653125047683716,0.25,2.703674554824829,0.1625,0.1625,0.10666666666666669,0.0847097097097097,0.0847097097097097
salinas,cnn1d,1,3,7,2.6326825618743896,0.25,2.6921825408935547,0.175,0.175,0.12,0.0844477828429341,0.08444778284293411
salinas,cnn1d,1,3,8,2.6130869388580322,0.25,2.680309772491455,0.18125,0.18125,0.1266666666666667,0.08590155945419103,0.08590155945419102
salinas,cnn1d,1,3,9,2.5936520099639893,0.25,2.668088436126709,0.18125,0.18125,0.1266666666666667,0.0760936743379973,0.0760936743379973
salinas,cnn1d,1,3,10,2.574453592300415,0.25,2.6555707454681396,0.18125,0.18125,0.1266666666666667,0.07303779069767442,0.07303779069767442
salinas,cnn1d,1,3,11,2.5556588172912598,0.25,2.642939329147339,0.19375,0.19375,0.14,0.09120101389838231,0.09120101389838231
salinas,cnn1d,1,3,12,2.537716865539551,0.25,2.6302103996276855,0.24375,0.24375000000000002,0.19333333333333336,0.1386312400106967,0.1386312400106967
salinas,cnn1d,1,3,13,2.5201377868652344,0.3125,2.617318868637085,0.2875,0.2875,0.24,0.18017733728260044,0.18017733728260044
salinas,cnn1d,1,3,14,2.5033562183380127,0.3125,2.603990077972412,0.3125,0.3125,0.2666666666666667,0.19416525900900902,0.194165259009009
salinas,cnn1d,1,3,15,2.486668825149536,0.3125,2.5902516841888428,0.325,0.325,0.28,0.19973311223311224,0.19973311223311224
salinas,cnn1d,1,3,16,2.470233201980591,0.3125,2.5762505531311035,0.3375,0.3375,0.29333333333333333,0.20574838631104617,0.20574838631104617
salinas,cnn1d,1,3,17,2.4541802406311035,0.3125,2.561997175216675,0.3375,0.3375,0.29333333333333333,0.2036701474201474,0.20367014742014744
salinas,cnn1d,1,3,18,2.438129425048828,0.375,2.5477280616760254,0.34375,0.34375,0.30000000000000004,0.21325503340604907,0.21325503340604907
