dataset,model,shot,seed,epoch,train_loss,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
indian_pines,cnn1d,10,0,1,2.771365928649902,0.06875,2.7553932666778564,0.035211267605633804,0.04583333333333334,-0.027518090107220283,0.008928571428571428,0.006773977196512408
indian_pines,cnn1d,10,0,2,2.719089126586914,0.11875,2.729538917541504,0.056338028169014086,0.05267857142857143,-0.010085996390274854,0.028409090909090908,0.026728553137003837
indian_pines,cnn1d,10,0,3,2.6766385555267336,0.275,2.7023088932037354,0.176056338028169,0.17886904761904762,0.11740331491712708,0.11496984451944892,0.11212991443932782
indian_pines,cnn1d,10,0,4,2.6403785705566407,0.36875,2.673593044281006,0.2112676056338028,0.1955357142857143,0.15489664700568573,0.11741881009568672,0.1252606310937315
indian_pines,cnn1d,10,0,5,2.6076926708221437,0.4,2.644829273223877,0.2112676056338028,0.20089285714285712,0.15489664700568562,0.11874070977331846,0.12205525983848091
indian_pines,cnn1d,10,0,6,2.5807482242584228,0.425,2.6143405437469482,0.22535211267605634,0.21607142857142858,0.1700318809776833,0.11670557204228338,0.12047657841873939
indian_pines,cnn1d,10,0,7,2.5536217212677004,0.4,2.5844058990478516,0.22535211267605634,0.21607142857142858,0.16923731517923624,0.10739172122337307,0.11044137602633587
indian_pines,cnn1d,10,0,8,2.533533477783203,0.3625,2.554875612258911,0.2535211267605634,0.24375000000000002,0.19914870976323495,0.13730224647998734,0.142382812935197
indian_pines,cnn1d,10,0,9,2.5114041328430177,0.3625,2.530428171157837,0.2605633802816901,0.25,0.20683051388445595,0.14264552476509,0.14889636593249578
indian_pines,cnn1d,10,0,10,2.4852908134460447,0.36875,2.5043528079986572,0.2535211267605634,0.24375000000000002,0.19940428700601032,0.1313464506312474,0.13662005271559838
indian_pines,cnn1d,10,0,11,2.46324782371521,0.40625,2.481403350830078,0.2535211267605634,0.24375000000000002,0.20042496679946875,0.14123457623457625,0.14776160269118013
indian_pines,cnn1d,10,0,12,2.4378007888793944,0.35,2.460434675216675,0.2676056338028169,0.28125,0.216842551837514,0.1618700840930427,0.15849331733608765
indian_pines,cnn1d,10,0,13,2.407021331787109,0.3875,2.4355926513671875,0.28169014084507044,0.29374999999999996,0.23190327199448502,0.1770461257961258,0.17559308263533616
indian_pines,cnn1d,10,0,14,2.3949582099914553,0.3875,2.413379669189453,0.29577464788732394,0.30625,0.24728332891598193,0.19327234942560018,0.19512810769515085
indian_pines,cnn1d,10,0,15,2.364400768280029,0.38125,2.390376091003418,0.30985915492957744,0.31875,0.2623376623376624,0.20353282338576456,0.20668920511505431
indian_pines,cnn1d,10,0,16,2.339240884780884,0.3875,2.368690013885498,0.29577464788732394,0.30625,0.24728332891598193,0.19594354197651165,0.19813790211871296
indian_pines,cnn1d,10,0,17,2.324266767501831,0.3625,2.3469960689544678,0.31690140845070425,0.3,0.2698648290485024,0.22087350600460776,0.2374956080658635
