dataset,model,shot,seed,epoch,residual_scale,residual_warmup_factor,high_confidence_guard_mode,guard_floor,guard_tau,guard_temperature,train_loss,train_ce_loss,train_supcon_loss,train_gate_confidence_penalty,train_mean_guard,train_accuracy,val_loss,val_OA,val_AA,val_Kappa,val_Macro-F1,val_Weighted-F1
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,1,1.0,1.0,none,0.05,0.35,0.08,2.408028687371148,2.2630860222710503,0.6078746722804176,0.11683912873268128,1.0,0.24444444444444444,2.082955087555779,0.28888888888888886,0.2888888888888889,0.19999999999999984,0.23690137023470362,0.23690137023470356
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,2,1.0,1.0,none,0.05,0.35,0.08,1.9901108688778348,1.8316493431727092,0.6740066190560658,0.11830109920766618,1.0,0.4,1.732994180255466,0.3888888888888889,0.38888888888888895,0.3124999999999999,0.3167242944119212,0.3167242944119212
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,3,1.0,1.0,none,0.05,0.35,0.08,1.6050492021772595,1.4621376223034328,0.5885123920109537,0.12604541745450762,1.0,0.5666666666666667,1.4375521527396309,0.6111111111111112,0.6111111111111112,0.5625,0.5567590775570402,0.5567590775570402
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,4,1.0,1.0,none,0.05,0.35,0.08,1.3062440501319037,1.146501686837938,0.6532870862219069,0.14542463223139446,1.0,0.8444444444444444,1.190841105249193,0.8,0.8000000000000002,0.775,0.793526746158325,0.793526746158325
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,5,1.0,1.0,none,0.05,0.35,0.08,1.0401821401384141,0.8818566653463575,0.619991848203871,0.17163562443521288,1.0,1.0,0.9891831795374553,0.8444444444444444,0.8444444444444444,0.825,0.8429697982329561,0.842969798232956
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,6,1.0,1.0,none,0.05,0.35,0.08,0.8396402623918321,0.6729492611355252,0.6374900248315599,0.19596499535772535,1.0,1.0,0.8309518721368577,0.8666666666666667,0.8666666666666667,0.85,0.8660304951326624,0.8660304951326623
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,7,1.0,1.0,none,0.05,0.35,0.08,0.6568769401974148,0.5128374046749539,0.5025967455572552,0.2176009519232644,1.0,1.0,0.7063511821958753,0.8777777777777778,0.8777777777777778,0.8625,0.876612505714673,0.8766125057146729
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,8,1.0,1.0,none,0.05,0.35,0.08,0.5472670124636756,0.3893192383978102,0.5561130641235246,0.23362577358881634,1.0,1.0,0.6148586048020257,0.8777777777777778,0.8777777777777778,0.8625,0.876612505714673,0.8766125057146729
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,9,1.0,1.0,none,0.05,0.35,0.08,0.464855921930737,0.30226110219955443,0.5699367721875509,0.24303732845518325,1.0,1.0,0.5488962464862399,0.9111111111111111,0.9111111111111112,0.9,0.9106824299806756,0.9106824299806754
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,10,1.0,1.0,none,0.05,0.35,0.08,0.4015235788292355,0.23744883669747247,0.5748028301530415,0.24557084176275465,1.0,1.0,0.5014614952935113,0.9222222222222223,0.9222222222222223,0.9125,0.9224711610676523,0.9224711610676521
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,11,1.0,1.0,none,0.05,0.35,0.08,0.3615813973877165,0.19218479692935944,0.6049313946730561,0.24205154279867808,1.0,1.0,0.46452598174413046,0.9222222222222223,0.9222222222222223,0.9125,0.9224711610676523,0.9224711610676521
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,12,1.0,1.0,none,0.05,0.35,0.08,0.3269572728210025,0.15809007783730825,0.6115895655420092,0.2327464395099216,1.0,1.0,0.44075254201889036,0.9222222222222223,0.9222222222222223,0.9125,0.9224711610676523,0.9224711610676521
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,13,1.0,1.0,none,0.05,0.35,0.08,0.3033487094773187,0.13335315883159637,0.630925983024968,0.2190517571237352,1.0,1.0,0.4258092635207706,0.9111111111111111,0.9111111111111112,0.9,0.9117302111962675,0.9117302111962675
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,14,1.0,1.0,none,0.05,0.35,0.08,0.2772470560338762,0.11496492359373305,0.6087386972374387,0.20267193052503799,1.0,1.0,0.41150788797272575,0.9111111111111111,0.9111111111111112,0.9,0.9117302111962675,0.9117302111962675
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,15,1.0,1.0,none,0.05,0.35,0.08,0.24188501139481863,0.10006635867887073,0.5233171516822444,0.18577609592013888,1.0,1.0,0.4019052094883389,0.9111111111111111,0.9111111111111112,0.9,0.9117302111962675,0.9117302111962675
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,16,1.0,1.0,none,0.05,0.35,0.08,0.271865490410063,0.08903898000717163,0.746018750137753,0.16811380055215625,1.0,1.0,0.3936659799681769,0.9111111111111111,0.9111111111111112,0.9,0.9117302111962675,0.9117302111962675
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,17,1.0,1.0,none,0.05,0.35,0.08,0.19764070643319023,0.07977476103438272,0.4381463858816359,0.15118334227138094,1.0,1.0,0.38778563274277583,0.9222222222222223,0.9222222222222223,0.9125,0.9224711610676523,0.9224711610676521
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,18,1.0,1.0,none,0.05,0.35,0.08,0.2266783528857761,0.07235676017072466,0.6354824490017361,0.13612549404303234,1.0,1.0,0.38383327457639904,0.9111111111111111,0.9111111111111112,0.9,0.9117302111962675,0.9117302111962675
pavia_university,spectral_qnn_confguard_gated_supcon,10,4,19,1.0,1.0,none,0.05,0.35,0.08,0.20010441144307453,0.06652456257078383,0.5452403472529517,0.12265889214144812,1.0,1.0,0.38301596310403613,0.9222222222222223,0.9222222222222223,0.9125,0.9224711610676523,0.9224711610676521
