dataset,shot,seed,model,support_samples,test_samples,mean_intra_distance,median_intra_distance,std_intra_distance,mean_inter_distance,min_inter_distance,median_inter_distance,separation_ratio,mean_margin,median_margin,std_margin,negative_margin_rate,low_margin_rate,safe_margin_rate,feature_source
pavia_university,5,0,spectral_qnn_gated_proto,45,42641,0.47781815223992485,0.3830399698901441,0.3127113297403835,1.2331304659486948,0.7775254748695167,1.2364724777838905,2.580752656984677,0.4767414147577563,0.5973227823439614,0.4793597831517076,0.18064773340212473,0.01587673835041392,0.8034755282474614,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot5_seed0.pt
pavia_university,5,1,hybridsn_small,45,42641,0.45580618215668295,0.38396755369151464,0.3125791739978728,1.216714982476314,0.7842126189917641,1.2760141884061937,2.669369197055053,0.3868350134665928,0.5102818368561708,0.48547696206826174,0.22269646584273353,0.023146736708801387,0.7541567974484651,npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/features/pavia_university_shot5_seed1_features.npz
pavia_university,5,1,spectral_qnn_gated_proto,45,42641,0.501105345410499,0.4329740568028472,0.30298279875386297,1.2467656932842235,0.8120630031615855,1.296087149992126,2.4880311190112914,0.3911105076206445,0.48350210120777676,0.43780164935185784,0.20581130836518843,0.020895382378462043,0.7732933092563495,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot5_seed1.pt
pavia_university,5,2,hybridsn_small,45,42641,0.5271807353740025,0.4712913444818897,0.3673270544962156,1.2413285698819119,0.8800414815089875,1.2723172704190056,2.354654649892063,0.2901930790503311,0.34280654806534583,0.5629330526246309,0.3001571257709716,0.028751670927042047,0.6710912033019863,npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/features/pavia_university_shot5_seed2_features.npz
pavia_university,5,2,spectral_qnn_gated_proto,45,42641,0.5682195132137454,0.5165815052958774,0.3483199329167869,1.2516958558068494,0.9182178514085201,1.281377900308224,2.202838562736938,0.30286708220126646,0.37624659974369523,0.5280929087850307,0.25937478014117865,0.025609155507610046,0.7150160643512112,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot5_seed2.pt
pavia_university,5,3,hybridsn_small,45,42641,0.480602285711367,0.32609634613546173,0.3481901862266522,1.1591265825062693,0.5548045828511804,1.18745136669897,2.4118207860592666,0.2978670216746401,0.4584672150125582,0.507890741511871,0.27013906803311366,0.01974625360568467,0.7101146783612017,npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/features/pavia_university_shot5_seed3_features.npz
pavia_university,5,3,spectral_qnn_gated_proto,45,42641,0.557625088338851,0.42650165233993853,0.35942767401106496,1.2276994093976752,0.5244184523940911,1.281553615354521,2.2016574129671174,0.33111191112597205,0.42682845692759175,0.4943430302180515,0.24793039562862035,0.021903801505593207,0.7301658028657865,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot5_seed3.pt
pavia_university,5,4,hybridsn_small,45,42641,0.46436733650263495,0.3873427869737415,0.3038688254897864,1.2313566520714698,1.0094362302459443,1.2605622296537597,2.651686618067037,0.3967897737751374,0.5473699259865483,0.5152202507734815,0.2084144368096433,0.013484674374428367,0.7781008888159283,npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_seed4_5shot/features/pavia_university_shot5_seed4_features.npz
pavia_university,5,4,spectral_qnn_gated_proto,45,42641,0.4841438860395263,0.41764367946502196,0.2823090874689135,1.199944463469797,0.959562019253305,1.215049995000725,2.478487280477258,0.3781175445529687,0.49029553795340064,0.462814085307463,0.2051781149597805,0.017612157313383833,0.7772097277268357,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_seed4_5shot/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot5_seed4.pt
pavia_university,10,0,hybridsn_small,90,42596,0.34105821977272555,0.2485336050962824,0.2522156394386476,1.2255308796427111,0.8455372829006045,1.2478930638390038,3.5933187021834003,0.5949520145631803,0.7436658180725743,0.43773431861904805,0.10498638369799981,0.010400037562212415,0.8846135787397877,npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed0_2/features/pavia_university_shot10_seed0_features.npz
pavia_university,10,0,spectral_qnn_gated_proto,90,42596,0.3714618488246635,0.29304198378330126,0.2321958088651229,1.2139447406776789,0.8042490448766777,1.231411433540971,3.268019971684043,0.5744947965314082,0.6945022961624581,0.3830766580579741,0.09209784956333929,0.01136256925532914,0.8965395811813316,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed0_2/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot10_seed0.pt
pavia_university,10,1,hybridsn_small,90,42596,0.43778146682779695,0.37672795651512253,0.29006060590352056,1.1525577021341824,0.47552372367553547,1.2251560358386344,2.632723834761021,0.3921097114963211,0.5123676638014174,0.454829301637029,0.18372617147149967,0.029298525683162737,0.7869753028453376,npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed0_2/features/pavia_university_shot10_seed1_features.npz
pavia_university,10,1,spectral_qnn_gated_proto,90,42596,0.49249522231462944,0.44705424048167397,0.28489384398330486,1.2165164286893508,0.6217068470686986,1.2475038636385127,2.4701080813981626,0.4056139301586946,0.47199227932428545,0.40443382025404434,0.15703352427457978,0.01716123579678843,0.8258052399286318,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed0_2/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot10_seed1.pt
pavia_university,10,2,hybridsn_small,90,42596,0.36346092471888125,0.2572034248483616,0.31185431016420184,1.187477631380125,0.5634001797007802,1.2562859001358515,3.2671397408086693,0.4646934066027178,0.5732482504450658,0.5428100886884184,0.14968541647103015,0.015987416658841205,0.8343271668701286,npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed0_2/features/pavia_university_shot10_seed2_features.npz
pavia_university,10,2,spectral_qnn_gated_proto,90,42596,0.42995577103993204,0.33743027439751117,0.30437211517841406,1.2172219820109662,0.8206955730055339,1.265257159554991,2.8310399906178185,0.4795103997268821,0.5891339537854503,0.5056938454504523,0.1308808338811156,0.010118320969105081,0.8590008451497794,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed0_2/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot10_seed2.pt
pavia_university,10,3,hybridsn_small,90,42596,0.37520848574338034,0.2650898007838287,0.30951940004079437,1.2116564113125425,0.8912963607503771,1.2622345694925876,3.2292884019186108,0.5356702665598828,0.7004911747214656,0.47855196565551794,0.14928631796412808,0.01230162456568692,0.838412057470185,npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed3/features/pavia_university_shot10_seed3_features.npz
pavia_university,10,3,spectral_qnn_gated_proto,90,42596,0.4203391680113654,0.31434648485037897,0.30092852374098344,1.2266228509302728,0.9825375641588953,1.2746042892845455,2.9181740467666972,0.5273658045130316,0.6803308397377831,0.44222402267823796,0.1411165367640154,0.011127805427739694,0.8477556578082449,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed3/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot10_seed3.pt
pavia_university,10,4,hybridsn_small,90,42596,0.3955142174078134,0.2857240665422014,0.2924087039433814,1.1687765923341233,0.9328989787733413,1.1699374984298738,2.9550811093321627,0.4905948857812561,0.6744806370036207,0.47659297518655297,0.16863085735749836,0.011292140107052305,0.8200770025354494,npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed4/features/pavia_university_shot10_seed4_features.npz
pavia_university,10,4,spectral_qnn_gated_proto,90,42596,0.4169518649141277,0.3246852535473215,0.2724342033898871,1.1426285486311114,0.9294898463944299,1.1556667010456918,2.7404327568277904,0.4624764065960568,0.6239033502980689,0.433859255971165,0.1630669546436285,0.012137289886374308,0.8247957554699972,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_pavia_10shot_seed4/checkpoints/pavia_university_spectral_gated_qnn_prototype_shot10_seed4.pt
salinas,5,0,hybridsn_small,80,53889,0.2137233376566087,0.16334537740041982,0.16655043010798673,1.168029462428382,0.1653979285772508,1.2178046474937654,5.465147022479435,0.3532334663057224,0.23242895055302398,0.3452403967608327,0.1570079236950027,0.07047820519957691,0.7725138711054204,npz:result/hybridsn_small_spectral_qnn_gated_proto_salinas_partial/features/salinas_shot5_seed0_features.npz
salinas,5,0,spectral_qnn_gated_proto,80,53889,0.22866051675180893,0.18493572087889035,0.1572529234017029,1.1656655601586394,0.15942623779521475,1.2003656699229541,5.097799903180784,0.38568697603325924,0.3790511026532564,0.3381774189354833,0.12631520347380726,0.08202044944237229,0.7916643470838205,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_salinas_partial/checkpoints/salinas_spectral_gated_qnn_prototype_shot5_seed0.pt
salinas,5,1,hybridsn_small,80,53889,0.1605296521406097,0.12258771352999674,0.12100385943085896,1.220532588359864,0.19501218099089707,1.2555033915587033,7.603159740798453,0.516256488027657,0.591764157629168,0.40116296183647077,0.1066636976006235,0.07569262743788158,0.8176436749614949,npz:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed1_2_5shot/features/salinas_shot5_seed1_features.npz
salinas,5,1,spectral_qnn_gated_proto,80,53889,0.25234685703735177,0.2186108377330251,0.15805399333647163,1.2347919117171873,0.43463108492378444,1.2712557161387017,4.893232775767904,0.4804528258537438,0.55605057981605,0.40717311869665856,0.17016459759876784,0.03154632670860472,0.7982890756926274,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed1_2_5shot/checkpoints/salinas_spectral_gated_qnn_prototype_shot5_seed1.pt
salinas,5,2,hybridsn_small,80,53889,0.19553148424376357,0.15526907343764143,0.14316346195381333,1.2280777959380222,0.4400571387641013,1.2578369994924063,6.280716380217379,0.53744959502264,0.5827359429892476,0.3937089349665391,0.12644510011319565,0.020635008999981445,0.852919890886823,npz:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed1_2_5shot/features/salinas_shot5_seed2_features.npz
salinas,5,2,spectral_qnn_gated_proto,80,53889,0.21041236930157356,0.17422031530940543,0.14086814395834385,1.230859852606667,0.4089913546537689,1.2640907576915525,5.84975045284784,0.5224554231059202,0.5733920291792498,0.3855936417965048,0.1261296368461096,0.023065931822820983,0.8508044313310694,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed1_2_5shot/checkpoints/salinas_spectral_gated_qnn_prototype_shot5_seed2.pt
salinas,5,3,hybridsn_small,80,53889,0.175301890417061,0.1374827142580075,0.12856768592479845,1.2184029919677373,0.26385746938333376,1.248404271297733,6.950312909170761,0.5229532176303254,0.6648904176165645,0.40380940417928224,0.09619773979847464,0.04321846759078847,0.8605837926107369,npz:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed3_4_5shot/features/salinas_shot5_seed3_features.npz
salinas,5,3,spectral_qnn_gated_proto,80,53889,0.1953042866914245,0.1559348870401715,0.13170025570354704,1.2055928664673463,0.2668500443010601,1.2334874727975986,6.172895059759495,0.5074416983588724,0.6429439272340528,0.3898610624181485,0.1028410250700514,0.04978752621128616,0.8473714487186624,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed3_4_5shot/checkpoints/salinas_spectral_gated_qnn_prototype_shot5_seed3.pt
salinas,5,4,hybridsn_small,80,53889,0.18348632785005695,0.1400973910806272,0.13332150291753248,1.2288901189297035,0.30203973837903825,1.259749265254551,6.697447887964379,0.5284734874609472,0.5769682539835959,0.3978956583031941,0.11239770639648165,0.023882424984690752,0.8637198686188275,npz:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed3_4_5shot/features/salinas_shot5_seed4_features.npz
salinas,5,4,spectral_qnn_gated_proto,80,53889,0.21128224210493293,0.1704772004560758,0.13924199505636586,1.2230279605320133,0.39545052124944924,1.2540379255890508,5.78859798318781,0.5111727742121407,0.5538374180556628,0.38028540645944137,0.11442038263838632,0.02662881107461634,0.8589508062869974,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_salinas_seed3_4_5shot/checkpoints/salinas_spectral_gated_qnn_prototype_shot5_seed4.pt
salinas,10,0,hybridsn_small,160,53809,0.14132243966752586,0.10386097700487129,0.1245363359603707,1.2254243090933394,0.056121408492072804,1.2652623991313332,8.671123368491683,0.48262816887086796,0.5526096095182975,0.422354133279054,0.06541656600196993,0.30022858629597277,0.6343548477020573,npz:result/hybridsn_small_spectral_qnn_gated_proto_salinas_10shot_partial/features/salinas_shot10_seed0_features.npz
salinas,10,0,spectral_qnn_gated_proto,160,53809,0.1681866562544017,0.12699611150148726,0.12843240643811712,1.2231226617864015,0.07459769736031704,1.259536615119988,7.272412027362548,0.49406887924211046,0.5611596277938606,0.41151419724222377,0.09665669311825159,0.25374937278150494,0.6495939341002435,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_salinas_10shot_partial/checkpoints/salinas_spectral_gated_qnn_prototype_shot10_seed0.pt
salinas,10,1,hybridsn_small,160,53809,0.1454512459977342,0.10670921081558986,0.1089662613696803,1.2356944419287403,0.2888584500214743,1.2606113502283862,8.495592000277465,0.5813009232276661,0.6831636553353968,0.38075731418890074,0.04331989072459998,0.027095838986043227,0.9295842702893568,npz:result/hybridsn_small_spectral_qnn_gated_proto_salinas_10shot_seed1_2/features/salinas_shot10_seed1_features.npz
salinas,10,1,spectral_qnn_gated_proto,160,53809,0.17938690393893753,0.14396344993665336,0.11933055850380728,1.2390840007762698,0.3229190461474873,1.2662408744114142,6.907326976321796,0.5653251433158869,0.662248145939142,0.3802513042554497,0.0550837220539315,0.03776319946477355,0.907153078481295,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_salinas_10shot_seed1_2/checkpoints/salinas_spectral_gated_qnn_prototype_shot10_seed1.pt
salinas,10,2,hybridsn_small,160,53809,0.1689636921092988,0.12344524214729909,0.12745109652287717,1.229595801829134,0.42573857331156095,1.2634912501809688,7.277278251198111,0.5899508757362449,0.7010466608349196,0.3446960392726377,0.06653162110427624,0.01616829898344143,0.9173000799122824,npz:result/hybridsn_small_spectral_qnn_gated_proto_salinas_10shot_seed1_2/features/salinas_shot10_seed2_features.npz
salinas,10,2,spectral_qnn_gated_proto,160,53809,0.19597580951017696,0.16283370986843662,0.13089721252058126,1.2359186460493727,0.42495706425644525,1.2627647198359513,6.306485729735903,0.5749538841123772,0.6882488609252072,0.3476213571497448,0.0674794179412366,0.019550632793770558,0.9129699492649929,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_salinas_10shot_seed1_2/checkpoints/salinas_spectral_gated_qnn_prototype_shot10_seed2.pt
salinas,10,3,hybridsn_small,160,53809,0.15340164081466295,0.12112987171174211,0.11601511179631722,1.2357778933907113,0.34649250202386933,1.2568440642938226,8.055832302887525,0.6103781366333052,0.7659333845534353,0.38992813096328954,0.054117340965266034,0.02746752402014533,0.9184151350145886,npz:result/hybridsn_small_spectral_qnn_gated_proto_salinas_10shot_seed3_4/features/salinas_shot10_seed3_features.npz
salinas,10,3,spectral_qnn_gated_proto,160,53809,0.17239445877408888,0.1364877401679472,0.11962152430450734,1.219030569437204,0.3331110336579149,1.2338566682041776,7.071170257477126,0.5914006001077565,0.7277396716484816,0.3844235517407251,0.05465628426471408,0.027969298816183166,0.9173744169191027,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_salinas_10shot_seed3_4/checkpoints/salinas_spectral_gated_qnn_prototype_shot10_seed3.pt
salinas,10,4,hybridsn_small,160,53809,0.15710831201271713,0.11907904119076379,0.123191870080388,1.2430143739152189,0.2402550445697743,1.2722302511653467,7.911830749060578,0.572597507783687,0.681894919063889,0.42437007290422313,0.05616160865282759,0.05445185749595793,0.8893865338512145,npz:result/hybridsn_small_spectral_qnn_gated_proto_salinas_10shot_seed3_4/features/salinas_shot10_seed4_features.npz
salinas,10,4,spectral_qnn_gated_proto,160,53809,0.18777955046217995,0.15018770740507317,0.12672196812813452,1.244171189977437,0.26043147957487894,1.2692901473304716,6.625701184794461,0.5592373465042332,0.6630049422243145,0.4223654101021199,0.08515304131279154,0.05482354253006003,0.8600234161571484,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_salinas_10shot_seed3_4/checkpoints/salinas_spectral_gated_qnn_prototype_shot10_seed4.pt
