dataset,shot,seed,model,support_samples,test_samples,mean_intra_distance,median_intra_distance,std_intra_distance,mean_inter_distance,min_inter_distance,median_inter_distance,separation_ratio,mean_margin,median_margin,std_margin,negative_margin_rate,low_margin_rate,safe_margin_rate,feature_source
indian_pines,5,0,hybridsn_small,80,10024,0.41954277227691317,0.29281487710865395,0.3240832906216951,1.1353621523158617,0.6981075967736433,1.1701033318937153,2.706189278757214,0.25999894741985397,0.44247555964680696,0.4922001920732629,0.2666600159616919,0.017158818834796488,0.7161811652035116,npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/features/indian_pines_shot5_seed0_features.npz
indian_pines,5,0,spectral_qnn_gated_proto,80,10024,0.4764065062176856,0.37925434131854696,0.30027103755430873,1.1458726867275728,0.7040901665084466,1.1658949229003015,2.405241472928135,0.23819678999439786,0.3949618348718733,0.4402529335004894,0.2569832402234637,0.023443735035913807,0.7195730247406225,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/checkpoints/indian_pines_spectral_gated_qnn_proto_shot5_seed0.pt
indian_pines,5,1,hybridsn_small,80,10024,0.43856910221742135,0.3414412821851183,0.3187836254015156,1.1530884811558628,0.6100069496820228,1.170582392677737,2.629205922911134,0.2865219672953767,0.4064269540021314,0.480361195600628,0.25927773343974464,0.02015163607342378,0.7205706304868316,npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/features/indian_pines_shot5_seed1_features.npz
indian_pines,5,1,spectral_qnn_gated_proto,80,10024,0.4989978638450032,0.4138953254597044,0.3018625377254332,1.1603811429065474,0.6587175653722268,1.1833859149580364,2.325423066875053,0.2577507141649577,0.36608080511550467,0.44369002391827217,0.25987629688747005,0.025139664804469275,0.7149840383080607,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/checkpoints/indian_pines_spectral_gated_qnn_proto_shot5_seed1.pt
indian_pines,5,2,hybridsn_small,80,10024,0.4411073204127097,0.32880164259740124,0.2990758716329329,1.1147815213897545,0.769876852492239,1.1336805860751356,2.5272342348495607,0.24997411886459936,0.40168755005263734,0.4631160467205469,0.30925778132482046,0.017956903431763767,0.6727853152434158,npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/features/indian_pines_shot5_seed2_features.npz
indian_pines,5,2,spectral_qnn_gated_proto,80,10024,0.495712038716002,0.4116896362683654,0.27727791915664024,1.1304606689989156,0.7610527827032225,1.1486424474044616,2.280478545421341,0.2364729719908198,0.3587865606869592,0.409142312930731,0.2980845969672785,0.024840383080606543,0.6770750199521149,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/checkpoints/indian_pines_spectral_gated_qnn_proto_shot5_seed2.pt
indian_pines,5,3,hybridsn_small,80,10024,0.45344417306215784,0.34612696102059015,0.3359914190267189,1.1073811184294997,0.577577469691471,1.1219435180820096,2.442155361598837,0.19861495927235515,0.3380900101901192,0.5038991073639323,0.29130087789305664,0.017557861133280128,0.6911412609736632,npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/features/indian_pines_shot5_seed3_features.npz
indian_pines,5,3,spectral_qnn_gated_proto,80,10024,0.5031012981193964,0.41301351137969206,0.30142459260685456,1.1123454377839535,0.6532409792620107,1.1206326932447892,2.2109770774631765,0.18742621457210007,0.300416014071491,0.4333097460172164,0.28621308858739025,0.019752593774940142,0.6940343176376695,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/checkpoints/indian_pines_spectral_gated_qnn_proto_shot5_seed3.pt
indian_pines,5,4,hybridsn_small,80,10024,0.4316895428118976,0.3496942033612953,0.2982875325538958,1.1396360820519174,0.5061924370406838,1.1697355642574911,2.6399436841315778,0.2535209829999872,0.36213036490448985,0.43481768872475324,0.27144852354349563,0.023743016759776536,0.7048084596967279,npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/features/indian_pines_shot5_seed4_features.npz
indian_pines,5,4,spectral_qnn_gated_proto,80,10024,0.4799710588467064,0.4101352323783374,0.27767038440107256,1.1534435831404188,0.6340133187789344,1.1707576727659492,2.403152360710996,0.24975416215037816,0.3363730948255887,0.37735876036719157,0.2579808459696728,0.02274541101356744,0.7192737430167597,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02/checkpoints/indian_pines_spectral_gated_qnn_proto_shot5_seed4.pt
indian_pines,10,0,hybridsn_small,160,9947,0.3822277466336078,0.28361044359993265,0.2753100724613794,1.1195574969885878,0.6225941132641646,1.1268528399097772,2.9290325122884457,0.3695244156157302,0.511656905751386,0.45270776115979167,0.22237860661505982,0.02081029456117422,0.756811098823766,npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/features/indian_pines_shot10_seed0_features.npz
indian_pines,10,0,spectral_qnn_gated_proto,160,9947,0.4102060395877488,0.32565995687163274,0.26055037558577493,1.1182352084626863,0.6401381776501796,1.136288282067751,2.7260330188860618,0.3526521241101849,0.4737964999613271,0.4239303847770441,0.21926208907208203,0.022921483864481753,0.7578164270634362,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/checkpoints/indian_pines_spectral_gated_qnn_proto_shot10_seed0.pt
indian_pines,10,1,hybridsn_small,160,9947,0.3534284143266935,0.269562155338772,0.2538091226864299,1.1187945244508484,0.49211552120042196,1.1572311195975176,3.1655477576194104,0.3546044490469585,0.4351027543468786,0.4123596391677009,0.21343118528199456,0.02704332964712979,0.7595254850708757,npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/features/indian_pines_shot10_seed1_features.npz
indian_pines,10,1,spectral_qnn_gated_proto,160,9947,0.4081922813005766,0.34402244863014647,0.24179190054478888,1.1262549051969135,0.5140890496812051,1.164936254839143,2.759128373541155,0.3201478835962614,0.38372382949789346,0.3807278710293857,0.2124258570423243,0.03076304413390972,0.756811098823766,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/checkpoints/indian_pines_spectral_gated_qnn_proto_shot10_seed1.pt
indian_pines,10,2,hybridsn_small,160,9947,0.34877167673224513,0.30241991317167416,0.2173973878766521,1.1027180841084292,0.6697535511297406,1.1489158294656412,3.161719135109113,0.34241325158018593,0.38593781767927327,0.3623908389363581,0.17040313662410778,0.02744546094299789,0.8021514024328943,npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/features/indian_pines_shot10_seed2_features.npz
indian_pines,10,2,spectral_qnn_gated_proto,160,9947,0.3820427522456005,0.34149273823472853,0.2045127558097283,1.1123245311994194,0.652075023569431,1.1580002167460897,2.911518474467352,0.33284414204817003,0.35653190630368553,0.3230405893443264,0.15200562983814214,0.03367849602895345,0.8143158741329044,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/checkpoints/indian_pines_spectral_gated_qnn_proto_shot10_seed2.pt
indian_pines,10,3,hybridsn_small,160,9947,0.37719271540607796,0.3122025391820356,0.25497761100382754,1.1231721067279377,0.6778097300095706,1.1457421401915955,2.9777142051080006,0.36491410546566216,0.44480474781796836,0.41703000335920387,0.20579069066050065,0.025836935759525486,0.7683723735799739,npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/features/indian_pines_shot10_seed3_features.npz
indian_pines,10,3,spectral_qnn_gated_proto,160,9947,0.4226326959202447,0.3697866413624765,0.23329832795378685,1.123917248047746,0.7704427177163806,1.1423104089094793,2.6593239446383037,0.344471559733614,0.39223789997185343,0.362974674519117,0.195234744143963,0.03166783954961295,0.773097416306424,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/checkpoints/indian_pines_spectral_gated_qnn_proto_shot10_seed3.pt
indian_pines,10,4,hybridsn_small,160,9947,0.34106321587199434,0.25492653702052603,0.2527583595800568,1.1220051889488578,0.5726451084391302,1.1234456858276356,3.2897279352750886,0.42990163542277615,0.5786187454987279,0.42476834289917387,0.1685935457927013,0.01729164572232834,0.8141148084849703,npz:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/features/indian_pines_shot10_seed4_features.npz
indian_pines,10,4,spectral_qnn_gated_proto,160,9947,0.3877287693073038,0.314420553349894,0.23786060470836232,1.1308552954050983,0.6816581925908932,1.1300791958636238,2.9166143575712113,0.412007172608333,0.5359876162867392,0.3810776678302896,0.15542374585302102,0.018900170905800744,0.8256760832411782,checkpoint:result/hybridsn_small_spectral_qnn_gated_proto_fewshot_indian_pines_pw02_10shot/checkpoints/indian_pines_spectral_gated_qnn_proto_shot10_seed4.pt
pavia_university,5,0,hybridsn_small,45,42641,0.44307855507483546,0.3282369462051621,0.3425744872754648,1.2447354299228772,0.7823474799446093,1.2592887369081374,2.8092883658353602,0.495442907645586,0.657301176407304,0.5585465274793322,0.20177763185666378,0.011913416664712366,0.7863089514786239,npz:result/hybridsn_small_spectral_qnn_gated_proto_pavia_salinas_5_10shot/features/pavia_university_shot5_seed0_features.npz
